gene,MF: UCEC,METH: UCEC,GE: UCEC,CNA: UCEC,hsa04010,hsa04012,hsa04060,hsa04110,hsa04115,hsa04151,hsa04310,hsa04520
IGF2R,0.0564238761414009,0.0485253808381047,0.0251131786664898,0.0,0,0,0,0,0,0,0,0
LDLRAD1,0.0076267927942039,0.1404828699001867,0.0020117931796927,0.0,0,0,0,0,0,0,0,0
ZNF629,0.0075881624224925,0.0132457336265348,0.0245007441110399,0.0,0,0,0,0,0,0,0,0
UBR2,0.0150325037525486,0.0042663121825104,0.0220354052953812,0.0,0,0,0,0,0,0,0,0
CAVIN4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
NRF1,0.0146823164925852,0.0006548967709259,0.0594415922441999,0.24609375,0,0,0,0,0,0,0,0
EXOC3L1,0.0038436828914294,0.2862684069741699,0.0816112630176409,0.6015625,0,0,0,0,0,0,0,0
PEX12,0.0076536904301298,0.0066489719998527,0.104265425604308,0.0,0,0,0,0,0,0,0,0
FA2H,0.0076955562581636,0.0097164966416429,0.1384409802010097,0.0,0,0,0,0,0,0,0,0
CNDP2,0.0113509669998557,0.0254318112994279,0.0557089887911778,0.3828125,0,0,0,0,0,0,0,0
BCCIP,0.0115239919198858,0.0077190546418676,0.049570031312142,0.0,0,0,0,0,0,0,0,0
TNFRSF11B,0.0154401788280287,0.0267842684999467,0.100366896573716,0.0,0,0,1,0,0,0,0,0
KIF16B,0.0111873283976029,0.0,0.0636236552966396,0.0,0,0,0,0,0,0,0,0
TM4SF18,0.0076407208226471,0.0457192165766619,0.2866217636755261,0.0,0,0,0,0,0,0,0,0
KIAA1217,0.0540971413735885,0.1881174149020704,0.0909399896469039,0.0,0,0,0,0,0,0,0,0
EFHD1,0.0076031141024252,0.0459221523223442,0.2844158329144503,0.203125,0,0,0,0,0,0,0,0
ARFIP1,0.0113416154663901,0.0171852013420422,0.0388189176877816,0.0,0,0,0,0,0,0,0,0
PTPRG,0.0413232208952957,0.0052384660390997,0.0402152769192224,0.0,0,0,0,0,0,0,0,0
LIME1,0.0,0.0937469402221087,0.049031899954809,0.0,0,0,0,0,0,0,0,0
DGAT2L6,0.0116031874142362,0.2707951617395212,0.0,0.0,0,0,0,0,0,0,0,0
ATP6V0B,0.0038309752062838,0.0122865011815025,0.0972719517028779,0.0,0,0,0,0,0,0,0,0
MICALL1,0.0038034748892891,0.0046062728058698,0.0226987945031957,0.0,0,0,0,0,0,0,0,0
ZNF438,0.0214513043771856,0.0037066988455534,0.1198610087698366,0.0,0,0,0,0,0,0,0,0
RSL24D1,0.0,0.0040045389328507,0.1004573823436219,0.0,0,0,0,0,0,0,0,0
UPF3B,0.0230068747309547,0.0390699341589978,0.0279342308373267,0.0,0,0,0,0,0,0,0,0
B3GAT2,0.0074766863261942,0.1137221230398595,0.0417060368147769,0.0,0,0,0,0,0,0,0,0
GNAZ,0.0268674026139211,0.0041692972907345,0.1676331447206437,0.0,0,0,0,0,0,0,0,0
KRTAP3-3,0.0038721130576465,0.0686107593542318,0.0,0.0,0,0,0,0,0,0,0,0
ACTL6B,0.0038830084023485,0.0960241580547457,0.0,0.0,0,0,0,0,0,0,0,0
BANF1,0.0,0.0134182237591078,0.0020058234575922,0.0,0,0,0,0,0,0,0,0
POU3F2,0.0114728744134589,0.0381492439753508,0.2061054170467191,0.0,0,0,0,0,0,0,0,0
SOX10,0.0037754663457213,0.0,0.3934097303664229,0.0,0,0,0,0,0,0,0,0
NACA,0.0111701547078986,0.0,0.0770364762981094,0.0,0,0,0,0,0,0,0,0
DBNL,0.0114191291013999,0.11690074970648,0.0049842803741397,0.0,0,0,0,0,0,0,0,0
TMEM259,0.0,0.026859479222677,0.0041149388593995,0.0,0,0,0,0,0,0,0,0
RASD1,0.0038734056236975,0.0061756653185965,0.1401498207338281,0.5,0,0,0,0,0,0,0,0
TTBK2,0.0074931496381421,0.0016207504772966,0.1532292749792142,0.546875,0,0,0,0,0,0,0,0
CEP164,0.0076447119508234,0.0353099656666843,0.0451020843806879,0.0,0,0,0,0,0,0,0,0
ARHGAP31,0.0340394269077996,0.0029039556591455,0.2536473767162917,0.0,0,0,0,0,0,0,0,0
TADA2A,0.0113744706391979,0.0013446878289422,0.0106290182163561,0.0,0,0,0,0,0,0,0,0
TRAPPC3,0.0,0.0099874777448755,0.0130946946732975,0.0,0,0,0,0,0,0,0,0
CLEC12B,0.0038448885190763,0.3932531653740579,0.1942518687766784,0.0,0,0,0,0,0,0,0,0
PEX26,0.0036901472279042,0.0044996919753191,0.0248037125747665,0.0,0,0,0,0,0,0,0,0
RTN1,0.0075340730994184,0.0026823430243768,0.0229598378202968,0.0,0,0,0,0,0,0,0,0
BRPF3,0.0257248448983106,0.0256833334103887,0.0188155622422822,0.0,0,0,0,0,0,0,0,0
PPP1R3C,0.0038731997663712,0.1813863835363621,0.3294491755109946,0.0,0,0,0,0,0,0,0,0
CTNNBL1,0.041504705590925,0.0243151697878292,0.0214042282934625,0.0,0,0,0,0,0,0,0,0
XBP1,0.0076679858078477,0.0530100197283682,0.045579447908274,0.0,0,0,0,0,0,0,0,0
SLC9A3,0.0189783451318163,0.1404637526227098,0.066260514583984,0.34765625,0,0,0,0,0,0,0,0
MS4A7,0.0152236199507126,0.0,0.0013841079226244,0.0,0,0,0,0,0,0,0,0
BCL2L10,0.0,0.0871932764131692,0.0873020913919311,0.0,0,0,0,0,0,0,0,0
PIP4P2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
SPAG16,0.022702513941593,0.2291601094832004,0.0946964008166245,0.0,0,0,0,0,0,0,0,0
TCHP,0.0038253547857753,0.0072669050515992,0.0188803448925236,0.0,0,0,0,0,0,0,0,0
POU6F1,0.0114443910946177,0.013151477451164,0.2001697306303467,0.0,0,0,0,0,0,0,0,0
VEZF1,0.0153188721982803,0.0292312182801636,0.059019023059212,0.0,0,0,0,0,0,0,0,0
ZSCAN26,0.0111545974672289,0.0559473811481736,0.0,0.0,0,0,0,0,0,0,0,0
ALG8,0.0115564455373132,0.0035147643083575,0.0363463968493855,0.0,0,0,0,0,0,0,0,0
CLRN1,0.0192082895505589,0.4407556864869742,0.0,0.0,0,0,0,0,0,0,0,0
CASKIN1,0.0114020465904643,0.025659240671384,0.0712141426026436,0.0,0,0,0,0,0,0,0,0
ARL3,0.0038778215843475,0.0053299631177322,0.0542013704496207,0.0,0,0,0,0,0,0,0,0
CACNB3,0.0113223605782991,0.0025717590801334,0.0995591731963178,0.0,1,0,0,0,0,0,0,0
POMC,0.0038263705346217,0.1630036913248689,0.0766078772906643,0.1015625,0,0,0,0,0,0,0,0
ARSA,0.0113805817882536,0.0429300357151789,0.0089498938758748,0.546875,0,0,0,0,0,0,0,0
ATP6V1E2,0.0038456653320576,0.026198562445925,0.0149269101917986,0.0,0,0,0,0,0,0,0,0
OTOP3,0.0115642016223008,0.0213878231671123,0.0,0.0,0,0,0,0,0,0,0,0
KATNBL1,0.0230486235436819,0.0186188219768831,0.0057543123842904,0.546875,0,0,0,0,0,0,0,0
RAB11FIP2,0.0036600978758654,0.004708441282792,0.1340341831461349,0.0,0,0,0,0,0,0,0,0
ZNF572,0.0153839909873158,0.1580597942361207,0.0175710883212853,0.0,0,0,0,0,0,0,0,0
ZNF837,0.0,0.0078494961780017,0.0256209130143148,0.26171875,0,0,0,0,0,0,0,0
TSPAN12,0.0154230038419291,0.0111841761117916,0.0208702229156628,0.24609375,0,0,0,0,0,0,0,0
HCCS,0.0,0.0167925023472882,0.0554095372171014,0.0,0,0,0,0,0,0,0,0
ZNF485,0.0,0.0297835160088275,0.0044428301793744,0.1953125,0,0,0,0,0,0,0,0
ZFP41,0.0075788246522736,0.0031431643400523,0.0104212652858616,0.0,0,0,0,0,0,0,0,0
CHN1,0.0075695513595006,0.0084873056854496,0.0626156528502679,0.0,0,0,0,0,0,0,0,0
AIF1L,0.0037130574972122,0.078314726466215,0.0199614906260402,0.515625,0,0,0,0,0,0,0,0
NEUROG3,0.0077427399708761,0.2444433550502706,0.0,0.0,0,0,0,0,0,0,0,0
RAD54L,0.0114839679750963,0.007525946182635,0.4016438064366789,0.0,0,0,0,0,0,0,0,0
CCDC14,0.0109111174562485,0.0617488952991865,0.0535317004036458,0.0,0,0,0,0,0,0,0,0
ANKRD26,0.0414612798714108,0.0208947193008696,0.0034222783082337,0.0,0,0,0,0,0,0,0,0
ZBTB39,0.0075892156962806,0.1176005671807094,0.0308851743928849,0.0,0,0,0,0,0,0,0,0
LEPROTL1,0.0077196086138216,0.0070454241662148,0.0241732653469448,0.0,0,0,0,0,0,0,0,0
RAB33B,0.0076728185041099,0.00637072379721,0.1103267831955807,0.0,0,0,0,0,0,0,0,0
UBE2J1,0.0,0.0089512263009126,0.0337332733129062,0.0,0,0,0,0,0,0,0,0
CENPB,0.003830229455305,0.2498460914986628,0.0508169893048398,0.45703125,0,0,0,0,0,0,0,0
VHLL,0.0,0.2413910027156445,0.0,0.0,0,0,0,0,0,0,0,0
HIST1H2AC,0.0077168126516409,0.0304220343930841,0.156985585250513,0.0,0,0,0,0,0,0,0,0
STRADA,0.0143269569287265,0.0211974878296072,0.013414978515274,0.0,0,0,0,0,0,0,0,0
HASPIN,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
CYP4F12,0.0115891412932165,0.0120306428196148,0.3121342412316333,0.38671875,0,0,0,0,0,0,0,0
CDC42BPG,0.0229754799334759,0.2046883414847896,0.2289898276861528,0.0,0,0,0,0,0,0,0,0
DNM3,0.014353536956888,0.2196365430911931,0.1566638423391446,0.0,0,0,0,0,0,0,0,0
ENPP7,0.0115750873619642,0.0881257191624972,0.1914636939062584,0.0,0,0,0,0,0,0,0,0
CERS2,0.034294987941237,0.0756817235609704,0.0051214365231744,0.0,0,0,0,0,0,0,0,0
LRFN1,0.0,0.1404655582350283,0.021274153196,0.0,0,0,0,0,0,0,0,0
ACAA2,0.0038788942794837,0.0517328856281476,0.0245108653509498,0.3515625,0,0,0,0,0,0,0,0
ZNF35,0.0,0.0465580313558861,0.0180379876544997,0.0,0,0,0,0,0,0,0,0
MIA,0.0,0.1254818619886798,0.0006695861063506,0.0,0,0,0,0,0,0,0,0
CNOT2,0.011147962890742,0.0029023459424205,0.0194467840521363,0.0,0,0,0,0,0,0,0,0
IWS1,0.0231372630118401,0.008673806228153,0.0261554431494216,0.0,0,0,0,0,0,0,0,0
HAUS6,0.0190454366731254,0.0454395585720498,0.0416654402802954,0.0,0,0,0,0,0,0,0,0
HAUS2,0.0,0.0083040371618567,0.0016962642677551,0.546875,0,0,0,0,0,0,0,0
OSBPL5,0.0075171992808161,0.0613182375073755,0.1964100390760631,0.0,0,0,0,0,0,0,0,0
CYP2C9,0.0038390805399577,0.4372994694996661,0.0894958688840476,0.0,0,0,0,0,0,0,0,0
LCT,0.0457706849697753,0.139895667920735,0.1760568351546872,0.0,0,0,0,0,0,0,0,0
PSMA6,0.0076244882957215,0.0,0.0668640751833457,0.0,0,0,0,0,0,0,0,0
PLN,0.0,0.0,0.7195579556204043,0.0,0,0,0,0,0,0,0,0
SAPCD2,0.0154111199355259,0.0546806802053771,0.4180993283809748,0.0,0,0,0,0,0,0,0,0
NXT1,0.0,0.006708953676929,0.0007995820954666,0.0,0,0,0,0,0,0,0,0
MLLT10,0.0071633706261099,0.0,0.0239216410994041,0.0,0,0,0,0,0,0,0,0
THAP6,0.0075076506719534,0.0010700223345469,0.0364746075809703,0.0,0,0,0,0,0,0,0,0
JPH1,0.0038413612966366,0.0147207352519961,0.0266425872954107,0.0,0,0,0,0,0,0,0,0
SRSF4,0.0115927802428868,0.0001825065482114,0.0487390878246662,0.0,0,0,0,0,0,0,0,0
SURF4,0.0037523189705182,0.0096004137049551,0.0061408273813992,0.515625,0,0,0,0,0,0,0,0
DDX41,0.0077111585182228,9.018507731267576e-06,0.0323570452002241,0.0,0,0,0,0,0,0,0,0
GPRC5D,0.0,0.0783732544296896,0.1409150611736812,0.0,0,0,0,0,0,0,0,0
LRRC25,0.0,0.2312092531441121,0.0316369443526348,0.0,0,0,0,0,0,0,0,0
CCAR1,0.0337507457837897,0.002863246970194,0.0647505954483824,0.0,0,0,0,0,0,0,0,0
DPYSL5,0.0114690187365919,0.0920800713836113,0.1800238577528546,0.1015625,0,0,0,0,0,0,0,0
DPYSL2,0.0450895001716548,0.1060398895806205,0.2369051445388529,0.45703125,0,0,0,0,0,0,0,0
WLS,0.0229540160854717,0.0163819049532804,0.0386325201060116,0.0,0,0,0,0,0,0,0,0
CCDC77,0.0038277613115291,0.0098628736898582,0.0408737630295391,0.0,0,0,0,0,0,0,0,0
DDX46,0.0263686067412314,0.0041926025285036,0.0058165280065733,0.0,0,0,0,0,0,0,0,0
UBXN2A,0.0114865715808964,0.0065077673823702,0.0145293193409007,0.1015625,0,0,0,0,0,0,0,0
TRO,0.036994555898424,0.0504023265098531,0.1787720555466587,0.0,0,0,0,0,0,0,0,0
CACNG7,0.0114975658154931,0.5115673999330621,0.1810142560145339,0.0,1,0,0,0,0,0,0,0
IP6K2,0.0038364469503261,0.0080903786027652,0.0223596164188608,0.0,0,0,0,0,0,0,0,0
GSTO2,0.0037883437918242,0.0122325001693617,0.0696251425760443,0.0,0,0,0,0,0,0,0,0
WRB,0.0,0.0156521429815611,0.0651014156318482,0.0,0,0,0,0,0,0,0,0
PF4V1,0.0,0.0472921514523206,0.2149836819231068,0.0,0,0,1,0,0,0,0,0
TMEM52B,0.0076463358828381,0.0,0.1058749373213267,0.0,0,0,0,0,0,0,0,0
VWC2L,0.0152689220611703,0.0876169988094334,0.0,0.0,0,0,0,0,0,0,0,0
DEFB112,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
NEMP1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
THBD,0.0076514304661924,0.1825010286407837,0.2478726465983019,0.0,0,0,0,0,0,0,0,0
KNL1,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
KCNA6,0.0461029282438359,0.7288678724968821,0.3879833344324389,0.0,0,0,0,0,0,0,0,0
SPINT1,0.0,0.3348348175572651,0.2462486952157391,0.546875,0,0,0,0,0,0,0,0
UXT,0.0232262795098307,0.0533950660492443,0.0284196527629358,0.0,0,0,0,0,0,0,0,0
VPS29,0.0,0.0033216591401252,0.0080541514168931,0.0,0,0,0,0,0,0,0,0
TMEM98,0.0038322335321638,0.0195878627935827,0.1338956752314873,0.0,0,0,0,0,0,0,0,0
BARHL2,0.0077223344212912,0.8185919251918042,0.0,0.0,0,0,0,0,0,0,0,0
SLC35B4,0.0,0.0078360308907298,0.0051893478081934,0.24609375,0,0,0,0,0,0,0,0
EBAG9,0.0114803389671545,0.0129595140338037,0.0255940101842008,0.0,0,0,0,0,0,0,0,0
MSGN1,0.0,0.1868234001933331,0.0,0.1015625,0,0,0,0,0,0,0,0
MRGPRX3,0.0038467230767847,0.0,0.0,0.0,0,0,0,0,0,0,0,0
PINX1,0.0077482244825677,0.0,0.0066919530034503,0.0,0,0,0,0,0,0,0,0
TSPO2,0.0116028730835943,0.0103496070226774,0.0,0.0,0,0,0,0,0,0,0,0
ANAPC2,0.0192496279892843,0.0146776444744753,0.0265871452586665,0.0,0,0,0,1,0,0,0,0
ALKBH4,0.0038586050710434,0.0067639189678965,0.0044904623988898,0.0,0,0,0,0,0,0,0,0
ACOT9,0.0,0.0,0.012402198298499,0.0,0,0,0,0,0,0,0,0
MYO16,0.0588352622900508,0.3569801616224375,0.1434265736667193,0.2265625,0,0,0,0,0,0,0,0
PARN,0.0113601176098577,0.0196382552838918,0.0083658619452612,0.0,0,0,0,0,0,0,0,0
MPHOSPH6,0.0038631130332706,0.0164728930569787,0.0205269740359526,0.0,0,0,0,0,0,0,0,0
EXOSC10,0.0191687417434103,0.0084072029724946,0.0099979622911249,0.0,0,0,0,0,0,0,0,0
ZNF143,0.003867568077859,0.0,0.0390109073957512,0.0,0,0,0,0,0,0,0,0
SEPT10,0.0,0.0072137853570879,0.1229919100407688,0.0,0,0,0,0,0,0,0,0
CXCL2,0.0038698846350886,0.1788848095006548,0.0399122327096714,0.0,0,0,1,0,0,0,0,0
MR1,0.0037430937221924,0.0627983335769537,0.0138810485520206,0.0,0,0,0,0,0,0,0,0
CDS2,0.0111875914170747,0.0056877907238281,0.0124299039608794,0.0,0,0,0,0,0,0,0,0
UBXN11,0.0150779946304324,0.074674890578591,0.0525187799387978,0.0,0,0,0,0,0,0,0,0
HAS1,0.0189858912186818,0.0949177483289165,0.2833039813186355,0.0,0,0,0,0,0,0,0,0
HAS3,0.0113977779297471,0.0259981332929157,0.0872106169324261,0.6015625,0,0,0,0,0,0,0,0
SHMT1,0.0113507865872255,0.1555737769077747,0.1021728460592061,0.5,0,0,0,0,0,0,0,0
CISD2,0.0115878023530681,0.0077784657980329,0.0484379493762614,0.0,0,0,0,0,0,0,0,0
TMEM43,0.0076880455308949,0.0083960738168051,0.1512097629727733,0.0,0,0,0,0,0,0,0,0
EYA2,0.0037746808236741,0.0958034631683585,0.0576628047492087,0.0,0,0,0,0,0,0,0,0
C11ORF87,0.0114836091251592,0.2109300295164743,0.5420811148317731,0.0,0,0,0,0,0,0,0,0
BRF2,0.0,0.0544037638099992,0.1150952662312563,0.0,0,0,0,0,0,0,0,0
ATP6V1A,0.0076770723502739,0.0041972524656437,0.0463284132737229,0.0,0,0,0,0,0,0,0,0
AKTIP,0.0,0.0063703685916795,0.0834709641916879,0.6015625,0,0,0,0,0,0,0,0
KLB,0.0076551400166546,0.45524738038298,0.0038483776340288,0.0,0,0,0,0,0,0,0,0
KYAT1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
TMEM50B,0.0038457532309961,0.0030861801295387,0.0447814300083215,0.0,0,0,0,0,0,0,0,0
ATG9A,0.0076079434677491,0.0056522710926704,0.0170488635470238,0.0,0,0,0,0,0,0,0,0
URGCP,0.0148203226484138,0.0444492134537504,0.0459582026602409,0.0,0,0,0,0,0,0,0,0
PPIP5K2,0.0101785598626348,0.0103904442113411,0.0194966250906988,0.0,0,0,0,0,0,0,0,0
ZNF18,0.0,0.0113016684953136,0.011140473595559,0.5,0,0,0,0,0,0,0,0
ACP1,0.0191924002536066,0.0055432609399786,0.0729298770020843,0.1015625,0,0,0,0,0,0,0,1
UBE4A,0.011517464806955,0.0288359830411219,0.0178873382374885,0.0,0,0,0,0,0,0,0,0
FAM214B,0.0036342365711887,0.0189324754291355,0.0017286841193169,0.0,0,0,0,0,0,0,0,0
CST6,0.0038766605486482,0.1330440079409098,0.2097486236762407,0.0,0,0,0,0,0,0,0,0
LAYN,0.0075619122465206,0.254019549221847,0.312270997028511,0.0,0,0,0,0,0,0,0,0
PLPP6,0.0,0.0990121828678045,0.0,0.0,0,0,0,0,0,0,0,0
CLIC1,0.0038167238291805,0.0441934881027859,0.0415408892714879,0.0,0,0,0,0,0,0,0,0
BATF,0.0077514599239749,0.2727683341504129,0.1098756138742592,0.0,0,0,0,0,0,0,0,0
HSPA2,0.0114249905990983,0.0,0.1484797823630502,0.0,0,0,0,0,0,0,0,0
FASTKD3,0.0038627134020258,0.0068167726552293,0.0037610155297725,0.0,0,0,0,0,0,0,0,0
IMPDH1,0.0114768855324085,0.0156285034461988,0.075867642534729,0.24609375,0,0,0,0,0,0,0,0
ZNF764,0.0,0.0073651662127648,0.0376990068429512,0.0,0,0,0,0,0,0,0,0
SNF8,0.0115892561488626,0.0432882034279725,0.0394794481404783,0.0,0,0,0,0,0,0,0,0
TMED8,0.0,0.0178738356838041,0.057197574277529,0.0,0,0,0,0,0,0,0,0
NDUFA12,0.0038671614844069,0.0402993528706702,0.015148232440263,0.0,0,0,0,0,0,0,0,0
MRFAP1,0.0037941668307094,0.0161556550325881,0.0507001108790991,0.0,0,0,0,0,0,0,0,0
PAM16,0.0,0.0126076857945978,0.037392312115233,0.0,0,0,0,0,0,0,0,0
XIRP1,0.0187006392018353,0.102527460941379,0.0305092425258984,0.0,0,0,0,0,0,0,0,0
PCMT1,0.0,0.1691657296430786,0.0019177716083368,0.0,0,0,0,0,0,0,0,0
CCL17,0.0,0.0,0.0396917461344602,0.6015625,0,0,1,0,0,0,0,0
PPP5C,0.0115362606974157,0.0098590598185552,0.0130526238229182,0.0,1,0,0,0,0,0,0,0
FAR1,0.0037530709297556,0.0219002715450086,0.0166249085393635,0.0,0,0,0,0,0,0,0,0
TMEM17,0.0038609008021566,0.0018603666199011,0.0361856803819812,0.0,0,0,0,0,0,0,0,0
MTA1,0.0187353706475589,0.015864377623486,0.0060026923040785,0.0,0,0,0,0,0,0,0,0
MRPL40,0.0,0.0046588605842824,0.0183948066036226,0.0,0,0,0,0,0,0,0,0
SIRT6,0.0038236672821824,0.0511140624306671,0.0220416256168983,0.0,0,0,0,0,0,0,0,0
SNAP23,0.0,0.0260747888699982,0.0508370133438091,0.546875,0,0,0,0,0,0,0,0
N4BP3,0.0232167498622319,0.0,0.0329611086453551,0.0,0,0,0,0,0,0,0,0
NAV1,0.0487989633788594,0.0,0.0323981111370387,0.0,0,0,0,0,0,0,0,0
CDC26,0.0,0.0957896922998745,0.00316742355781,0.0,0,0,0,1,0,0,0,0
ZBTB2,0.0115530410561419,0.0094626995294275,0.0270283275875093,0.0,0,0,0,0,0,0,0,0
RBM42,0.0113463689690021,0.039996114516265,0.0203447573251554,0.0,0,0,0,0,0,0,0,0
ZNF581,0.0,0.0408352185347148,0.0048718351920743,0.0,0,0,0,0,0,0,0,0
MRGBP,0.0154110187050277,0.0071901541156703,0.0574894212920037,0.0,0,0,0,0,0,0,0,0
MYL12B,0.0,0.0025389630256247,0.0162051388674285,0.375,0,0,0,0,0,0,0,1
MYH11,0.0365865004595062,0.0984178687586913,0.7887596219253459,0.0,0,0,0,0,0,0,0,0
SYVN1,0.0038648964094038,0.0161506364264515,0.0103101903970119,0.0,0,0,0,0,0,0,0,0
IP6K1,0.0221063656830803,0.0046363793781777,0.0672280768068478,0.0,0,0,0,0,0,0,0,0
PSMB9,0.0,0.0016226902181235,0.0142957700434329,0.0,0,0,0,0,0,0,0,0
ZNF232,0.0,0.0516565164550853,0.0045866565993518,0.0,0,0,0,0,0,0,0,0
HLCS,0.0181934509206338,0.0729506251645321,0.0772141688036956,0.0,0,0,0,0,0,0,0,0
SOX5,0.0144794665109378,0.0,0.0260455844294592,0.0,0,0,0,0,0,0,0,0
XPA,0.0077450279740575,0.0106169767940672,0.0958851622865053,0.5039062500000001,0,0,0,0,0,0,0,0
RFX2,0.0037482337957444,0.0054310479701067,0.1725226320018907,0.0,0,0,0,0,0,0,0,0
NSG1,0.0,0.0,0.0818028770827374,0.5390625,0,0,0,0,0,0,0,0
BSCL2,0.0187885076634607,0.0559051946433268,0.0607701380165498,0.0,0,0,0,0,0,0,0,0
KRTAP12-3,0.0,0.2091388449368677,0.0,0.0,0,0,0,0,0,0,0,0
ATP5IF1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
AP2A2,0.0412996452188227,0.1249333135001568,0.0173987979902955,0.0,0,0,0,0,0,0,0,0
GARS,0.0077616045407793,0.0021545769194592,0.1094130014401716,0.0,0,0,0,0,0,0,0,0
CLDN2,0.0038007581361273,0.0,0.0770757596395756,0.0,0,0,0,0,0,0,0,0
BTN2A1,0.0076766435739682,0.0077074347630204,0.0439662571004307,0.0,0,0,0,0,0,0,0,0
UBASH3B,0.0191394372944585,0.048731128147841,0.052116403244239,0.3671874999999999,0,0,0,0,0,0,0,0
PLPP2,0.0,0.0956190472352924,0.0,0.0,0,0,0,0,0,0,0,0
TM6SF1,0.0114478812133061,0.0251388749825769,0.11496293579408,0.0,0,0,0,0,0,0,0,0
ARPC2,0.0,0.0308075754243534,0.0202450125753906,0.0,0,0,0,0,0,0,0,0
HSPA13,0.0,0.001179451728239,0.0512553916095554,0.0,0,0,0,0,0,0,0,0
HOXC9,0.0,0.1874662300064997,0.1337696019724851,0.0,0,0,0,0,0,0,0,0
PAX8,0.0036631621191158,0.4947596835745355,0.1732685773469454,0.46484375,0,0,0,0,0,0,0,0
HOXB2,0.0,0.3027515570985842,0.0899321474014427,0.0,0,0,0,0,0,0,0,0
PPIL4,0.0076925922364389,0.0607315426354025,0.0216019999328504,0.0,0,0,0,0,0,0,0,0
THAP7,0.0,0.0033202494636782,0.0427385998507926,0.0,0,0,0,0,0,0,0,0
BANF2,0.0038704487150992,0.2234473482250771,0.0,0.0,0,0,0,0,0,0,0,0
RPL35,0.0,0.1712521501225057,0.0466277860523993,0.0,0,0,0,0,0,0,0,0
FNIP1,0.0108200903797734,0.0088002418337432,0.0672215670533095,0.0,0,0,0,0,0,0,0,0
STX6,0.0414664127607054,0.0522145117387036,0.0848721021887019,0.0,0,0,0,0,0,0,0,0
SLC39A7,0.0076559113288217,0.0873478531121286,0.0790206982901552,0.0,0,0,0,0,0,0,0,0
TRH,0.0076735801732606,0.7648476703269074,1.0,0.0,0,0,0,0,0,0,0,0
KCNIP4,0.0152180567529974,0.314496671535426,0.2015447648090585,0.38671875,0,0,0,0,0,0,0,0
TNNC1,0.0038819674011496,0.2629285021590435,0.1688250653920217,0.0,0,0,0,0,0,0,0,0
SNRPG,0.0038437882771668,0.0093120419374669,0.0972744523019672,0.0,0,0,0,0,0,0,0,0
SNRPE,0.0077396720949032,0.0507744337014607,0.0597790336117519,0.0,0,0,0,0,0,0,0,0
TGIF2LY,0.0,0.5170639634932818,0.0,0.0,0,0,0,0,0,0,0,0
CDYL2,0.0147638580356613,0.0280034586243397,0.0230766670349717,0.0,0,0,0,0,0,0,0,0
DARS,0.0077233111464879,0.1410910490671563,0.0011113618073466,0.0,0,0,0,0,0,0,0,0
STX17,0.0152772553183134,0.0185873804668924,0.0010966943172411,0.0,0,0,0,0,0,0,0,0
LDB1,0.0077057218229781,0.0336880151406029,0.0569029133324158,0.0,0,0,0,0,0,0,0,0
ISL2,0.0,0.0857826303358301,0.0266608648918696,0.0,0,0,0,0,0,0,0,0
TTC8,0.011170454829608,0.0079535716271597,0.0440277135751321,0.0,0,0,0,0,0,0,0,0
GGT7,0.0,0.0066410421556559,0.0087116802118852,0.0,0,0,0,0,0,0,0,0
CMBL,0.0,0.1590954097318018,0.0316880507112827,0.0,0,0,0,0,0,0,0,0
KRT79,0.0,0.0985360112703856,0.0,0.0,0,0,0,0,0,0,0,0
GTPBP10,0.0151726225677245,0.0097061752539808,0.0278945320413552,0.0,0,0,0,0,0,0,0,0
C16ORF54,0.0,0.0289398355049758,0.0692494436194822,0.0,0,0,0,0,0,0,0,0
CDX4,0.0116183457678561,0.1262128997531107,0.0,0.0,0,0,0,0,0,0,0,0
RMDN2,0.0074667069808081,0.0116736061697792,0.1240351359253146,0.0,0,0,0,0,0,0,0,0
KCTD13,0.0114777265845216,0.0,0.0209610489498118,0.0,0,0,0,0,0,0,0,0
PSMB2,0.0038171958423266,0.1882098503813447,0.0617241327784696,0.0,0,0,0,0,0,0,0,0
PSMB3,0.0038833262347298,0.0122431839131319,0.0719415255696443,0.0,0,0,0,0,0,0,0,0
RUSC2,0.0307229544243339,0.7056971365190057,0.207979196520816,0.0,0,0,0,0,0,0,0,0
LMBR1,0.0150214728099614,0.0064954327345498,0.0063715760947749,0.24609375,0,0,0,0,0,0,0,0
ZNF774,0.0113507358574226,0.0097748102818442,0.0261035782724219,0.0,0,0,0,0,0,0,0,0
GEMIN6,0.0,0.0740604018739428,0.0401917357235136,0.0,0,0,0,0,0,0,0,0
STON1,0.022490157684219,0.0162277625550905,0.3153531555024812,0.0,0,0,0,0,0,0,0,0
CABLES1,0.0038705128914052,0.3731375086025895,0.0187312976389363,0.0,0,0,0,0,0,0,0,0
GPR119,0.0077520840231416,0.1708099661932483,0.0,0.0,0,0,0,0,0,0,0,0
