gene,MF: COAD,METH: COAD,GE: COAD,CNA: COAD,hsa04010,hsa04012,hsa04110,hsa04115,hsa04150,hsa04151,hsa04210,hsa04310,hsa04350
CCNY,0.0054019886495083,0.1258646568575415,0.0123597559174472,0.0,0,0,0,0,0,0,0,0,0
RBM3,0.0053330762548356,0.0219030809855589,0.0343171411550878,0.0,0,0,0,0,0,0,0,0,0
MRPS6,0.0,0.117804577771737,0.0145831235525289,0.0,0,0,0,0,0,0,0,0,0
RFC3,0.0054465508789976,0.0258162906098975,0.1332523902215521,0.0,0,0,0,0,0,0,0,0,0
KRT5,0.0,0.1756533048842605,0.0007754321334149,0.0,0,0,0,0,0,0,0,0,0
ASS1,0.0108252552118567,0.0057206536773433,0.006894202937786,0.0,0,0,0,0,0,0,0,0,0
MLPH,0.0108492731176826,0.0329121245003177,0.0009694343664971,0.0,0,0,0,0,0,0,0,0,0
TTR,0.0,0.0749657416032048,0.2476023242071673,0.0,0,0,0,0,0,0,0,0,0
RGS2,0.0108643486999309,0.0341474391987062,0.1299081270051466,0.0,0,0,0,0,0,0,0,0,0
PTPRN,0.0054285256053576,0.3312351718489589,0.1390580914819008,0.0,0,0,0,0,0,0,0,0,0
MADD,0.0,0.0161069938298265,0.0108665328804748,0.0,0,0,0,0,0,0,0,0,0
HYAL3,0.0,0.0061878207361708,0.0766776313241142,0.0,0,0,0,0,0,0,0,0,0
RNF185,0.0,0.0078666405364184,0.0628594274793346,0.0,0,0,0,0,0,0,0,0,0
RAPGEF4,0.0161154059465705,0.23847786550653,0.0211181010437769,0.0,0,0,0,0,0,0,0,0,0
KDM3B,0.0052754657714663,0.0341698977022155,0.0009261852980695,0.0,0,0,0,0,0,0,0,0,0
U2SURP,0.0054055636340843,0.001132473291568,0.0800252934311126,0.0,0,0,0,0,0,0,0,0,0
KLK6,0.0,0.2256765705753249,0.5283267675685832,0.0,0,0,0,0,0,0,0,0,0
PAX2,0.0,0.114991368875179,0.1155598640942311,0.3343558282208588,0,0,0,0,0,0,0,0,0
ANKRD49,0.0054340358988718,0.001888750092171,0.0195046194148778,0.0,0,0,0,0,0,0,0,0,0
FKBPL,0.0,0.0089004460624276,0.0015620613653465,0.0,0,0,0,0,0,0,0,0,0
TMCO1,0.0053950631850673,0.0020230286725835,0.0565324720994508,0.0,0,0,0,0,0,0,0,0,0
HMGN1,0.0,0.003940137709992,0.0282054072042836,0.0,0,0,0,0,0,0,0,0,0
TM4SF1,0.0,0.0618598576045742,0.0968544820670702,0.0,0,0,0,0,0,0,0,0,0
DDX11,0.010539489277241,0.004272810314216,0.0761547178326124,0.0,0,0,1,0,0,0,0,0,0
FRMD6,0.0051370564964583,0.190150094901815,0.0498061611865508,0.0,0,0,0,0,0,0,0,0,0
SMYD1,0.0054353132624065,0.0143652676610727,0.2222103206063771,0.0,0,0,0,0,0,0,0,0,0
UBE2K,0.0,0.0074156914058426,0.0123190191978089,0.0,0,0,0,0,0,0,0,0,0
RGS1,0.0,0.0126612605637323,0.0520474020406591,0.0,0,0,0,0,0,0,0,0,0
MAP3K12,0.0108519703238908,0.0562070871112686,0.0300189450857811,0.0,1,0,0,0,0,0,0,0,0
CTXN3,0.0,0.1039491526495302,0.0,0.0,0,0,0,0,0,0,0,0,0
ARHGAP17,0.0054308178488122,0.0040085223402655,0.0604227346936728,0.0,0,0,0,0,0,0,0,0,0
LIN7C,0.0052994629313403,0.010542597206481,0.017365182738392,0.0,0,0,0,0,0,0,0,0,0
PPIC,0.0,0.0003960931140276,0.051252095645222,0.0,0,0,0,0,0,0,0,0,0
RAI1,0.0052356387200567,0.0099565987550113,0.0523093339521133,0.0,0,0,0,0,0,0,0,0,0
CDYL,0.0054209860570364,0.1281797006171657,0.0041332158331585,0.0,0,0,0,0,0,0,0,0,0
SRGAP2,0.0054250042239677,0.0149945760575408,0.021065582201509,0.0,0,0,0,0,0,0,0,0,0
DNMBP,0.0,0.0314045315208819,0.010948960774482,0.3343558282208588,0,0,0,0,0,0,0,0,0
MYT1L,0.0214605837437649,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
UBXN2B,0.0,0.0104099259834462,0.0035381776459098,0.0,0,0,0,0,0,0,0,0,0
RAD54L2,0.0051774015789409,0.0108187239984998,0.0388516502034336,0.0,0,0,0,0,0,0,0,0,0
MARCH2,0.0,0.0052801489646468,0.0658341970870285,0.0,0,0,0,0,0,0,0,0,0
HEXIM2,0.0054447487122159,0.0008696387400931,0.0054306255150592,0.0,0,0,0,0,0,0,0,0,0
LAPTM4A,0.0,0.0029077536842989,0.018335783222167,0.0,0,0,0,0,0,0,0,0,0
GMCL1,0.0,0.0029743969599567,0.0010012216835228,0.0,0,0,0,0,0,0,0,0,0
NGB,0.0108851479324542,0.4825239606648359,0.0,0.4631901840490798,0,0,0,0,0,0,0,0,0
MYOZ1,0.0054511729307172,0.0194382481217979,0.079391640164432,0.0,0,0,0,0,0,0,0,0,0
STK24,0.0,0.0035802517918543,0.0168328731839974,0.0,0,0,0,0,0,0,0,0,0
SLMAP,0.0,0.0001285781115777,0.0474770871613256,0.0,0,0,0,0,0,0,0,0,0
ZBTB18,0.0105564077697748,0.0067947482130896,0.0615045699094077,0.0,0,0,0,0,0,0,0,0,0
TMEM45B,0.0,0.109359893762264,0.1192737317615293,0.0,0,0,0,0,0,0,0,0,0
CACNG1,0.0054201020382797,0.0706660216144966,0.0,0.3251533742331288,1,0,0,0,0,0,0,0,0
ZNF397,0.0105486521906621,0.0411814801590805,0.0341696475553252,0.0,0,0,0,0,0,0,0,0,0
USP32,0.0054258675498814,0.0033315247884339,0.0012069291215284,0.0,0,0,0,0,0,0,0,0,0
BBC3,0.0,0.0613963308095859,0.0546740309187137,0.0,0,0,0,1,0,0,1,0,0
HSPA1L,0.027099197141034,0.2525671132287616,0.059961203801581,0.0,1,0,0,0,0,0,0,0,0
NOL4,0.0108474486551857,0.3118998977213201,0.2459717932441272,0.0,0,0,0,0,0,0,0,0,0
SNAPC5,0.0,0.0350406011087342,0.0036282917421467,0.0,0,0,0,0,0,0,0,0,0
TIMM44,0.0054167531063836,0.0022510551843871,0.0174791245443411,0.0,0,0,0,0,0,0,0,0,0
MC1R,0.0054285215161661,0.0,0.0744303704990858,0.0,0,0,0,0,0,0,0,0,0
MRAP,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
CHRDL2,0.0054259697627467,0.3064902224751483,0.0261742370553255,0.0,0,0,0,0,0,0,0,0,0
TUBGCP4,0.0053685106745225,0.0046619307565251,0.030935092254853,0.5276073619631902,0,0,0,0,0,0,0,0,0
KRT4,0.0217802839852474,0.1726215471305595,0.0001919366847539,0.0,0,0,0,0,0,0,0,0,0
ZNF83,0.0050881453593516,0.323657828600729,0.0272958235859767,0.0,0,0,0,0,0,0,0,0,0
CTCFL,0.0053208120661123,0.0828868100921859,0.0,0.0,0,0,0,0,0,0,0,0,0
EXOSC4,0.0,0.0009895219585977,0.0640045108207568,0.0,0,0,0,0,0,0,0,0,0
APLP1,0.0215394563481627,0.0011448425461918,0.1196038364831009,0.0,0,0,0,0,0,0,0,0,0
CNTN4,0.0215451162586181,0.4531564081984062,0.1944887810467446,0.2208588957055214,0,0,0,0,0,0,0,0,0
SLC14A2,0.0,0.0,0.346331616539689,0.0,0,0,0,0,0,0,0,0,0
ZYX,0.0108348633640354,0.0039529253927155,0.050334794277458,0.0,0,0,0,0,0,0,0,0,0
SERPINH1,0.0052568134807212,0.0287240295342285,0.0770282190130527,0.0,0,0,0,0,0,0,0,0,0
HBM,0.0,0.4845160500558019,0.0,0.0,0,0,0,0,0,0,0,0,0
HBG2,0.0163475168294229,0.3291055653697344,0.2804541771845968,0.0,0,0,0,0,0,0,0,0,0
KIF1C,0.0,0.0043370848798429,0.080961825087016,0.0,0,0,0,0,0,0,0,0,0
RNF146,0.0100831023765801,0.0021909470862618,0.0293246438088206,0.0,0,0,0,0,0,0,0,0,0
TNNT1,0.0,0.0098636565712912,0.1177796135006683,0.0,0,0,0,0,0,0,0,0,0
DCLK1,0.0588440747194473,0.6582917321157186,0.2288959018301991,0.058282208588957,0,0,0,0,0,0,0,0,0
SLC7A1,0.0108521886715413,0.005069560218768,0.0822076403187637,0.0,0,0,0,0,0,0,0,0,0
LAMTOR1,0.0,0.008698354536459,0.0290446656616752,0.0,0,0,0,0,1,0,0,0,0
GSTM4,0.0,0.0524989367289312,0.082551551331833,0.3650306748466257,0,0,0,0,0,0,0,0,0
PAK5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
ERO1A,0.0,0.0121351641654169,0.0,0.0,0,0,0,0,0,0,0,0,0
HMOX2,0.0053773845411253,0.030874535492076,0.0052613541403149,0.0,0,0,0,0,0,0,0,0,0
VPS25,0.0,0.0073865699945798,0.0014570475593102,0.0,0,0,0,0,0,0,0,0,0
PPP1R7,0.0053710618898245,0.0015281046286578,0.0015915361738965,0.0,0,0,0,0,0,0,0,0,0
GOLGA7,0.0054366113803677,0.0034909590334455,0.0013914167031743,0.0,0,0,0,0,0,0,0,0,0
MOB1B,0.005431506422618,0.0353211846544596,0.0051875485619407,0.0,0,0,0,0,0,0,0,0,0
PTMA,0.005437662135622,0.0416290909016695,0.0511179440700799,0.0,0,0,0,0,0,0,0,0,0
MS4A13,0.0,0.0166085924968508,0.0,0.0,0,0,0,0,0,0,0,0,0
ARHGAP19,0.0,0.0090876867928252,0.0157120213623268,0.3343558282208588,0,0,0,0,0,0,0,0,0
INTS12,0.0054355972236455,0.0062879055965521,0.0012239212152613,0.0,0,0,0,0,0,0,0,0,0
CCL13,0.0,0.2371694148790508,0.2918594877211101,0.0,0,0,0,0,0,0,0,0,0
RAB5C,0.0,0.0428296781116189,0.0313227956362205,0.0,0,0,0,0,0,0,0,0,0
USP8,0.0049798498002427,0.00472449783938,0.0216196962595578,0.0,0,0,0,0,0,0,0,0,0
SSBP4,0.0,0.0033468315843625,0.0472447449065496,0.0,0,0,0,0,0,0,0,0,0
MYCN,0.0,0.0002979726514345,0.0745273289246763,0.0,0,0,0,0,0,0,0,0,0
TMEM231,0.0,0.0028129671657537,0.054360138107101,0.0,0,0,0,0,0,0,0,0,0
TCTN1,0.0053974639699148,0.0027272761482418,0.0592809143104445,0.0,0,0,0,0,0,0,0,0,0
CENPH,0.0,0.0051757510942435,0.097282222851719,0.0,0,0,0,0,0,0,0,0,0
ZNF264,0.0161825292796405,0.2041247163633214,0.045656212229817,0.0,0,0,0,0,0,0,0,0,0
IVNS1ABP,0.0,0.0059086536700826,0.0298515345616263,0.0,0,0,0,0,0,0,0,0,0
HSD17B14,0.0,0.2756620597790786,0.0571467191641147,0.0,0,0,0,0,0,0,0,0,0
MIA3,0.0105516786077608,0.0149139492748933,0.020000067098076,0.0,0,0,0,0,0,0,0,0,0
ZNF23,0.0,0.0,0.0353833296274586,0.0,0,0,0,0,0,0,0,0,0
ETFB,0.0108331453245249,0.0139904530482437,0.0404816184278945,0.0,0,0,0,0,0,0,0,0,0
PPP2R5C,0.0048800853927105,0.0061204987370319,0.0159732437027196,0.4631901840490798,0,0,1,0,0,1,0,0,0
SHROOM2,0.0321353420653718,0.1171703381279369,0.0358939249891105,0.0,0,0,0,0,0,0,0,0,0
TMEM222,0.0,0.0222019826984404,0.0047147446975388,0.0,0,0,0,0,0,0,0,0,0
TPD52L2,0.0,0.0072984988227422,0.0610086021023991,0.0,0,0,0,0,0,0,0,0,0
OBSL1,0.0215593771025414,0.3500519864849192,0.0132915370078486,0.0,0,0,0,0,0,0,0,0,0
HAUS4,0.0,0.002939947866012,0.0090464805319167,0.0,0,0,0,0,0,0,0,0,0
BEX5,0.0108955554772513,0.1038483116691113,0.082774004076163,0.0,0,0,0,0,0,0,0,0,0
SKA1,0.0,8.25538924281122e-05,0.0833230654497944,0.0,0,0,0,0,0,0,0,0,0
CCKBR,0.0054320741217524,0.3798917627534298,0.0,0.0,0,0,0,0,0,0,0,0,0
NTM,0.0320972850565348,0.0838275856814003,0.06558949280443,0.0,0,0,0,0,0,0,0,0,0
ZNF683,0.0,0.1782148246799533,0.0435609075330836,0.5153374233128835,0,0,0,0,0,0,0,0,0
AZIN2,0.0054345633879214,0.0165036328054563,0.0,0.0,0,0,0,0,0,0,0,0,0
OAZ3,0.0,0.0,0.0346577514302144,0.0,0,0,0,0,0,0,0,0,0
PFDN1,0.0,0.0102964914875119,0.0228151317049345,0.0,0,0,0,0,0,0,0,0,0
VPS16,0.005363688225588,0.0671456452846709,0.0016844933575245,0.0,0,0,0,0,0,0,0,0,0
VPS33A,0.0053153295416397,0.0052640161259788,0.0041990270950304,0.0,0,0,0,0,0,0,0,0,0
SEC23A,0.0108005149723128,0.008948005875165,0.0627782659756215,0.0,0,0,0,0,0,0,0,0,0
SATB2,0.0215079642299122,0.271221889936397,0.0782588988814667,0.0,0,0,0,0,0,0,0,0,0
ZSCAN30,0.0,0.0,0.0483475226360154,0.0,0,0,0,0,0,0,0,0,0
KIF26A,0.0,0.1499011137580733,0.0917743617336671,0.4631901840490798,0,0,0,0,0,0,0,0,0
YARS2,0.0108918787978037,0.0023841371753645,0.0539450088131783,0.0,0,0,0,0,0,0,0,0,0
EVI2A,0.0,0.0018513065604425,0.1289720735088671,0.0,0,0,0,0,0,0,0,0,0
KIR2DS4,0.0,0.0815062022690792,0.0,0.0,0,0,0,0,0,0,0,0,0
ZNF557,0.0053116181576999,0.0177945500129236,0.0171862096241392,0.0,0,0,0,0,0,0,0,0,0
ATP6V1G2,0.010890001380188,0.0019825430155441,0.1560369955637142,0.0,0,0,0,0,1,0,0,0,0
GRINA,0.0,0.0042319664800971,0.0900136674738537,0.0,0,0,0,0,0,0,0,0,0
COMMD6,0.0053209051556397,0.0079797344337943,0.0282133665278378,0.0,0,0,0,0,0,0,0,0,0
SLC2A3,0.0107993562621173,0.0236476907205234,0.0508877608156571,0.1840490797546012,0,0,0,0,0,0,0,0,0
MAGEC2,0.0054452572204832,0.306412738934877,0.0,0.0,0,0,0,0,0,0,0,0,0
NIP7,0.0,0.0022819015205131,0.0562680268728209,0.0,0,0,0,0,0,0,0,0,0
CTSB,0.0,0.0018885895759331,0.0038052190641352,0.0,0,0,0,0,0,0,1,0,0
EVI2B,0.0,0.0,0.1403021656685974,0.0,0,0,0,0,0,0,0,0,0
DRAM1,0.00544189134657,0.0049013334894833,0.0538272965086874,0.0,0,0,0,0,0,0,0,0,0
KRTAP19-6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
SIL1,0.0,0.0073012817466732,0.0151415719304987,0.0,0,0,0,0,0,0,0,0,0
NDUFB7,0.0108915198791806,0.0019283327171768,0.0358815081063474,0.0,0,0,0,0,0,0,0,0,0
ZNF461,0.0054161851004131,0.3669094543405966,0.0398615856972569,0.0,0,0,0,0,0,0,0,0,0
KMT2B,0.0431498765111365,0.0062601534192084,0.0328910580960901,0.0,0,0,0,0,0,0,0,0,0
POLR2G,0.0108973429263486,0.0082596664561993,0.0358083728758442,0.0,0,0,0,0,0,0,0,0,0
NDRG2,0.0,0.186226535289213,0.1259574208413848,0.0,0,0,0,0,0,0,0,0,0
QKI,0.0308980824631168,0.3676895474491385,0.0593189891918238,0.0,0,0,0,0,0,0,0,0,0
PLAGL2,0.0054311900614238,0.0010431499268126,0.0676124906128466,0.0,0,0,0,0,0,0,0,0,0
RPRD1A,0.0,0.0056868688821015,0.0089616103902704,0.0,0,0,0,0,0,0,0,0,0
LSM4,0.0,0.0040599563056159,0.0274382529364532,0.0,0,0,0,0,0,0,0,0,0
GTF2H3,0.0,4.970681827196995e-05,0.0401576311232035,0.0,0,0,0,0,0,0,0,0,0
SMC2,0.0430308995576514,0.0048409618418074,0.0635225336488965,0.0,0,0,0,0,0,0,0,0,0
CAMKV,0.0,0.1636077915433985,0.0787268719868062,0.0,0,0,0,0,0,0,0,0,0
TMEM18,0.0,0.0032344996631521,0.0204624806218207,0.0,0,0,0,0,0,0,0,0,0
MOBP,0.0,0.1575439168731141,0.322473958790773,0.0,0,0,0,0,0,0,0,0,0
KRTAP10-6,0.0,0.1970145329336402,0.0,0.0,0,0,0,0,0,0,0,0,0
CYB561D2,0.0,0.0234506727982039,0.0406858362672577,0.0,0,0,0,0,0,0,0,0,0
RAD23B,0.0054134155276451,0.0153649993208222,0.0182604584146214,0.0,0,0,0,0,0,0,0,0,0
SCOC,0.0,0.3286638057635918,0.0130963026207766,0.0,0,0,0,0,0,0,0,0,0
OTUD7B,0.0268740841693138,0.0036149285219599,0.0558302323078546,0.0,0,0,0,0,0,0,0,0,0
ANKRD46,0.0051680828932011,0.0129372112267884,0.030155590236142,0.0,0,0,0,0,0,0,0,0,0
PEX7,0.0054456122299336,0.0063362146498738,0.0162751843848128,0.0,0,0,0,0,0,0,0,0,0
TMEM205,0.0,0.0017356749509453,0.0297148904023638,0.0,0,0,0,0,0,0,0,0,0
MEGF10,0.0,0.3150640427831044,0.15210254498295,0.0,0,0,0,0,0,0,0,0,0
NRIP1,0.009853238427989,0.0020519375557031,0.0640886658260993,0.4325153374233129,0,0,0,0,0,0,0,0,0
TESK2,0.0107945681460501,0.0048198547095898,0.1094927186560928,0.0,0,0,0,0,0,0,0,0,0
PHLDB2,0.0256739326908531,0.2671635323395354,0.0518725021572762,0.0,0,0,0,0,0,0,0,0,0
B3GNT7,0.0,0.2222980832793512,0.3096692386948667,0.0,0,0,0,0,0,0,0,0,0
SYT11,0.0,0.0803752855485785,0.0786493178221826,0.0,0,0,0,0,0,0,0,0,0
RHOXF1,0.0,0.027007714188285,0.0944993624246011,0.0,0,0,0,0,0,0,0,0,0
DEPTOR,0.0106873190672858,0.0222061400783755,0.018782812245448,0.0,0,0,0,0,1,0,0,0,0
DTNB,0.0054211894437476,0.0029261706045397,0.0650483017364573,0.0,0,0,0,0,0,0,0,0,0
PTGER4,0.0,0.0025733053771165,0.1389971584032991,0.2668711656441718,0,0,0,0,0,0,0,0,0
TMEM161A,0.0053282560210824,0.0038072487033559,0.0761918286519705,0.0,0,0,0,0,0,0,0,0,0
UBOX5,0.0,0.1350203848676785,0.020873586411146,0.0,0,0,0,0,0,0,0,0,0
ADGRA2,0.005432633531812,0.1413426098317224,0.0,0.0,0,0,0,0,0,0,0,0,0
IGFN1,0.0213919007548581,0.0202715332403679,0.0072603668908117,0.0,0,0,0,0,0,0,0,0,0
LHX9,0.0103111590670277,0.2066853655387545,0.0,0.0,0,0,0,0,0,0,0,0,0
KDM8,0.0054249684428261,0.0005082471760225,0.0321529257878701,0.0,0,0,0,0,0,0,0,0,0
SLC50A1,0.0052898089622376,0.0052250167703435,0.0252877899582096,0.0,0,0,0,0,0,0,0,0,0
KIF22,0.0158181062806277,0.0114801431042109,0.0166782772521085,0.0,0,0,0,0,0,0,0,0,0
NABP1,0.0054042301632539,0.0172423667407239,0.0209384822879904,0.0,0,0,0,0,0,0,0,0,0
CEP95,0.0107388352117543,0.004764312463014,0.0540335028460517,0.0,0,0,0,0,0,0,0,0,0
MX2,0.0162507298701592,0.1009672081330922,0.0460050555296751,0.0,0,0,0,0,0,0,0,0,0
HAND2,0.0,0.475795131326432,0.2449720669299588,0.0,0,0,0,0,0,0,0,0,0
SEPT11,0.0,0.0026728494631123,0.0154154150958719,0.0,0,0,0,0,0,0,0,0,0
SLC30A3,0.0,0.1729813580371723,0.043569764449962,0.0,0,0,0,0,0,0,0,0,0
MYO6,0.021340258549167,0.0173298496229139,0.0020635653453408,0.0,0,0,0,0,0,0,0,0,0
ATP6V1D,0.0054367288020361,0.0114210006870037,0.0519981704138866,0.4631901840490798,0,0,0,0,1,0,0,0,0
CD177,0.0108938677932459,0.0430032519085453,0.0,0.0,0,0,0,0,0,0,0,0,0
SYT6,0.0053992801329605,0.5854890389616988,0.143313360238911,0.3650306748466257,0,0,0,0,0,0,0,0,0
POP7,0.0,0.0250960575899405,0.0449212871427445,0.0,0,0,0,0,0,0,0,0,0
PNPT1,0.0053210465653321,0.0024176915958469,0.0913214313006248,0.0,0,0,0,0,0,0,0,0,0
YY1AP1,0.0052992538400837,0.0421339077960653,0.0153592883020365,0.0,0,0,0,0,0,0,0,0,0
BTG3,0.0,0.051168292612582,0.0479141355879776,0.4325153374233129,0,0,0,0,0,0,0,0,0
KLHL20,0.0,0.0055985645023095,0.0188703437578512,0.0,0,0,0,0,0,0,0,0,0
PNPO,0.0054340273511195,0.0,0.0340764844169151,0.0,0,0,0,0,0,0,0,0,0
LSM10,0.0,0.01698033272899,0.0052310065273062,0.0,0,0,0,0,0,0,0,0,0
KRTAP3-1,0.0,0.2252777142456413,0.0,0.0,0,0,0,0,0,0,0,0,0
TFE3,0.0054432634280105,0.0486280973308032,0.0021269967860902,0.0,0,0,0,0,0,0,0,0,0
PCM1,0.0106081099767162,0.0081870785316385,0.0021967221762139,0.0,0,0,0,0,0,0,0,0,0
ABRAXAS1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
PSMB6,0.0,0.0217223754704138,0.0061391946980714,0.0,0,0,0,0,0,0,0,0,0
SNX3,0.0,0.0007781567004026,0.0107185329710179,0.0,0,0,0,0,0,0,0,0,0
SYTL2,0.0090968163946019,0.0173977655816288,0.0903091256053372,0.0,0,0,0,0,0,0,0,0,0
HNRNPCL1,0.0054278693824985,0.1945548666516452,0.0,0.0,0,0,0,0,0,0,0,0,0
SRSF12,0.0,0.2653685247594813,0.0861719740712902,0.0,0,0,0,0,0,0,0,0,0
COX6A1,0.0054525767996817,0.0083882238411748,0.0427359230554159,0.0,0,0,0,0,0,0,0,0,0
HSPE1,0.0,0.0030054687411866,0.0800989460904268,0.0,0,0,0,0,0,0,0,0,0
HIBCH,0.0,0.0183315553370065,0.0544115003700741,0.0,0,0,0,0,0,0,0,0,0
ZMAT3,0.0051107885646186,0.0073728698995476,0.0004296572504209,0.0,0,0,0,1,0,0,0,0,0
MLEC,0.0106570502765314,0.0041701856984526,0.0098726162477569,0.0,0,0,0,0,0,0,0,0,0
STT3B,0.0,0.002535200216044,0.0396118924599361,0.0,0,0,0,0,0,0,0,0,0
MORC2,0.0160594049001472,0.0403341610779478,0.070806042650052,0.0,0,0,0,0,0,0,0,0,0
RALGPS2,0.0,0.0034762324705109,0.0430106040955302,0.0,0,0,0,0,0,0,0,0,0
NUFIP1,0.0053521280770955,0.0051086715804659,0.1007775682402716,0.058282208588957,0,0,0,0,0,0,0,0,0
ZNHIT6,0.0052229411435304,0.043304897688942,0.0522489847655913,0.3650306748466257,0,0,0,0,0,0,0,0,0
SOHLH1,0.0,0.1325323758324912,0.0,0.0,0,0,0,0,0,0,0,0,0
UGT1A4,0.0053976482460742,0.0768978035750815,0.3774899772525412,0.0,0,0,0,0,0,0,0,0,0
UGT1A9,0.0,0.0697223075888827,0.0,0.0,0,0,0,0,0,0,0,0,0
TMPPE,0.0,0.0069141494169842,0.0496258188921339,0.0,0,0,0,0,0,0,0,0,0
POM121,0.0107370379764359,0.002949422637159,0.0333951518968,0.0,0,0,0,0,0,0,0,0,0
PSMD8,0.0054191138393477,0.0007142852291504,0.0076008211428602,0.0,0,0,0,0,0,0,0,0,0
FAIM,0.0054382418575435,0.0186813821043504,0.054616356856755,0.0,0,0,0,0,0,0,0,0,0
ZNF473,0.0,0.0025443826136475,0.0747502948822669,0.0,0,0,0,0,0,0,0,0,0
SELENOM,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
AFF1,0.0108193573743796,0.0073603963213412,0.058370402383447,0.0,0,0,0,0,0,0,0,0,0
NKX3-1,0.0054342680281151,0.1444999060170508,0.0370064445290209,0.0,0,0,0,0,0,0,0,0,0
ZNF394,0.0,0.0010596460975839,0.0012468021999676,0.0,0,0,0,0,0,0,0,0,0
SPP2,0.0054317884949855,0.3534491496195902,0.0,0.0,0,0,0,0,0,0,0,0,0
CORIN,0.0266059720697234,0.0248997631743512,0.1958293982299615,0.0,0,0,0,0,0,0,0,0,0
PHETA1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
ATP8B4,0.0108313033866964,0.2104317454429767,0.0976737052979215,0.0,0,0,0,0,0,0,0,0,0
TMEM30A,0.0,0.0017323457348695,0.0146138856744693,0.0,0,0,0,0,0,0,0,0,0
ATP8B1,0.0271709690215237,0.0071270837190849,0.1383935684431822,0.0,0,0,0,0,0,0,0,0,0
ATP8A1,0.0103403182006309,0.003042190911361,0.1092162455530242,0.0,0,0,0,0,0,0,0,0,0
NOC4L,0.0108615591943549,0.0001914161737948,0.0585960907857729,0.0,0,0,0,0,0,0,0,0,0
FAM162A,0.0,0.0047866556765276,0.0954325162793154,0.0,0,0,0,0,0,0,0,0,0
RFX1,0.0,0.0003643329127647,0.0082819780557454,0.0,0,0,0,0,0,0,0,0,0
CIDEB,0.0,0.4600857121589153,0.1395245478762929,0.0,0,0,0,0,0,0,0,0,0
KRTAP21-2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
TNS3,0.0105890131869436,0.0015599702223467,0.0047660044987411,0.0,0,0,0,0,0,0,0,0,0
CDS1,0.0,0.0085687799649986,0.0666485134007148,0.0,0,0,0,0,0,0,0,0,0
ATP6V1H,0.0054101922050184,0.0031504041014816,0.0227794777494602,0.0,0,0,0,0,1,0,0,0,0
ACKR2,0.00544588415902,0.0,0.2333894098528737,0.0,0,0,0,0,0,0,0,0,0
FAM186B,0.005438176957763,0.1293844587334688,0.036711434542127,0.0,0,0,0,0,0,0,0,0,0
DOK3,0.0051836342262844,0.1648504035021145,0.0652161078776731,0.0,0,0,0,0,0,0,0,0,0
SLC35B2,0.0,0.0122138485947595,0.0456926282659072,0.294478527607362,0,0,0,0,0,0,0,0,0
STRIP2,0.0108312682415809,0.0101968890569368,0.1843084385179095,0.0,0,0,0,0,0,0,0,0,0
ATP5PF,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
SUV39H2,0.0,0.0037592754071798,0.0795268905551081,0.0,0,0,0,0,0,0,0,0,0
C11orf1,0.0108677449824791,0.0039214884001437,0.040312045170066,0.0,0,0,0,0,0,0,0,0,0
KCNJ8,0.0,0.1518791688198226,0.00779760329372,0.0,0,0,0,0,0,0,0,0,0
HAS2,0.0,0.0155193576759192,0.0086424624337046,0.0,0,0,0,0,0,0,0,0,0
ESRRB,0.0054123542814066,0.0,0.1293828691880247,0.4631901840490798,0,0,0,0,0,0,0,0,0
CARM1,0.0,0.0064243202434235,0.0258527473342869,0.0,0,0,0,0,0,0,0,0,0
PEX11G,0.0054254659593313,0.2688153154012553,0.0706947118557306,0.0,0,0,0,0,0,0,0,0,0
LY6E,0.0,0.0809424363146651,0.1189977312832995,0.0,0,0,0,0,0,0,0,0,0
TMEM236,0.0054309834570662,0.0,0.3709914627423924,0.0,0,0,0,0,0,0,0,0,0
POLB,0.0053926764539983,0.0027172589591498,0.0723218348556733,0.5797546012269938,0,0,0,0,0,0,0,0,0
SP140,0.0108329009944323,0.0930385755155728,0.1055998257072556,0.0,0,0,0,0,0,0,0,0,0
RELL2,0.0053823599766555,0.0065809561618345,0.1295740872109327,0.0,0,0,0,0,0,0,0,0,0
AKAP6,0.0262267397647366,0.0209605328555574,0.0758675493163347,0.0,0,0,0,0,0,0,0,0,0
MYCBP,0.005444993800036,0.0090178227626608,0.0013312396621846,0.0,0,0,0,0,0,0,0,0,0
KIRREL3,0.0271046615512013,0.3724403683158076,0.1453022672263943,0.0,0,0,0,0,0,0,0,0,0
MAP1B,0.0216723263174183,0.3347273933248688,0.0952337914353726,0.0,0,0,0,0,0,0,0,0,0
ZNF488,0.0,0.002891479141714,0.0131649799610393,0.0,0,0,0,0,0,0,0,0,0
ETFDH,0.0054381438018566,0.0011466351753093,0.1308736762847509,0.0,0,0,0,0,0,0,0,0,0
