GENE,MF: ESCA,METH: ESCA,GE: ESCA,CNA: ESCA,hsa04010,hsa04115,hsa04310,hsa04340,hsa04350
USP47,0.0266541515611215,0.1433676993993961,0.0545983360717015,0.0,0,0,0,0,0
PRPF4,0.0,0.0005976902272842,0.0610702199051198,0.0,0,0,0,0,0
ATP5MF,0.0,0.0,0.0,0.0,0,0,0,0,0
FOXC2,0.0,0.3343665860103362,0.0497062940940564,0.0,0,0,0,0,0
THEM5,0.0,0.2568490682257823,0.0871406793958151,0.6413793103448276,0,0,0,0,0
MRPL27,0.0,0.0071301472325162,0.0018099116044514,0.0,0,0,0,0,0
ZNF786,0.0,0.0123611265431792,0.0195014394201777,0.0,0,0,0,0,0
ZNF133,0.0,0.0011470552618017,0.0013640792491002,0.0,0,0,0,0,0
BCORL1,0.0,0.2683821790630767,0.0303235920085497,0.0,0,0,0,0,0
ENTPD8,0.0,0.0004443964848962,0.237678448534518,0.0,0,0,0,0,0
ZNF580,0.0,0.0284445988574477,0.0433301910824586,0.0,0,0,0,0,0
TMEM255B,0.0,0.0,0.0022045496966622,0.0,0,0,0,0,0
MRI1,0.0,0.0403430691146695,0.0049779426137037,0.0,0,0,0,0,0
SLC13A5,0.0269900182787333,0.7769644654339268,0.1084796233745285,0.0,0,0,0,0,0
SCAF1,0.0270541273915734,0.0027004445536546,0.020590881391759,0.0,0,0,0,0,0
TRIM11,0.0269879140474259,0.0035260753762245,0.0299850046457078,0.0,0,0,0,0,0
SLC29A3,0.0,0.0,0.0107310030000616,0.0,0,0,0,0,0
HSDL2,0.0,0.0010309914469677,0.0573463391481981,0.0,0,0,0,0,0
SERGEF,0.0270173550987529,0.0164453940305681,0.0399690032787016,0.0,0,0,0,0,0
CLEC1A,0.0,0.2468548447234277,0.066183797348053,0.0,0,0,0,0,0
DDX42,0.0,0.0076080885326113,0.009571242549047,0.0,0,0,0,0,0
ME2,0.0,0.0127048174907143,0.0564535181990693,0.0,0,0,0,0,0
CHST13,0.0,0.1606979241063459,0.0580542210788273,0.0,0,0,0,0,0
SETD1B,0.0,0.0098791138202826,0.0097596425053914,0.0,0,0,0,0,0
NDUFA10,0.0,0.0007380959529674,0.0518481942335891,0.0,0,0,0,0,0
OSBP,0.0,0.00160790674715,0.0322370463421967,0.0,0,0,0,0,0
LCLAT1,0.0,0.0125056245883557,0.0719057690527775,0.0,0,0,0,0,0
ARID3B,0.0,0.0046665325465002,0.0365228693321924,0.0,0,0,0,0,0
LMAN2L,0.0,0.013764487244753,0.0247070246279605,0.0,0,0,0,0,0
AQP12B,0.0,0.1680236166138773,0.1171941345913912,0.0,0,0,0,0,0
GSPT1,0.0,0.0017372415052222,0.0335923410384913,0.0,0,0,0,0,0
NUB1,0.0269893215803035,0.00372131841393,0.0093785769103139,0.0,0,0,0,0,0
STARD9,0.0,0.0184282079444631,0.0418924585846673,0.0,0,0,0,0,0
GJA4,0.0,0.2637238619597501,0.0565623103569042,0.0,0,0,0,0,0
INSIG1,0.0,0.0102648824010609,0.087612784545414,0.0,0,0,0,0,0
LAMP1,0.0,0.0069141945102273,0.0085992538043893,0.0,0,0,0,0,0
SCFD1,0.0,0.0359713734955043,0.0136909499135715,0.0,0,0,0,0,0
ARHGDIG,0.0,0.2618715806083794,0.5483892419824737,0.4482758620689656,0,0,0,0,0
KIF5A,0.0,0.2138814486550637,0.1142941009723975,0.0,0,0,0,0,0
TMEM168,0.0,0.160702940321867,0.0124776714698491,0.0,0,0,0,0,0
CNST,0.0269996604389376,0.0042071865064414,0.0437224852305498,0.1172413793103448,0,0,0,0,0
CORO7,0.0,0.0041841757416871,0.028291949123838,0.0,0,0,0,0,0
RAB11FIP4,0.0,0.34017286686128,0.0925754168172903,0.0,0,0,0,0,0
RECQL5,0.0538646853268081,0.00522406437725,0.0882409647897795,0.0,0,0,0,0,0
PPP1R3F,0.0,0.3227152588009006,0.0013316306305578,0.0,0,0,0,0,0
CTDP1,0.0,0.0364559076877729,0.010766780931438,0.7724137931034484,0,0,0,0,0
PLCD1,0.0,0.1123686481145683,0.0314111963198915,0.0,0,0,0,0,0
HLTF,0.0264894726576434,0.0787514003982419,0.0435820506569131,0.0,0,0,0,0,0
PIK3IP1,0.0,0.0536362515194861,0.0158119322024369,0.0,0,0,0,0,0
LONP1,0.0,0.0021581840766193,0.0010001737967426,0.0,0,0,0,0,0
MS4A6E,0.0,0.1656186035941462,0.0,0.0,0,0,0,0,0
GJC3,0.0,0.108327904463181,0.0945422375946271,0.0,0,0,0,0,0
DLX2,0.0,0.0354332165937622,0.1334278626750626,0.0,0,0,0,0,0
PDX1,0.0,0.0805334808356961,0.0294408805802176,0.0,0,0,0,0,0
MTMR3,0.0,0.0419445408092276,0.0391482965388351,0.0,0,0,0,0,0
EIF2B2,0.0,0.005526115769356,0.0490636010453726,0.0,0,0,0,0,0
EIF2B4,0.0,0.0019922996356613,0.0329257731811309,0.0,0,0,0,0,0
NPBWR1,0.0271421196535878,0.7029478337662588,0.1058814728503352,0.0,0,0,0,0,0
FGD5,0.0,0.3954844445933791,0.0678133856792948,0.0,0,0,0,0,0
EPHX2,0.0269923373716956,0.1023906677555524,0.0806247542852507,0.5172413793103449,0,0,0,0,0
HEYL,0.02709025588941,0.0961281359212275,0.027794770514933,0.0,0,0,0,0,0
STMN3,0.0,0.1299805044493491,0.0463371926343248,0.0,0,0,0,0,0
DAZ2,0.0,0.0,0.0,0.0,0,0,0,0,0
TRIP4,0.0271257048920604,0.0332022341863342,0.0152867591165479,0.0,0,0,0,0,0
PAQR3,0.0,0.0319447902706689,0.0445050362996795,0.0,0,0,0,0,0
FHOD1,0.0541705618037222,0.0120025075997788,0.0481503309601731,0.0,0,0,0,0,0
DMAC2L,0.0,0.0,0.0,0.0,0,0,0,0,0
EVX2,0.0,0.6997195090361445,0.0,0.0,0,0,0,0,0
SRD5A2,0.0,0.2951340120206578,0.0,0.0,0,0,0,0,0
GM2A,0.0,0.0108587631802879,0.0749432823247829,0.0,0,0,0,0,0
HSD3B1,0.0,0.12082023049119,0.0,0.0,0,0,0,0,0
FAM20B,0.0,0.0785642255320449,0.013303358087359,0.0,0,0,0,0,0
RHOV,0.0,0.0034837168294102,0.355530912425025,0.0,0,0,0,0,0
MSANTD4,0.0,0.0335395985280358,0.0016104933953409,0.0,0,0,0,0,0
RHOQ,0.0,0.0521053048010029,0.0361014179178159,0.0,0,0,0,0,0
GGCX,0.0269679019615847,0.004030581711134,0.0187553061521663,0.0,0,0,0,0,0
ZNF536,0.0812864154206905,0.1660595025834096,0.3072856046352314,0.0,0,0,0,0,0
MARS,0.0,0.097735648128049,0.0025317233994576,0.0,0,0,0,0,0
FAM114A1,0.0,0.0145753293185493,0.0373706089279774,0.0,0,0,0,0,0
TRAPPC9,0.0,0.0406490888994472,0.0254507076338293,0.0,0,0,0,0,0
MED18,0.0,0.0102548769761395,0.0143931322177448,0.5172413793103449,0,0,0,0,0
ZNF414,0.0,0.0057896087680519,0.0179300523760723,0.0,0,0,0,0,0
DNAH3,0.1075170445022982,0.0105044441094043,0.1973826712945013,0.0,0,0,0,0,0
MBNL3,0.0,0.2105515421271462,0.0074793046865812,0.0,0,0,0,0,0
UTP11,0.0,0.0201871841170839,0.0,0.0,0,0,0,0,0
TENT2,0.0,0.0,0.0,0.0,0,0,0,0,0
PODXL,0.0,0.0242438287140317,0.0229936082056232,0.0,0,0,0,0,0
AMBP,0.0,0.0618344523872098,0.242951701008703,0.0,0,0,0,0,0
C5ORF30,0.0,0.0038460071346095,0.0739217870580546,0.0,0,0,0,0,0
ZNF524,0.0,0.0019043060046346,0.0417197741407232,0.0,0,0,0,0,0
LTBP1,0.0534876840919715,0.0306502357780305,0.0321431104139549,0.0,0,0,0,0,1
POU5F1,0.0,0.0564234679698595,0.0824378630518264,0.0,0,0,0,0,0
TNNI2,0.0,0.0535833992160509,0.0832459085619131,0.5448275862068965,0,0,0,0,0
LAMTOR2,0.0,0.0150710388148783,0.0085640692528678,0.6413793103448276,0,0,0,0,0
GBF1,0.0,0.0083049096032076,0.0122890058199565,0.0,0,0,0,0,0
ACOT2,0.0,0.0496062020115779,0.0486056225180532,0.0,0,0,0,0,0
TMEM143,0.0,0.0021503362163109,0.0700735960286487,0.0,0,0,0,0,0
SYPL2,0.0,0.3424438020457268,0.2571732487736425,0.0,0,0,0,0,0
KIF14,0.0,0.0188173910651439,0.2978801679215713,0.0,0,0,0,0,0
SSPN,0.0,0.0326610826723225,0.0401569442850451,0.0,0,0,0,0,0
CCDC70,0.0,0.6091178933275994,0.0,0.0,0,0,0,0,0
TXNL4A,0.0,0.0390441989769837,7.036124411808493e-05,0.7724137931034484,0,0,0,0,0
PARP2,0.0,0.0195825244294116,0.0377984322069074,0.0,0,0,0,0,0
PSG1,0.0,0.1209422718624951,0.0,0.0,0,0,0,0,0
GRIN2A,0.0,0.2624805669826054,0.2858363011529975,0.0,0,0,0,0,0
TEN1,0.0,0.0015668570971993,0.0066675496472585,0.0,0,0,0,0,0
BMP4,0.0,0.0153594951720044,0.0351793160767237,0.0,0,0,0,0,1
STEAP1,0.0,0.1333121926919528,0.1171869972707217,0.0,0,0,0,0,0
SHQ1,0.0,0.009734048925079,0.0131071406447207,0.0,0,0,0,0,0
REXO1,0.0,0.010848767816062,0.0317786253335357,0.6482758620689656,0,0,0,0,0
DDX19A,0.0,0.0002421085693568,0.0196687341474773,0.0,0,0,0,0,0
MSTN,0.0,0.1016245278381314,0.1765795460855179,0.0,0,0,0,0,0
SUDS3,0.0,0.0179441585339181,0.0124098014971631,0.0,0,0,0,0,0
EXO1,0.0,0.0006160992575233,0.3416519658519747,0.0,0,0,0,0,0
TMX3,0.0,0.0174363355921451,0.0279981310051144,0.7724137931034484,0,0,0,0,0
HOXC11,0.0,0.0422400266391001,0.4177658104971286,0.0,0,0,0,0,0
UHMK1,0.0,0.0081936152272128,0.0411277286064297,0.6413793103448276,0,0,0,0,0
TAF10,0.0,0.0005634705830665,0.0146394374781769,0.0,0,0,0,0,0
CSDE1,0.0260790189368066,0.0554150292260904,0.0164320399455189,0.4413793103448275,0,0,0,0,0
IDS,0.0,0.2289239326255426,0.0026927732756881,0.0,0,0,0,0,0
AKR7A2,0.0271463119661837,0.0480184783265978,0.0225927797377532,0.0,0,0,0,0,0
AKR7A3,0.0,0.0797813439044564,0.3866624877588338,0.0,0,0,0,0,0
SYNRG,0.0,0.0024975053989942,0.022087778223667,0.0,0,0,0,0,0
CSRP3,0.0270495126251332,0.0,0.0,0.0,0,0,0,0,0
ARPC5L,0.0,0.0110887864621983,0.0543098163407453,0.0,0,0,0,0,0
MED7,0.0,3.748108031042093e-05,0.0292112739814468,0.0,0,0,0,0,0
CALU,0.0269546919725661,0.007559061268671,0.0396418745661504,0.0,0,0,0,0,0
RGS8,0.0,0.3653023181439868,0.0,0.0,0,0,0,0,0
LAMP2,0.0,0.2678163032833542,0.0120029934446659,0.0,0,0,0,0,0
ANAPC4,0.0,0.0228269099781839,0.0175367940454415,0.0,0,0,0,0,0
ATP7B,0.0,0.0299222794573324,0.0813488682164423,0.0,0,0,0,0,0
ARHGAP22,0.0,0.0,0.0499743282916062,0.3172413793103448,0,0,0,0,0
ASIC1,0.0,0.0038347755986236,0.0293669999171799,0.0,0,0,0,0,0
ACAA1,0.0,0.0227002241451419,0.0631565537016976,0.0,0,0,0,0,0
SULT4A1,0.0,0.3338823811640869,0.1808112100349324,0.0,0,0,0,0,0
PROM2,0.027127389952575,0.1308464084079896,0.0718280085685796,0.0,0,0,0,0,0
ACPP,0.0539559003704164,0.0060296730796088,0.0629832381971072,0.0,0,0,0,0,0
SLC34A2,0.0,0.0,0.1020989249942637,0.0,0,0,0,0,0
GC,0.0,0.057174717568292,0.0,0.0,0,0,0,0,0
LGI3,0.0,0.0683498663092493,0.1182516163103085,0.5172413793103449,0,0,0,0,0
GAL3ST2,0.0271472528316101,0.1602768684797806,0.2118681209144191,0.0,0,0,0,0,0
HMGN3,0.0,0.034845543633822,0.0052420830828699,0.3793103448275863,0,0,0,0,0
ADGRB1,0.026835291851471,0.0,0.0,0.0,0,0,0,0,0
ADGRA3,0.0,0.0076095997542399,0.0,0.0,0,0,0,0,0
ASCL1,0.0,0.5284161877034594,0.0,0.0,0,0,0,0,0
KIAA2013,0.0269696027659844,0.0336194698116935,0.0240625976514689,0.0,0,0,0,0,0
IFNL1,0.0,0.1500261057186127,0.0445463218966384,0.0,0,0,0,0,0
GNA14,0.0,0.1157240545014822,0.1216852269397895,0.0,0,0,0,0,0
MTUS1,0.0,0.0200619063372122,0.0795961264015605,0.0,0,0,0,0,0
FGF5,0.0,0.4048302506882976,0.0666839364960273,0.0,1,0,0,0,0
IRX6,0.0271371237387661,0.2938472778540665,0.0407525108513179,0.0,0,0,0,0,0
IL20RB,0.0270978749579936,0.6284439455763914,0.1904060374044264,0.0,0,0,0,0,0
LETM1,0.0,0.0206080248983759,0.0201327166348655,0.0,0,0,0,0,0
CLVS1,0.0,0.3804939372816052,0.06897881493216,0.0,0,0,0,0,0
MYOF,0.0534349012714734,0.0309450612330504,0.0664100581303294,0.0,0,0,0,0,0
RUFY3,0.0,0.0025549724910232,0.0571871212475371,0.0,0,0,0,0,0
ACTR8,0.0,0.0062032427669679,0.0238501387111534,0.0,0,0,0,0,0
CYB561D1,0.0,0.0365552745942414,0.0756674966519542,0.0,0,0,0,0,0
UBE2J2,0.0270513641481667,0.0099442786424347,0.0180437554039134,0.0,0,0,0,0,0
CROT,0.0,0.0301290706671897,0.0064491496874928,0.0,0,0,0,0,0
SLC20A2,0.0269847248637083,0.0030681978750863,0.0473815347335731,0.9241379310344828,0,0,0,0,0
MTRF1,0.0271043223327976,0.0179079986192831,0.0074837619599034,0.0,0,0,0,0,0
ST14,0.0,0.0805015632256363,0.0036226194531283,0.0,0,0,0,0,0
CATSPER2,0.0,0.0099545680354712,0.002758762651454,0.0,0,0,0,0,0
ZNF396,0.0,0.0129266774128319,0.1274205720469958,0.0,0,0,0,0,0
ARHGAP44,0.0,0.0260072295385641,0.1273800322315231,0.5931034482758621,0,0,0,0,0
GABRB1,0.0,0.3015211013743679,0.5554856712596971,0.0,0,0,0,0,0
CCDC51,0.0,0.0229349170344949,0.0462872167585175,0.0,0,0,0,0,0
RIC3,0.0,0.4407997986617814,0.2842825835763452,0.0,0,0,0,0,0
ANTXR1,0.0539875517997353,0.1857282671720745,0.0594399970358277,0.0,0,0,0,0,0
ENSA,0.0,0.0024392356849088,0.0336434974314778,0.6413793103448276,0,0,0,0,0
FLYWCH1,0.0,0.004154952065599,0.007937035561814,0.0,0,0,0,0,0
ZNF675,0.0270024162230196,0.376097110848469,0.052920645713631,0.0,0,0,0,0,0
ZNF3,0.0,0.0054861301915351,0.0170062273701045,0.0,0,0,0,0,0
VMAC,0.0,0.0926886608734868,0.0333239686900324,0.0,0,0,0,0,0
SERF2,0.0,0.0318771249550276,0.0008567341368899,0.0,0,0,0,0,0
NAV3,0.0796905567857757,0.0410915972653522,0.0423553262628832,0.3586206896551724,0,0,0,0,0
MRPL53,0.0,0.0192224116362418,0.0078611939584358,0.0,0,0,0,0,0
SLC9A7,0.0,0.2468882048979711,0.0361245481091549,0.0,0,0,0,0,0
NANOGNB,0.0,0.2143715480413049,0.0,0.0,0,0,0,0,0
SLC12A5,0.0,0.3439079432749964,0.0217220831338828,0.0,0,0,0,0,0
TAF13,0.0,0.0293058370483054,0.0105492790674799,0.0,0,0,0,0,0
CCDC105,0.0,0.4984915046234578,0.0,0.0,0,0,0,0,0
DAZ1,0.0,0.0,0.0,0.0,0,0,0,0,0
TBC1D25,0.0,0.2789406477540673,0.003845584805957,0.0,0,0,0,0,0
CENPC,0.0540485442599778,0.021912363009278,0.0318232314867116,0.0,0,0,0,0,0
FIGN,0.0537933839948288,0.455212215266476,0.2184826377176766,0.0,0,0,0,0,0
SLC7A3,0.0,0.2661949938772638,0.0,0.0,0,0,0,0,0
ANKRD2,0.0270280048114301,0.0092993040644531,0.0224028630531115,0.0,0,0,0,0,0
RHEBL1,0.0,0.0070487377775079,0.1955216429747414,0.0,0,0,0,0,0
TMEM88,0.0,0.0388451268147168,0.1115691397101477,0.0,0,0,0,0,0
UGT1A8,0.0,0.1427689552632017,0.0981978889994973,0.0,0,0,0,0,0
TOMM20L,0.0,0.0266460940611969,0.1076954629489387,0.0,0,0,0,0,0
CHD6,0.0266083609796305,0.0188897539431579,0.003943440983781,0.0,0,0,0,0,0
POLD1,0.0,0.0089245207944593,0.1414368665731598,0.0,0,0,0,0,0
IFI30,0.0,0.0701860698255671,0.1389289414957481,0.0,0,0,0,0,0
ELL3,0.0,0.000305278203204,0.0323135425220289,0.0,0,0,0,0,0
RBM24,0.0269347018030219,0.3735186657474378,0.0950415780318603,0.0,0,0,0,0,0
NAPRT,0.0270972619531306,0.1517527070750599,0.0,0.0,0,0,0,0,0
MAIP1,0.0,0.0,0.0,0.0,0,0,0,0,0
KLHL3,0.0269700194454573,0.234385465232339,0.1054134480415635,0.0,0,0,0,0,0
SLC12A6,0.0,0.0036401492179481,0.022868262267061,0.0,0,0,0,0,0
DYRK3,0.0,0.2475354780021786,0.029381359000759,0.0,0,0,0,0,0
ESF1,0.0,0.0158645382623839,0.0081013692951595,0.0,0,0,0,0,0
COA6,0.0,0.0084243009082123,0.0784474064021898,0.0,0,0,0,0,0
ZNF609,0.0271231687357948,0.0163139442469724,0.01517520712455,0.0,0,0,0,0,0
SLC39A4,0.0,0.1131865495683536,0.1173108167337222,0.0,0,0,0,0,0
UGP2,0.0269431429732257,0.0087860812670608,0.0432409052606101,0.0,0,0,0,0,0
PIGQ,0.0,0.0958100844899023,0.0070963971580452,0.4482758620689656,0,0,0,0,0
CCL1,0.0,0.1930990074810251,0.0037935214076943,0.0,0,0,0,0,0
GABRD,0.0269984323001596,0.2106957679604167,0.2327837476846582,0.0,0,0,0,0,0
ESCO2,0.0,0.0173983773130227,0.1854472073051933,0.5172413793103449,0,0,0,0,0
ACTL8,0.0,0.0,0.2294275426696553,0.0,0,0,0,0,0
ZFP57,0.0539994132124785,0.0512328200929453,0.0808544178724822,0.0,0,0,0,0,0
UGT1A1,0.0,0.0566318611760278,0.0776146019489049,0.0,0,0,0,0,0
GAA,0.0,0.0086618001630386,0.0041749643235757,0.0,0,0,0,0,0
SAP30L,0.0,0.0029046361518344,0.0075578771046469,0.0,0,0,0,0,0
ANKRD37,0.0,0.019177755033156,0.0478881712375086,0.6827586206896552,0,0,0,0,0
PI16,0.0,0.3502299438724327,0.6062776302887117,0.0,0,0,0,0,0
FRG2,0.0,0.3282867509547365,0.0722131025708212,0.6827586206896552,0,0,0,0,0
TNFRSF19,0.0,0.0218296337290897,0.0005296181034851,0.0,0,0,0,0,0
ISOC1,0.0,0.0053977982157452,0.0555515669819132,0.0,0,0,0,0,0
SARAF,0.0270804799219907,0.0121972991135071,0.0,0.0,0,0,0,0,0
TBX22,0.0270768086516748,0.3173368556014704,0.0,0.0,0,0,0,0,0
GALNT18,0.0271209313286918,0.1360491940359449,0.0505739279134252,0.0,0,0,0,0,0
DIAPH2,0.0268806105960801,0.088375314070728,0.0145327286979315,0.0,0,0,0,0,0
UST,0.0,0.0325459719905848,0.0050291942646352,0.0,0,0,0,0,0
KCNE1,0.0,0.1060524163115001,0.0777474764968246,0.0,0,0,0,0,0
PTGS2,0.0,0.0058608388270399,0.1274983419575533,0.0,0,0,0,0,0
C11ORF24,0.0,0.0137419965691155,0.0369667568005134,0.0,0,0,0,0,0
SYNM,0.0265507905056293,0.0,0.1444285668920031,0.4,0,0,0,0,0
ANKHD1,0.0,0.0013736571931346,0.001812971425185,0.0,0,0,0,0,0
CTH,0.0,0.0101737765064427,0.1548451892178437,0.0,0,0,0,0,0
TSPAN15,0.0,0.0149089491525282,0.0252319271692896,0.3172413793103448,0,0,0,0,0
ASPHD1,0.0,0.1661266106301648,0.0684802627681661,0.0,0,0,0,0,0
UCHL3,0.0,0.0465889412158185,0.0767303357028734,0.0,0,0,0,0,0
BARX2,0.0,0.011473366145292,0.19892124547467,0.0,0,0,0,0,0
SULT1A1,0.0,0.1029135558144787,0.0956496154572723,0.0,0,0,0,0,0
ADHFE1,0.0,0.6932447764253116,0.3312496340767929,0.0,0,0,0,0,0
DHX29,0.0,0.006538649299761,0.0367214489066406,0.0,0,0,0,0,0
MRPS12,0.0,0.0010754991125956,0.0413359395972779,0.0,0,0,0,0,0
CSNK1G3,0.0,0.0243693069758449,0.0168116797636321,0.0,0,0,0,1,0
VAMP8,0.0271273170448023,0.0041384285321126,0.0302693934445659,0.0,0,0,0,0,0
GUSB,0.0541510454813557,0.0488858748889994,0.0231790799374288,0.0,0,0,0,0,0
C1D,0.0,0.0126849991087458,0.0257166730323153,0.0,0,0,0,0,0
STMN2,0.0,0.2795660605286462,0.3863231009170385,0.0,0,0,0,0,0
CEP41,0.0,0.1147592615153764,0.0604970720529606,0.0,0,0,0,0,0
CACNB4,0.0243701268367901,0.077579066097622,0.185003402821464,0.0,1,0,0,0,0
MBNL2,0.0,0.3281149056365015,0.0598245568619605,0.0,0,0,0,0,0
MSRA,0.0,0.0030284747383202,0.0818818557381828,0.0,0,0,0,0,0
ALDH18A1,0.0,0.0231983441985833,0.0054475395150393,0.0,0,0,0,0,0
PDK4,0.0,0.2880859087418178,0.427925275524307,0.0,0,0,0,0,0
RAB33A,0.0,0.0229040857966266,0.0093824279408409,0.0,0,0,0,0,0
MVB12B,0.0,0.0143041621444164,0.0746612195535517,0.0,0,0,0,0,0
TRERF1,0.0261629731778737,0.0506333831822121,0.0666049371884372,0.0,0,0,0,0,0
NRL,0.0,0.0111157005772185,0.0076107850199399,0.0,0,0,0,0,0
SPAG17,0.0809474293328316,0.4070825457869572,0.1025715072933987,0.0,0,0,0,0,0
NPC1,0.0,0.0077713299187708,0.0058918964659822,0.0,0,0,0,0,0
HMGCR,0.0,0.0063665600534606,0.0472297024833646,0.0,0,0,0,0,0
NAT2,0.0,0.0310108175951406,0.076155011915879,0.0,0,0,0,0,0
DNTTIP2,0.0,0.0392820265539828,0.0231800592844856,0.0,0,0,0,0,0
RBM6,0.0,0.005828039986386,0.0656909026835037,0.0,0,0,0,0,0
NDUFA8,0.0,0.0062146261007224,0.0458510515360583,0.0,0,0,0,0,0
GLIPR1L2,0.0,0.0005389714207607,0.1273676083054675,0.3586206896551724,0,0,0,0,0
KLHDC1,0.0,0.0088416998035899,0.1650011026590594,0.0,0,0,0,0,0
MKS1,0.0,0.0635661077637756,0.0290053835815904,0.0,0,0,0,0,0
CCNO,0.0,0.0134947947260682,0.0928762276977108,0.0,0,0,0,0,0
SIRT7,0.0,0.0164190245056843,0.0174143888885324,0.0,0,0,0,0,0
NPBWR2,0.0,0.2667789827490678,0.0,0.0,0,0,0,0,0
SFXN3,0.0,0.0033914084140902,0.0171069194050153,0.0,0,0,0,0,0
MYL7,0.0,0.1031338689589817,0.0,0.0,0,0,0,0,0
B4GALT7,0.0,0.0050187247853162,0.0279798127441099,0.0,0,0,0,0,0
TAS2R10,0.027140084456471,0.0,0.1049881500249873,0.0,0,0,0,0,0
KIF20A,0.0,0.0123333859139941,0.2835895045181545,0.0,0,0,0,0,0
MBD5,0.0266495396257269,0.0297810296664739,0.0143860546583564,0.0,0,0,0,0,0
EXPH5,0.0,0.0178066743843208,0.0340498641500817,0.0,0,0,0,0,0
RAB24,0.0,0.0076960451473991,0.0050312437806929,0.0,0,0,0,0,0
BRK1,0.0,0.0003034476405911,0.0060734608632162,0.0,0,0,0,0,0
CRTC3,0.0,0.0060220259970136,0.0075083318088892,0.4,0,0,0,0,0
HOMER1,0.0,0.0130523790130605,0.0513060302825901,0.0,0,0,0,0,0
CLDN6,0.0,0.0506622974400718,0.1873243027207619,0.0,0,0,0,0,0
LARGE2,0.0,0.0,0.0,0.0,0,0,0,0,0
B4GAT1,0.0,0.0985096783074459,0.0,0.0,0,0,0,0,0
TOX,0.0270904589873048,0.0150562959499694,0.2524429118232835,0.0,0,0,0,0,0
CST3,0.0,0.0019222503006915,0.0811591022728288,0.0,0,0,0,0,0
RPS6KL1,0.0267542664626583,0.0466583854017042,0.0814163525434508,0.0,0,0,0,0,0
CACUL1,0.0,0.0020195845452202,0.0005185177383207,0.0,0,0,0,0,0
CASQ2,0.0,0.1488646066946644,0.3059101365220003,0.4413793103448275,0,0,0,0,0
ZNF559,0.0800947598897212,0.0,0.0742671844290771,0.0,0,0,0,0,0
SLC39A6,0.0269304481441297,0.0079445127969093,0.0515755750587679,0.0,0,0,0,0,0
ZNF302,0.0267570032867341,0.0164729013454385,0.0555995722071701,0.0,0,0,0,0,0
LPCAT2,0.0,0.0037473640175868,0.0591536518545877,0.0,0,0,0,0,0
KLHL2,0.0,0.0118793171745202,0.0444958314474438,0.0,0,0,0,0,0
SIGLEC11,0.0,0.3076280943114483,0.0,0.0,0,0,0,0,0
ADGRG7,0.0,0.5154421208126871,0.0,0.0,0,0,0,0,0
CGNL1,0.0,0.053135629183815,0.3291115915169276,0.0,0,0,0,0,0
SCAMP5,0.0,0.0982882275010142,0.0859396790484834,0.0,0,0,0,0,0
TMEM71,0.0,0.348151623925786,0.0363509706560414,0.0,0,0,0,0,0
USP19,0.026815322974291,0.0046800326105424,0.0425179872036635,0.0,0,0,0,0,0
SLC25A1,0.0,0.0030970193960792,0.002686963819307,0.0,0,0,0,0,0
HECW1,0.0,0.3266864872143636,0.0588817611604352,0.0,0,0,0,0,0
FMO3,0.0,0.1628559849780145,0.0080107960498545,0.6413793103448276,0,0,0,0,0
LBX1,0.0,0.2943891954252035,0.0,0.0,0,0,0,0,0
OR51F2,0.0271277872185723,0.0,0.0,0.0,0,0,0,0,0
MBTPS1,0.0,0.027837395453915,0.0346741167452648,0.0,0,0,0,0,0
SHISA4,0.0,0.2455599154840106,0.0255435799817843,0.0,0,0,0,0,0
SIRT5,0.0,0.0157010033462956,0.0091858266633317,0.0,0,0,0,0,0
RRM2,0.0,0.0,0.3857448825394826,0.0,0,0,0,0,0
CLDN9,0.0,0.1919642522875976,0.0221814523683646,0.0,0,0,0,0,0
SEPT8,0.0,0.1318028127290815,0.0088236597959499,0.0,0,0,0,0,0
HLA-DQA2,0.0,0.243856425928982,0.1111608340306146,0.0,0,0,0,0,0
GRHL3,0.0,0.0355738818292692,0.4036138967932478,0.5172413793103449,0,0,0,0,0
ETF1,0.0,0.0015201258542492,0.0050882602718809,0.0,0,0,0,0,0
LSP1,0.0,0.2813250200018236,0.0416340142341639,0.5448275862068965,0,0,0,0,0
ZNF660,0.0270129565552088,0.5508940805849304,0.1254055011719403,0.0,0,0,0,0,0
CYFIP1,0.0,0.0004897659476329,0.0145639557308022,0.4344827586206897,0,0,0,0,0
PRCC,0.0,0.0060040064042225,0.0620756633147471,0.6413793103448276,0,0,0,0,0
PENK,0.0271179846923867,0.4017400331096775,0.0182497848069037,0.0,0,0,0,0,0
BOLA1,0.0,0.0014105848828517,0.0075144761387466,0.6413793103448276,0,0,0,0,0
FUNDC2,0.0,0.2311995134531678,0.0656780500360449,0.0,0,0,0,0,0
NGRN,0.0537854390721636,1.4471512462803967e-05,0.018944967397843,0.4,0,0,0,0,0
HBE1,0.0271292897658729,0.0869454476506977,0.0,0.0,0,0,0,0,0
MAP7D1,0.0,0.014081578872472,0.0327616540658521,0.0,0,0,0,0,0
MOK,0.0267296670713903,0.0051311160359929,0.0099495050948813,0.0,0,0,0,0,0
ZFP14,0.0539405440232024,0.0380314452857556,0.0342392371240751,0.0,0,0,0,0,0
VPS41,0.0267883219021874,0.0015373581493709,0.0045536775828448,0.0,0,0,0,0,0
RAB3D,0.0,0.0122449472975329,0.0634330063715455,0.0,0,0,0,0,0
