Gene,MF: LIHC,METH: LIHC,GE: LIHC,CNA: LIHC,hsa04010,hsa04020,hsa04110,hsa04115,hsa04151,hsa04310,hsa04350,hsa04932,hsa04936,hsa05160,hsa05161
CCL16,0.0250455776964066,0.0646701700302121,0.0663937830376361,0.0,0,0,0,0,0,0,0,0,0,0,0
CCR9,0.024946171015606,0.2769328111955456,0.2673694163961922,0.0,0,0,0,0,0,0,0,0,0,0,0
SCAMP4,0.0248832098331948,0.0314315917405507,0.0605873465185465,0.3210332103321033,0,0,0,0,0,0,0,0,0,0,0
SSR1,0.0,0.0042181496104703,0.0657514387037606,0.5867158671586716,0,0,0,0,0,0,0,0,0,0,0
LURAP1,0.0,0.1608718209760939,0.0058795875653917,0.0,0,0,0,0,0,0,0,0,0,0,0
LIN7A,0.0,0.0429012209185471,0.0296798195349009,0.0,0,0,0,0,0,0,0,0,0,0,0
CNPY2,0.025039561948962,0.0009482723024549,0.0467017244167925,0.0,0,0,0,0,0,0,0,0,0,0,0
ELOVL6,0.0,0.0006955078124947,0.0655979293693336,0.6383763837638378,0,0,0,0,0,0,0,0,0,0,0
MDH1,0.0246675310901011,0.0001082119431072,0.0225832785873401,0.0,0,0,0,0,0,0,0,0,0,0,0
PITPNB,0.0,0.00241762113977,0.0132525673105242,0.0,0,0,0,0,0,0,0,0,0,0,0
ZFP90,0.0250022906879193,0.0179565292379067,0.0246966027264335,0.0,0,0,0,0,0,0,0,0,0,0,0
TCOF1,0.0,0.0241136621016168,0.1085804394015701,0.0,0,0,0,0,0,0,0,0,0,0,0
STAG1,0.0,0.0002290289080675,0.0356840107336809,0.0,0,0,1,0,0,0,0,0,0,0,0
FAH,0.0749053118284764,0.0077842688096457,0.0940173692563721,0.0,0,0,0,0,0,0,0,0,0,0,0
CITED2,0.0,0.0025886564527808,0.0831339827553303,0.0,0,0,0,0,0,0,0,0,0,0,0
CRABP1,0.0,0.1799686202801212,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
PEBP4,0.0,0.1230096612557837,0.2453186244199767,0.0,0,0,0,0,0,0,0,0,0,0,0
DIRAS3,0.0,0.0346766782677724,0.4010684038392508,0.0,0,0,0,0,0,0,0,0,0,0,0
OPN1SW,0.0,0.0357088094931703,0.0240012422627109,0.1254612546125461,0,0,0,0,0,0,0,0,0,0,0
PPP2R5A,0.0249941174356534,0.0063346001360639,0.059676773038818,0.0,0,0,1,0,1,0,0,0,0,0,0
TMUB2,0.0,0.0035914577790913,0.0520673811260302,0.0,0,0,0,0,0,0,0,0,0,0,0
MRPL20,0.0,0.0047446134859215,0.0110999868779515,0.5977859778597787,0,0,0,0,0,0,0,0,0,0,0
PRF1,0.0498640083158967,0.3293575111152547,0.1070944991565387,0.0,0,0,0,0,0,0,0,0,0,0,0
TM7SF2,0.0,0.002048782459958,0.03361279818242,0.0,0,0,0,0,0,0,0,0,0,0,0
CHRM4,0.0,0.2240955746519336,0.1403093218781822,0.0,0,0,0,0,0,0,0,0,0,0,0
CD302,0.0,0.0042696121378816,0.1464423827485165,0.0,0,0,0,0,0,0,0,0,0,0,0
PQBP1,0.0,0.0778921967477749,0.0532023979131603,0.0,0,0,0,0,0,0,0,0,0,0,0
SBDS,0.0,0.008150908447249,0.0121478591850275,0.0,0,0,0,0,0,0,0,0,0,0,0
AAMDC,0.0,0.0378812281507194,0.0096704924546833,0.0,0,0,0,0,0,0,0,0,0,0,0
PRKAR2B,0.0,0.0842819755370535,0.2473467551357358,0.1254612546125461,0,0,0,0,0,0,0,0,0,0,0
ZNF607,0.0,0.2002147709675256,0.1468953408103522,0.0,0,0,0,0,0,0,0,0,0,0,0
HLF,0.0,0.0689540851566053,0.1189437841611866,0.0,0,0,0,0,0,0,0,0,0,0,0
ECI1,0.0,0.027796691469019,0.0327025357164001,0.0,0,0,0,0,0,0,0,0,0,0,0
KRTAP7-1,0.0,0.647314092578468,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
PARP4,0.0,0.0033159577365559,0.0357960688774844,0.0,0,0,0,0,0,0,0,0,0,0,0
PDCD1LG2,0.0,0.2725831532244936,0.1779298458331485,0.0,0,0,0,0,0,0,0,0,0,0,0
IARS,0.0,0.0034002774834253,0.0836811638897088,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
APCDD1,0.0250228058559122,0.2000798132019081,0.1586886964757119,0.0,0,0,0,0,0,1,0,0,0,0,0
SERPINA5,0.0,0.1094196157251052,0.0824478497176195,0.0,0,0,0,0,0,0,0,0,0,0,0
FAF2,0.025022669694997,0.0033634613947599,0.0307922671695361,0.0,0,0,0,0,0,0,0,0,0,0,0
TMEM174,0.0,0.5693840798935808,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
MYDGF,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
KRTCAP3,0.0,0.3645064511737821,0.2826880768026388,0.0,0,0,0,0,0,0,0,0,0,0,0
DNAJB5,0.0,0.0089744245992196,0.056804118284143,0.0,0,0,0,0,0,0,0,0,0,0,0
E2F2,0.0,0.0223971680671838,0.2371615611033896,0.5239852398523986,0,0,1,0,0,0,0,0,0,1,1
MAATS1,0.0250238020782769,0.0779185885931152,0.0120405995652919,0.0,0,0,0,0,0,0,0,0,0,0,0
RXFP1,0.0746067383718958,0.0,0.2030693075963965,0.0,0,0,0,0,0,0,0,0,0,0,0
BRAT1,0.0,0.003719910015138,0.0636068676543382,0.0,0,0,0,0,0,0,0,0,0,0,0
CEACAM7,0.0,0.5239691361278704,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
RBFA,0.0,0.0033847102430666,0.0118156000708458,0.3468634686346865,0,0,0,0,0,0,0,0,0,0,0
ZMAT5,0.0250596302482852,0.008639884371994,0.0566063884357086,0.0,0,0,0,0,0,0,0,0,0,0,0
ZNF165,0.0,0.0026840035258311,0.0795389794019852,0.0,0,0,0,0,0,0,0,0,0,0,0
ZFP1,0.0248906767954679,0.0282103995888635,0.1598816485126029,0.0,0,0,0,0,0,0,0,0,0,0,0
LPIN3,0.0,0.0638994938582587,0.0748710698297299,0.0,0,0,0,0,0,0,0,0,1,0,0
HIPK4,0.0250482669341925,0.1594988318833674,0.0432448093290698,0.0,0,0,0,0,0,0,0,0,0,0,0
ZSCAN20,0.0,0.0189766603262724,0.0736062735936333,0.0,0,0,0,0,0,0,0,0,0,0,0
LIMS3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
SH3BP5,0.0,0.0,0.0357778583482245,0.0,0,0,0,0,0,0,0,0,0,0,0
SNX5,0.024938645242576,0.0069413930050572,0.0119572028213784,0.0,0,0,0,0,0,0,0,0,0,0,0
SCN5A,0.0483358224897258,0.0702148731184922,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
PCDH9,0.0725464580260178,0.0645125565856938,0.3342476177128108,0.0,0,0,0,0,0,0,0,0,0,0,0
SLC16A12,0.0,0.0463576523494055,0.0269997435595479,0.0,0,0,0,0,0,0,0,0,0,0,0
SESN2,0.0250148695735667,0.0058861833055456,0.0030523420023455,0.5239852398523986,0,0,0,1,0,0,0,0,0,0,0
ZNF207,0.0493969102888304,0.0150966232144659,0.0702675367498062,0.0,0,0,0,0,0,0,0,0,0,0,0
NEIL2,0.0,0.0308086450544697,0.0430461065365094,0.0,0,0,0,0,0,0,0,0,0,0,0
SMYD2,0.025049552886586,0.0101728389476658,0.09031634269395,0.0,0,0,0,0,0,0,0,0,0,0,0
PSCA,0.0,0.4060742426610533,0.2292663221652126,0.0,0,0,0,0,0,0,0,0,0,0,0
TOR1AIP2,0.0,0.0051875367229199,0.0254204846988447,0.0,0,0,0,0,0,0,0,0,0,0,0
SLAMF6,0.0,0.3076477035869734,0.1133191773087642,0.0,0,0,0,0,0,0,0,0,0,0,0
CNTFR,0.0,0.0339455136933231,0.3104309489144247,0.0,0,0,0,0,0,0,0,0,0,0,0
MOB1A,0.0250223916209668,0.0067261778363021,0.0097261311906301,0.0,0,0,0,0,0,0,0,0,0,0,0
POLG,0.0,0.0028412079767872,0.0440300209543921,0.4870848708487085,0,0,0,0,0,0,0,0,0,0,0
POLG2,0.0,0.0393888616101313,0.0892681793391196,0.0,0,0,0,0,0,0,0,0,0,0,0
C11orf54,0.0,0.0123402207423177,0.0991293851678794,0.0,0,0,0,0,0,0,0,0,0,0,0
ARPC1A,0.0250166300465684,0.0007540111350302,0.0642759429552113,0.0,0,0,0,0,0,0,0,0,0,0,0
RAB10,0.0,0.0004377814875771,0.056173792419844,0.0,0,0,0,0,0,0,0,0,0,0,0
KCTD12,0.0,0.2005631084839637,0.0451315790026406,0.0,0,0,0,0,0,0,0,0,0,0,0
TBX6,0.0,0.0926534658732773,0.0566000044727468,0.0,0,0,0,0,0,0,0,0,0,0,0
ANO8,0.0,0.0298928790848897,0.0689601540273431,0.0,0,0,0,0,0,0,0,0,0,0,0
TMEM115,0.0250361475469586,0.0235508311311091,0.0460658945863015,0.0,0,0,0,0,0,0,0,0,0,0,0
HHEX,0.0,0.0083549466320437,0.0138565096603812,0.0,0,0,0,0,0,0,0,0,0,0,0
NELFB,0.0,0.000533037803201,0.0570875640475573,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
ATP6V1C1,0.0,0.0011118891149162,0.0801899759578715,0.0,0,0,0,0,0,0,0,0,0,0,0
ZNF821,0.0,0.0168411602115905,0.0658729574982011,0.0,0,0,0,0,0,0,0,0,0,0,0
KALRN,0.121388526278413,0.532148496311136,0.061432610826796,0.0,0,0,0,0,0,0,0,0,0,0,0
FIG4,0.0,0.0113488109862272,0.0213322389422087,0.0,0,0,0,0,0,0,0,0,0,0,0
ZNF618,0.0244233583087741,0.0491203634797652,0.0786667443943397,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
TMEM72,0.0,0.2289577075985867,0.0640033098918953,0.0,0,0,0,0,0,0,0,0,0,0,0
RSAD2,0.0500518214094876,0.1014052717415917,0.0320997354033669,0.0,0,0,0,0,0,0,0,0,0,1,0
MBD4,0.0,0.004849566543072,0.0057542025399313,0.0,0,0,0,0,0,0,0,0,0,0,0
CSGALNACT2,0.0,0.0080967273686889,0.013093908662063,0.0,0,0,0,0,0,0,0,0,0,0,0
SOX3,0.0250418901652923,0.0802083319907243,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
THEM4,0.0,0.0038405310681002,0.0754978378328627,0.0,0,0,0,0,1,0,0,0,0,0,0
ADGRG3,0.0250099221889977,0.0538563564909181,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
ZNF703,0.0250488894520992,0.010928634263241,0.0865477241238768,0.0,0,0,0,0,0,0,0,0,0,0,0
SCAI,0.0247885071291329,0.0156022431430722,0.0206869549488659,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
GMPPA,0.0248918084092432,0.0070728101474996,0.0486472059150013,0.0,0,0,0,0,0,0,0,0,0,0,0
UBR5,0.0246631973119701,0.0133813549047797,0.0927899938481275,0.0,0,0,0,0,0,0,0,0,0,0,0
RNF220,0.025038753935894,0.0756521646174419,0.0581772137529703,0.0,0,0,0,0,0,0,0,0,0,0,0
TSPYL4,0.0250192935534644,0.0813625443470317,0.0344516963757057,0.0,0,0,0,0,0,0,0,0,0,0,0
IFT122,0.0248229665125064,0.0040708791429908,0.0057549624644479,0.0,0,0,0,0,0,0,0,0,0,0,0
EPB41L3,0.0,0.1977478238777952,0.1003625336878562,0.0,0,0,0,0,0,0,0,0,0,0,0
PALMD,0.0249449352054072,0.0540506325844276,0.0289292934677887,0.0,0,0,0,0,0,0,0,0,0,0,0
ABLIM3,0.0248800612569167,0.0729314852773452,0.1007730015732863,0.0,0,0,0,0,0,0,0,0,0,0,0
RPE,0.0,0.0236662491064976,0.0176991257172016,0.0,0,0,0,0,0,0,0,0,0,0,0
SNRNP48,0.0,0.0202867940499374,0.0204303834567403,0.5867158671586716,0,0,0,0,0,0,0,0,0,0,0
PSPH,0.0,0.0068165344999665,0.1342472610171498,0.0,0,0,0,0,0,0,0,0,0,0,0
DCN,0.04966019021215,0.4763706896633028,0.3339679129229507,0.0,0,0,0,0,0,0,1,0,0,0,0
DZIP1,0.0248705518157493,0.1317402118655932,0.0210924199364929,0.2472324723247232,0,0,0,0,0,0,0,0,0,0,0
SLC15A4,0.0,0.0173950299036058,0.0096557851857387,0.2177121771217712,0,0,0,0,0,0,0,0,0,0,0
SLC15A3,0.0,0.1835772265341585,0.0137782609168756,0.0,0,0,0,0,0,0,0,0,0,0,0
ZNF319,0.0,0.0495247670368687,0.0547244580909469,0.0,0,0,0,0,0,0,0,0,0,0,0
NPSR1,0.0249359921672169,0.1867312200704676,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
SGO1,0.0,0.0481359379536266,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0
VSTM1,0.0,0.5525433589880876,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
RERE,0.0,0.0023198471092791,0.0448361563104627,0.0,0,0,0,0,0,0,0,0,0,0,0
CWC15,0.0,0.0075614025815401,0.0124075369160185,0.0,0,0,0,0,0,0,0,0,0,0,0
CA3,0.0,0.4131482785895274,0.1374928239456457,0.0,0,0,0,0,0,0,0,0,0,0,0
OR2AG1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
DEPP1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
KCTD1,0.0249342482439428,0.4459248000531996,0.0750223809297575,0.0,0,0,0,0,0,0,0,0,0,0,0
SPNS1,0.0498198703468755,0.1156121651874185,0.09082294335118,0.0,0,0,0,0,0,0,0,0,0,0,0
PANK2,0.0249828937827258,0.144318078616626,0.008612330826819,0.0,0,0,0,0,0,0,0,0,0,0,0
UROD,0.0,0.0066377986494789,0.0009476825362318,0.0,0,0,0,0,0,0,0,0,0,0,0
TMEM123,0.0,0.0106281321183833,0.037264261924231,0.0,0,0,0,0,0,0,0,0,0,0,0
CLCN5,0.0744679508175292,0.141267663194865,0.0510393759261188,0.0,0,0,0,0,0,0,0,0,0,0,0
REEP1,0.0,0.0047335750742268,0.0787839664315919,0.0,0,0,0,0,0,0,0,0,0,0,0
MLF2,0.0499572878206998,0.0478182708203213,0.037219316182629,0.0,0,0,0,0,0,0,0,0,0,0,0
TRAF3IP3,0.0249964483230285,0.2217649465483851,0.0207084632878172,0.0,0,0,0,0,0,0,0,0,0,0,0
DHPS,0.0,0.0046726730760983,0.0345857008957473,0.0,0,0,0,0,0,0,0,0,0,0,0
EIF5A,0.0248798391728592,0.0077532169368745,0.0442443595286303,0.8339483394833949,0,0,0,0,0,0,0,0,0,0,0
ZBTB6,0.0247913710359354,0.0041378914320407,0.030079626281738,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
AOC3,0.0,0.184083247025424,0.0479706470387112,0.0,0,0,0,0,0,0,0,0,0,0,0
SYNGR1,0.024992347270686,0.0244611740285161,0.0715139170153395,0.0,0,0,0,0,0,0,0,0,0,0,0
NR2F6,0.0,0.0180264724142896,0.0325622885953887,0.0,0,0,0,0,0,0,0,0,0,0,0
LCOR,0.0,0.002836179433896,0.0127495875560212,0.0,0,0,0,0,0,0,0,0,0,0,0
RANBP3,0.0248262035167613,0.0071555101002083,0.0470367161087849,0.0,0,0,0,0,0,0,0,0,0,0,0
HUS1,0.0,0.1007344186171717,0.0055188389152152,0.0,0,0,0,0,0,0,0,0,0,0,0
UGT8,0.0,0.1843750784298655,0.08836577812239,0.0,0,0,0,0,0,0,0,0,0,0,0
AGPAT5,0.0,0.0021685400714701,0.0062554756479205,0.0,0,0,0,0,0,0,0,0,0,0,0
CHTF18,0.0,0.0574433074137301,0.1485771526072648,0.0,0,0,0,0,0,0,0,0,0,0,0
EBF1,0.0248644106397685,0.0914796950237642,0.1547403910447922,0.0,0,0,0,0,0,0,0,0,0,0,0
PASK,0.0247140427118494,0.0007438632500067,0.06040616490911,0.2287822878228782,0,0,0,0,0,0,0,0,0,0,0
NCS1,0.0,0.0201382122659822,0.0617065290762172,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
CEP89,0.0,0.0088554681839024,0.0855875731834316,0.0,0,0,0,0,0,0,0,0,0,0,0
RASSF2,0.0249704682870458,0.1339817394699709,0.040012990707913,0.0,0,0,0,0,0,0,0,0,0,0,0
SPDYA,0.0,0.769780185992241,0.1372519480251372,0.0,0,0,0,0,0,0,0,0,0,0,0
ZNF511,0.0,0.0069330617070182,0.0513685022611829,0.3874538745387454,0,0,0,0,0,0,0,0,0,0,0
ISL1,0.0250327325730311,0.0839025359761183,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
STARD3NL,0.0,0.0216671318940724,0.0386926025433971,0.0,0,0,0,0,0,0,0,0,0,0,0
ZNF343,0.0,0.0023030667558571,0.0540596012467291,0.0,0,0,0,0,0,0,0,0,0,0,0
SLC52A1,0.0,0.0,0.2286857095997336,0.8339483394833949,0,0,0,0,0,0,0,0,0,0,0
KHK,0.0250287703568712,0.0152437574470253,0.1231572735506099,0.0,0,0,0,0,0,0,0,0,0,0,0
BLCAP,0.0,0.0066879121922488,0.0303045320676284,0.0,0,0,0,0,0,0,0,0,0,0,0
EI24,0.0248848885745921,0.0002980429134898,0.0578759038315544,0.3431734317343173,0,0,0,1,0,0,0,0,0,0,0
CNOT4,0.0726652188895485,0.0103588929465644,0.0247884333486792,0.1254612546125461,0,0,0,0,0,0,0,0,0,0,0
LHX8,0.0250247788536965,0.073193022755056,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
CD69,0.0,0.4151187422784568,0.128373140325953,0.0,0,0,0,0,0,0,0,0,0,0,0
TRIM8,0.0,0.0,0.0295366735470434,0.0,0,0,0,0,0,0,0,0,0,0,0
RNF170,0.0,0.0015191066870233,0.0007390188299946,0.0,0,0,0,0,0,0,0,0,0,0,0
HACD1,0.0,0.0523469900593199,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
FGF14,0.0,0.0673973106340721,0.0337387822530114,0.2767527675276753,0,0,0,0,0,0,0,0,0,0,0
TTPA,0.0,0.0148507407896826,0.1128616499050518,0.0,0,0,0,0,0,0,0,0,0,0,0
SLN,0.0,0.0,0.0,0.3431734317343173,0,1,0,0,0,0,0,0,0,0,0
ZBTB45,0.0,0.0029888190064657,0.1006446785431446,0.0,0,0,0,0,0,0,0,0,0,0,0
HSF2,0.0250210878090125,0.0119391757250455,0.0674802778865566,0.0,0,0,0,0,0,0,0,0,0,0,0
GYG1,0.0,0.0023320522580549,0.044285819660999,0.0,0,0,0,0,0,0,0,0,0,0,0
PEX11B,0.0,0.0073697888265508,0.0385011134554514,0.0,0,0,0,0,0,0,0,0,0,0,0
STRA8,0.0,0.1130936724690899,0.0,0.1254612546125461,0,0,0,0,0,0,0,0,0,0,0
MIDN,0.0,0.0295513296735148,0.0149164632831948,0.3210332103321033,0,0,0,0,0,0,0,0,0,0,0
CD68,0.0250409455167437,0.2233056620380198,0.0634357955873996,0.8339483394833949,0,0,0,0,0,0,0,0,0,0,0
TMEM92,0.0,0.1538143027211386,0.1170367438006159,0.0,0,0,0,0,0,0,0,0,0,0,0
DERL3,0.0248909469963662,0.0802869518945813,0.0528639958978413,0.0,0,0,0,0,0,0,0,0,0,0,0
PEG10,0.0495373410378953,0.0725246032501942,0.1351676664822583,0.0,0,0,0,0,0,0,0,0,0,0,0
MGST2,0.0,0.0311212988270781,0.0482794694577009,0.0,0,0,0,0,0,0,0,0,0,0,0
MRPL38,0.0,0.0324639791359249,0.0180087098941686,0.0,0,0,0,0,0,0,0,0,0,0,0
TLK2,0.0248842752953385,0.0,0.0417248991531462,0.0,0,0,0,0,0,0,0,0,0,0,0
SIM2,0.050018897924086,0.107256147321902,0.017908420384915,0.0,0,0,0,0,0,0,0,0,0,0,0
ZSCAN23,0.0,0.3932176148194117,0.1885491487809821,0.0,0,0,0,0,0,0,0,0,0,0,0
EMG1,0.0,0.0014064753528668,0.0199154774024098,0.0,0,0,0,0,0,0,0,0,0,0,0
SLC35F6,0.0,0.0454618618964664,0.0726315182091231,0.0,0,0,0,0,0,0,0,0,0,0,0
NR2C2AP,0.0,0.0303421698761586,0.1389246211817809,0.0,0,0,0,0,0,0,0,0,0,0,0
MRPS14,0.0,0.0280923975821639,0.0455429041199814,0.0,0,0,0,0,0,0,0,0,0,0,0
PPP1R16B,0.0,0.1838374274136925,0.016105174306516,0.0,0,0,0,0,0,0,0,0,0,0,0
JPH2,0.0,0.0436503253737657,0.0442576814863328,0.0,0,0,0,0,0,0,0,0,0,0,0
CNOT10,0.0499563793586366,0.0023021808839493,0.0609415606653342,0.0,0,0,0,0,0,0,0,0,0,0,0
APLNR,0.0,0.1531062714511974,0.0603056027869003,0.0,0,0,0,0,0,0,0,0,0,0,0
SSBP3,0.0,0.0067516966934728,0.0232791554658253,0.0,0,0,0,0,0,0,0,0,0,0,0
FZD10,0.0,0.2193859226688346,0.0278073929670926,0.2177121771217712,0,0,0,0,0,1,0,0,0,0,0
SYNGAP1,0.0732086263306605,0.0,0.0553171440377413,0.0,0,0,0,0,0,0,0,0,0,0,0
IQSEC1,0.0,0.1510874533175144,0.0701236035116033,0.0,0,0,0,0,0,0,0,0,0,0,0
FBXO27,0.0,0.0258738879228165,0.0720407064396839,0.0,0,0,0,0,0,0,0,0,0,0,0
RDX,0.0,0.0295515808970633,0.0132509179949691,0.3431734317343173,0,0,0,0,0,0,0,0,0,0,0
MCF2,0.0,0.0,0.0951085220910787,0.0,0,0,0,0,0,0,0,0,0,0,0
CLASP1,0.0,0.00119839807832,0.0108043711549368,0.0,0,0,0,0,0,0,0,0,0,0,0
GIPR,0.0,0.0251141460776049,0.004462197022082,0.0,0,0,0,0,0,0,0,0,0,0,0
FRMD3,0.0,0.1319883818653798,0.0800868448617219,0.0,0,0,0,0,0,0,0,0,0,0,0
CHRNG,0.0,0.0833381198067473,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
MITD1,0.0,0.0021440713384591,0.0640511830468075,0.0,0,0,0,0,0,0,0,0,0,0,0
CHMP2A,0.0250147650161452,0.0444159252836454,0.0311290706618324,0.0,0,0,0,0,0,0,0,0,0,0,0
NANOS3,0.0,0.2596909812882501,0.0013565109301378,0.0,0,0,0,0,0,0,0,0,0,0,0
ALDH2,0.0,0.0096090797313599,0.1794368361691931,0.0,0,0,0,0,0,0,0,0,1,0,0
ALDH1A1,0.0,0.0551070561348096,0.0040347464273389,0.0,0,0,0,0,0,0,0,0,0,0,0
MED6,0.0,0.0028801906822373,0.0348295430580476,0.0,0,0,0,0,0,0,0,0,0,0,0
FST,0.0,0.0022156505773267,0.0186972264565683,0.0,0,0,0,0,0,0,1,0,0,0,0
GFM2,0.0498922281876547,0.0035564730717331,0.0208596666760971,0.0,0,0,0,0,0,0,0,0,0,0,0
CNIH4,0.0249005056279195,0.0361694597299981,0.1094369913776112,0.0,0,0,0,0,0,0,0,0,0,0,0
TPPP,0.0,0.0250337195732533,0.0173344680741322,0.0,0,0,0,0,0,0,0,0,0,0,0
XCL1,0.0,0.2779211013847293,0.054816273477848,0.0,0,0,0,0,0,0,0,0,0,0,0
ARHGEF10,0.0,0.2938311412766301,0.012864903351686,0.0,0,0,0,0,0,0,0,0,0,0,0
UGT2B7,0.0,0.200986296731483,0.2583897276771425,0.6309963099630997,0,0,0,0,0,0,0,0,0,0,0
GABRA3,0.0,0.1943417768549692,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
RNF130,0.0,0.0013040159656179,0.0513291477035855,0.0,0,0,0,0,0,0,0,0,0,0,0
S100A14,0.0,0.0819524681566716,0.026795064970258,0.0,0,0,0,0,0,0,0,0,0,0,0
SLC16A13,0.0,0.000561084439603,0.0394386636258248,0.8339483394833949,0,0,0,0,0,0,0,0,0,0,0
SPAG4,0.0,0.0102860397765728,0.1133667403327433,0.0,0,0,0,0,0,0,0,0,0,0,0
PERP,0.0,0.0084569581890101,0.0393400693878792,0.0,0,0,0,1,0,0,0,0,0,0,0
NKX2-6,0.0250695132264522,0.2336546397452772,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
TM9SF1,0.0,0.0195184061510512,0.0254976014866411,0.0,0,0,0,0,0,0,0,0,0,0,0
EPS15L1,0.0249539716584897,0.0010651503854749,0.0749449602095374,0.0,0,0,0,0,0,0,0,0,0,0,0
PTPN5,0.0248496692992306,0.1279360471197559,0.0117784978725067,0.0,1,0,0,0,0,0,0,0,0,0,0
CLDN10,0.0,0.2335317615580077,0.5016808989834035,0.2472324723247232,0,0,0,0,0,0,0,0,0,1,0
HTR4,0.0,0.0,0.0120911638574175,0.0,0,1,0,0,0,0,0,0,0,0,0
MAK16,0.0,0.0031022860215976,0.0247694579885095,0.0,0,0,0,0,0,0,0,0,0,0,0
WRAP73,0.0,0.1695846972529621,0.0553037158960509,0.5977859778597787,0,0,0,0,0,0,0,0,0,0,0
FUT9,0.3233718112653671,0.2052222541457226,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
GLRB,0.0498764529324169,0.0346187866718709,0.0977575393033906,0.0,0,0,0,0,0,0,0,0,0,0,0
CYHR1,0.0,0.0147400369952436,0.0717611512407782,0.0,0,0,0,0,0,0,0,0,0,0,0
TAGLN2,0.0,0.0238250959180938,0.1004825990919312,0.0,0,0,0,0,0,0,0,0,0,0,0
ZSCAN16,0.0,0.0157978549143946,0.106747756034257,0.0,0,0,0,0,0,0,0,0,0,0,0
ARV1,0.0,0.0024719130136257,0.0549972536862908,0.9889298892988932,0,0,0,0,0,0,0,0,0,0,0
MAT1A,0.0750686165099895,0.0807163768755991,0.1764622600463368,0.0,0,0,0,0,0,0,0,0,0,0,0
SYNJ2,0.0,0.012789922364808,0.0721650698423145,0.0,0,0,0,0,0,0,0,0,0,0,0
SLC30A4,0.0250523291579271,0.0100033673222019,0.071964633861242,0.0,0,0,0,0,0,0,0,0,0,0,0
GRIK3,0.0248453517350957,0.1239429068383437,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
GPX1,0.0,0.0574461138967193,0.026620201850986,0.0,0,0,0,0,0,0,0,0,0,0,0
TCF23,0.0,0.1842636518700707,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
GSTA4,0.0,0.0178873996845442,0.0957648735772354,0.0,0,0,0,0,0,0,0,0,0,0,0
URAD,0.0,0.2255823190503097,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
PAX9,0.0,0.264300896190287,0.1647824485825784,0.0,0,0,0,0,0,0,0,0,0,0,0
LRIF1,0.0247992808006166,0.034573816921374,0.0233946210652988,0.0,0,0,0,0,0,0,0,0,0,0,0
PDE3B,0.0,0.0627152146964122,0.06726708698548,0.0,0,0,0,0,0,0,0,0,0,0,0
ZMYND8,0.0,0.0163829845436165,0.0386358087267492,0.0,0,0,0,0,0,0,0,0,0,0,0
CXorf66,0.0,0.0,0.3292755517080017,0.0,0,0,0,0,0,0,0,0,0,0,0
ATOX1,0.0,0.0052650794864685,0.0432024782738712,0.0,0,0,0,0,0,0,0,0,0,0,0
EPDR1,0.025028245870505,0.0,0.0577535436282602,0.0,0,0,0,0,0,0,0,0,0,0,0
ZNF503,0.0,0.0066092957269028,0.0209236253915718,0.0,0,0,0,0,0,0,0,0,0,0,0
TTLL10,0.0,0.342078736828508,0.0252829778639103,0.5977859778597787,0,0,0,0,0,0,0,0,0,0,0
TSHZ2,0.024691386565626,0.0159169643241682,0.0127662486345267,0.0,0,0,0,0,0,0,0,0,0,0,0
HCST,0.0,0.0,0.0331157478313819,0.0,0,0,0,0,0,0,0,0,0,0,0
MPST,0.0,0.0344985787813627,0.0281649658099854,0.0,0,0,0,0,0,0,0,0,0,0,0
ZNF646,0.0744245690152544,0.0027924271426492,0.1038845461292508,0.0,0,0,0,0,0,0,0,0,0,0,0
