gene,MF: PRAD,METH: PRAD,GE: PRAD,CNA: PRAD,hsa00140,hsa04010,hsa04060,hsa04110,hsa04115,hsa04151,hsa04210,hsa05202
GNPTG,0.0,0.0282964482112265,0.0008304068796854,0.0,0,0,0,0,0,0,0,0
SLF1,0.0,0.0068083353639615,0.0,0.0,0,0,0,0,0,0,0,0
CELF5,0.0,0.0337984700794993,0.122767751324578,0.0,0,0,0,0,0,0,0,0
RAB39B,0.0227675287007976,0.1109520568121508,0.1041918398170001,0.0,0,0,0,0,0,0,0,0
CHRM5,0.0,0.3346003002223321,0.0264144600029994,0.0,0,0,0,0,0,0,0,0
ECD,0.0227467688824315,0.0044973679801617,0.0009955561757548,0.0,0,0,0,0,0,0,0,0
NEXN,0.0,0.1021165250470008,0.1957395334546326,0.0,0,0,0,0,0,0,0,0
SYNPO2,0.022687939720257,0.0,0.2581885283533186,0.173469387755102,0,0,0,0,0,0,0,0
SDAD1,0.0,0.0162418333526252,0.0148430559355566,0.0,0,0,0,0,0,0,0,0
LIN54,0.0,0.0091617790982656,0.0345740445992289,0.0,0,0,0,0,0,0,0,0
CSRNP2,0.0,0.0231603019366287,0.0066500031244606,0.0,0,0,0,0,0,0,0,0
PHKA2,0.0,0.0039270071039541,0.0591291572451657,0.0,0,0,0,0,0,0,0,0
FLCN,0.0,0.0125818572982508,0.0033400871179015,0.0,0,0,0,0,0,0,0,0
TGM5,0.0,0.0729542897927588,0.2618797739874582,0.0,0,0,0,0,0,0,0,0
MOSPD2,0.0,0.0031955165351197,0.0243340560602331,0.0,0,0,0,0,0,0,0,0
PRDM5,0.0,0.2280415913565001,0.1434752000757858,0.173469387755102,0,0,0,0,0,0,0,0
ACBD5,0.0453658761921471,0.0171128897724172,0.0183158821378066,0.0,0,0,0,0,0,0,0,0
FOXJ3,0.0,0.013151014425156,0.0126162121212207,0.0,0,0,0,0,0,0,0,0
KIF5C,0.0,0.0095384658362848,0.0614191974450567,0.2891156462585034,0,0,0,0,0,0,0,0
FAM107A,0.0227182681548062,0.0490607593977684,0.2958559209319767,0.0,0,0,0,0,0,0,0,0
ZNF44,0.0225710985640871,0.013904485417708,0.0279099137981498,0.0,0,0,0,0,0,0,0,0
XCL2,0.0,0.0,0.0797800629038361,0.0,0,0,1,0,0,0,0,0
CDK20,0.0227495352171717,0.0310186832397863,0.0170146061528611,0.0,0,0,0,0,0,0,0,0
LRRC3B,0.0227403914335628,0.300774879049891,0.4239418159888463,0.0,0,0,0,0,0,0,0,0
NDC1,0.0,0.0129783794703678,0.0166339790270662,0.0,0,0,0,0,0,0,0,0
ZNF483,0.0,0.1509773637096909,0.1672808105918185,0.2108843537414965,0,0,0,0,0,0,0,0
KCNA3,0.0683154627332621,0.3414195010747963,0.0870007865263421,0.0,0,0,0,0,0,0,0,0
TM4SF4,0.0,0.1686672909037329,0.4805661621167119,0.0,0,0,0,0,0,0,0,0
TMEM234,0.0,0.0081975952822426,0.0321209903632443,0.0,0,0,0,0,0,0,0,0
ENOX2,0.0227064564888446,0.0136531529616611,0.0620147469189431,0.0,0,0,0,0,0,0,0,0
ENOX1,0.0455376322191398,0.0008481420339714,0.0685017430183004,0.0,0,0,0,0,0,0,0,0
ESM1,0.0227691684553132,0.1825023843646014,0.1496171060967168,0.0,0,0,0,0,0,0,0,0
RBM25,0.0,0.0109389986000456,0.007703605231146,0.0,0,0,0,0,0,0,0,0
FANCB,0.0455203753225735,0.0076072734591284,0.00727766634649,0.0,0,0,0,0,0,0,0,0
POLA2,0.0,0.0071890065340501,0.0241136949643117,0.0,0,0,0,0,0,0,0,0
ARHGAP28,0.0227188263194762,0.0,0.0284632579198493,0.0,0,0,0,0,0,0,0,0
SENP5,0.022752540053095,0.0083999351182548,0.0156214218242122,0.108843537414966,0,0,0,0,0,0,0,0
NT5C3A,0.022176434054791,0.0090764182725591,0.0176214086893902,0.3537414965986395,0,0,0,0,0,0,0,0
ZNF223,0.0,0.0246594733314573,0.0212376432479077,0.0,0,0,0,0,0,0,0,0
MPC2,0.0,0.0063531802096629,0.1070524270962811,0.0,0,0,0,0,0,0,0,0
NDUFAF6,0.0227493047394918,0.0007585618845945,0.0727876470360075,0.5340136054421769,0,0,0,0,0,0,0,0
ZDHHC11,0.0227621584932936,0.0425866620226425,0.1683401606009852,0.0,0,0,0,0,0,0,0,0
MCPH1,0.0227315319510349,0.002972237448225,0.0469557820880922,0.0,0,0,0,0,0,0,0,0
PARP3,0.0,0.0907160212061121,0.1324854537388973,0.0,0,0,0,0,0,0,1,0
SLC35E1,0.0227663727108843,0.0394465818888994,0.0527888036948547,0.0,0,0,0,0,0,0,0,0
ALPK3,0.0454836133904579,0.1317283058840488,0.0119491386458057,0.0,0,0,0,0,0,0,0,0
TUBB6,0.0227568064291847,0.2338404096963835,0.1126259849554691,0.0,0,0,0,0,0,0,0,0
SEC24A,0.0,0.0045668481975865,0.0118498303341981,0.0952380952380952,0,0,0,0,0,0,0,0
TAF2,0.0,0.0205099157461827,0.0091979224600531,0.0,0,0,0,0,0,0,0,0
TMPO,0.0,0.0040022521498472,0.0280936363975572,0.1224489795918367,0,0,0,0,0,0,0,0
GPR143,0.0,0.3253300994554005,0.0055191173255974,0.0,0,0,0,0,0,0,0,0
NAT8L,0.0,0.1455620701126181,0.1003899559779557,0.0680272108843537,0,0,0,0,0,0,0,0
TXNL1,0.022754086969267,0.0076475041934326,0.0100234949369051,0.4897959183673469,0,0,0,0,0,0,0,0
FBN3,0.1361318666607761,0.1566289988138406,0.1333399839036487,0.0,0,0,0,0,0,0,0,0
CHD7,0.0454728936823706,0.0057588563741691,0.0168981659486345,0.0,0,0,0,0,0,0,0,0
PPP1R10,0.0,0.0036001922700796,0.0084660256474109,0.0,0,0,0,0,0,0,0,0
SOX8,0.0227619024523251,0.1861505797747719,0.1421693770923693,0.0,0,0,0,0,0,0,0,0
ANGPTL2,0.0,0.6387982034544654,0.1304830409658842,0.2108843537414965,0,0,0,0,0,0,0,0
ORC1,0.0227597995091899,0.0156833857585964,0.0228831369187825,0.0,0,0,0,1,0,0,0,0
KLF2,0.0,0.0251667469210101,0.0230440433531724,0.0,0,0,0,0,0,0,0,0
PIBF1,0.0,0.0136368814787231,0.0349727281296899,0.598639455782313,0,0,0,0,0,0,0,0
KAT6A,0.0452985191798575,0.0064608146378919,0.0547395002006876,0.0,0,0,0,0,0,0,0,0
YPEL2,0.0,0.000830646444679,0.0193025226320012,0.0,0,0,0,0,0,0,0,0
MRC2,0.0,0.0303350543336524,0.0860253936697265,0.0,0,0,0,0,0,0,0,0
SYT15,0.0,0.1878439066454704,0.0831617772829222,0.0,0,0,0,0,0,0,0,0
PLA2G2A,0.0227756868068548,0.1568540234951422,0.2153190076330605,0.0,0,0,0,0,0,0,0,0
RIPPLY2,0.0,0.2983313757466783,0.2439722721927592,0.0,0,0,0,0,0,0,0,0
RAB43,0.0,0.0048562466227964,0.0385319281203773,0.0,0,0,0,0,0,0,0,0
GBP5,0.0,0.0519483683649446,0.0368177644594913,0.1972789115646258,0,0,0,0,0,0,0,0
TNPO3,0.0,0.0024290624306598,0.0383216972271718,0.0,0,0,0,0,0,0,0,0
SCARA5,0.0227462884631637,0.0859267050923463,0.3504259217146204,0.0,0,0,0,0,0,0,0,0
MRPL42,0.0,0.0019851138888055,0.0593137186818182,0.1224489795918367,0,0,0,0,0,0,0,0
WASF2,0.0,0.0008893867435468,0.0216297305166195,0.0,0,0,0,0,0,0,0,0
RASD2,0.0,0.143825773766032,0.1519961127488237,0.0,0,0,0,0,0,0,0,0
KCTD15,0.0,0.0049786580945905,0.0285464818068475,0.0,0,0,0,0,0,0,0,0
SPANXD,0.0,0.6257605493605151,0.0,0.0,0,0,0,0,0,0,0,0
IFT46,0.022765279327276,0.0748409606184111,0.0272100389322144,0.1462585034013605,0,0,0,0,0,0,0,0
SLC18A2,0.0227584588848883,0.419340213558702,0.2338129549409645,0.0,0,0,0,0,0,0,0,0
NEUROD1,0.0,0.2917451038228391,0.0,0.0,0,0,0,0,0,0,0,0
KIF18A,0.0,0.0091156459677308,0.0249682279316737,0.0,0,0,0,0,0,0,0,0
MYBPC1,0.0452216038017111,0.4499550877965959,0.0717293980093896,0.1224489795918367,0,0,0,0,0,0,0,0
KLF3,0.0,0.0004099042743796,0.003955044214427,0.0,0,0,0,0,0,0,0,1
TPRN,0.0,0.0246077531318204,0.1476190329084922,0.0,0,0,0,0,0,0,0,0
KLK8,0.0,0.0698217685887891,0.0,0.0,0,0,0,0,0,0,0,0
SRGAP3,0.0226827343440145,0.0266035272231493,0.0199256053943438,0.0,0,0,0,0,0,0,0,0
SEC63,0.0227613664493232,0.0155758990815352,0.0477419619647665,0.0,0,0,0,0,0,0,0,0
PNMA3,0.0,0.1813017989256978,0.0895089596748249,0.0,0,0,0,0,0,0,0,0
FRMPD4,0.0,0.0834591582411192,0.252778048698162,0.0,0,0,0,0,0,0,0,0
DHX38,0.0452612869300448,0.0169937118667389,0.0119141400270131,0.0,0,0,0,0,0,0,0,0
FBLN5,0.0,0.5225971643103603,0.0931745230948184,0.0,0,0,0,0,0,0,0,0
CD3EAP,0.0,0.0059413138455411,0.0824173577298291,0.0,0,0,0,0,0,0,0,0
HDHD3,0.0227640024775744,0.0255970896436524,0.0140797670162583,0.2108843537414965,0,0,0,0,0,0,0,0
SREBF1,0.0,0.0014352676263014,0.0507063778760708,0.0,0,0,0,0,0,0,0,0
FAM173A,0.0,0.0248766210517659,0.0424739394739976,0.0,0,0,0,0,0,0,0,0
MOCS3,0.0,0.0948397712025858,0.015498427610679,0.1530612244897959,0,0,0,0,0,0,0,0
DOC2A,0.0,0.2290275691680864,0.0266577615899636,0.0,0,0,0,0,0,0,0,0
TUBB1,0.0227671705777177,0.0094044263177848,0.1598409133541107,0.1530612244897959,0,0,0,0,0,0,0,0
NEUROD4,0.0,0.0242853272513402,0.0,0.0,0,0,0,0,0,0,0,0
ZDHHC7,0.0,0.0173443195392508,0.0227944407027822,0.7244897959183674,0,0,0,0,0,0,0,0
CDKL5,0.0,0.0006321345265,0.1596368331578382,0.0,0,0,0,0,0,0,0,0
SLC9C1,0.0455274026752812,0.0460220428996167,0.3154218905181268,0.0,0,0,0,0,0,0,0,0
KIF4B,0.0,0.0724518856845978,0.0,0.0952380952380952,0,0,0,0,0,0,0,0
CETN1,0.0,0.0048938176878845,0.0,0.0,0,0,0,0,0,0,0,0
DRG2,0.0,0.0281804310877541,0.0048568974170334,0.0,0,0,0,0,0,0,0,0
LCE3A,0.0,0.0409338730448852,0.0,0.0,0,0,0,0,0,0,0,0
SELE,0.0,0.0946231296120668,0.1797047067711725,0.0,0,0,0,0,0,0,0,0
TACC2,0.0449887745421284,0.0,0.0183052444553407,0.0,0,0,0,0,0,0,0,0
TAF12,0.0,0.0103536921176482,0.001184709695266,0.0,0,0,0,0,0,0,0,0
REC8,0.0225762219828952,0.6539341153598933,0.0731046969849225,0.0,0,0,0,0,0,0,0,0
MYO1B,0.0,0.0690012095877144,0.0431266595750804,0.0,0,0,0,0,0,0,0,0
LHX2,0.0453757807283424,0.0506174504879591,0.0410498430224157,0.2108843537414965,0,0,0,0,0,0,0,0
GRM1,0.1361855153361945,0.1155354140680686,0.3187983448763681,0.0,0,0,0,0,0,0,0,0
FAM120A,0.0,0.0087342372967017,0.0063823661359298,0.0,0,0,0,0,0,0,0,0
CASS4,0.0,0.0227968341807139,0.0341862854791961,0.1530612244897959,0,0,0,0,0,0,0,0
UTP18,0.0,0.0011979325458761,0.0279506508634111,0.0,0,0,0,0,0,0,0,0
DHX32,0.0227548821523561,0.0169397004928986,0.0373927624951938,0.0,0,0,0,0,0,0,0,0
HES7,0.0,0.0088101293412645,0.0693183556896603,0.0,0,0,0,0,0,0,0,0
PHETA2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
CLN8,0.0,0.0016319021705434,0.0104242115729607,0.0,0,0,0,0,0,0,0,0
MCM3AP,0.0227291814700978,0.024302891978226,0.0614562988551657,0.0,0,0,0,0,0,0,0,0
CYP2C8,0.0227138196033507,0.0,0.0322163344964296,0.0,0,0,0,0,0,0,0,0
NAIF1,0.0,0.0056865444295166,0.0182775023103612,0.2108843537414965,0,0,0,0,0,0,0,0
ITPR2,0.1591809742709579,0.027805391956363,0.0136009999275261,0.0,0,0,0,0,0,0,1,0
TRPC4,0.0454184524266124,0.0739212747218058,0.1716719071535041,0.0,0,0,0,0,0,0,0,0
UFSP2,0.0,0.0265465132657622,0.0402470380522652,0.0,0,0,0,0,0,0,0,0
NFE2L1,0.0227098863787635,0.0159643141280976,0.0530457168956497,0.0,0,0,0,0,0,0,0,0
SKA3,0.0,0.0020125711947451,0.2082853976018681,0.0850340136054421,0,0,0,0,0,0,0,0
IL17RE,0.0,0.2937409314685522,0.2278848517801948,0.0,0,0,1,0,0,0,0,0
MPZL2,0.0,0.0079169107658577,0.1503230448178393,0.1462585034013605,0,0,0,0,0,0,0,0
MPZL3,0.0,0.0128292154185705,0.0127542228156177,0.1462585034013605,0,0,0,0,0,0,0,0
HIGD1C,0.0,0.0409934686698228,0.0,0.0,0,0,0,0,0,0,0,0
JPH4,0.0227380252416664,0.2470961879800322,0.3223399006034151,0.0,0,0,0,0,0,0,0,0
TTC30A,0.0227646428229426,0.0472949352922182,0.0078217201012958,0.0,0,0,0,0,0,0,0,0
TMC6,0.0227346797602877,0.1113851234208873,0.0236506886542136,0.0,0,0,0,0,0,0,0,0
INTS13,0.0,0.0055823162849631,0.0,0.0,0,0,0,0,0,0,0,0
FITM2,0.022767735824256,0.0106348884319667,0.0112555198087376,0.1530612244897959,0,0,0,0,0,0,0,0
PTCD2,0.0227327210184377,0.013758790680685,0.0436319845477848,0.3367346938775511,0,0,0,0,0,0,0,0
KIF4A,0.0,0.0059960098841258,0.2567057644416348,0.0,0,0,0,0,0,0,0,0
NUDT3,0.0,0.0060965589624674,0.0410065313365335,0.0,0,0,0,0,0,0,0,0
TGM1,0.0455309693636792,0.0402115645951093,0.2660644599836722,0.0,0,0,0,0,0,0,0,0
AP1S1,0.0,0.0843396632409096,0.0404759836873599,0.3435374149659864,0,0,0,0,0,0,0,0
POLR2J3,0.0,0.0029365934384657,0.021905682252046,0.3435374149659864,0,0,0,0,0,0,0,0
AURKAIP1,0.022768251824414,0.0126765428915768,0.0275026966610844,0.0,0,0,0,0,0,0,0,0
RNF17,0.0227482045689929,0.1577291960046798,0.0,0.0,0,0,0,0,0,0,0,0
ESS2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
MCEMP1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
C8A,0.0,0.648637712103513,0.0,0.0,0,0,0,0,0,0,0,0
PMM2,0.0,0.0,0.0882349759247789,0.0,0,0,0,0,0,0,0,0
SHPRH,0.0226293563796554,0.0071592550966565,0.0338035300630243,0.0,0,0,0,0,0,0,0,0
PPP4R3A,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
SLC8A2,0.0,0.1554000456734798,0.2311474373373254,0.0,0,0,0,0,0,0,0,0
SFMBT1,0.0227653405621924,0.0028092746219646,0.0157497095151238,0.0,0,0,0,0,0,0,0,0
RNF122,0.0,0.0148185895541693,0.0876830470534687,0.0,0,0,0,0,0,0,0,0
PPP2R5B,0.0,0.0055694916493318,0.0313364913433295,0.0,0,0,0,1,0,1,0,0
KYNU,0.0227074778591392,0.0,0.0396490302457721,0.0,0,0,0,0,0,0,0,0
TXNDC17,0.0,0.0083862995709709,0.0587070097972665,0.0,0,0,0,0,0,0,0,0
FSIP2,0.0226962359363372,0.2272147407772291,0.0498455765322975,0.0,0,0,0,0,0,0,0,0
CKMT2,0.0,0.1815544208580589,0.2139314092385063,0.0,0,0,0,0,0,0,0,0
GLP1R,0.0,0.3233999914692098,0.1005314038435049,0.0,0,0,0,0,0,0,0,0
GRM5,0.0681812392150221,0.4179130142863762,0.0,0.0,0,0,0,0,0,0,0,0
ZNF491,0.0227704620844156,0.0108893407218131,0.039251811726236,0.0,0,0,0,0,0,0,0,0
ANO9,0.0227504471529151,0.0743765617404569,0.0026635223584717,0.0,0,0,0,0,0,0,0,0
EIF4E3,0.0227158374204981,0.2822456474482692,0.1060934783539314,0.0,0,0,0,0,0,0,0,0
ARHGAP1,0.0,0.0020158470594208,0.0443872116191658,0.1156462585034013,0,0,0,0,0,0,0,0
VSIG1,0.0,0.068287968530213,0.0879146869763215,0.0,0,0,0,0,0,0,0,0
UQCRFS1,0.0,0.0182454054185698,0.0042261917952024,0.0,0,0,0,0,0,0,0,0
TFEC,0.0,0.0,0.0037829094331888,0.0,0,0,0,0,0,0,0,0
DCK,0.0,0.0364746145426562,0.0183502981122886,0.0,0,0,0,0,0,0,0,0
GUCY2D,0.0,0.3605821250525136,0.0049470678956656,0.0,0,0,0,0,0,0,0,0
ZNF334,0.0,0.4233234553722615,0.0640567716085466,0.1530612244897959,0,0,0,0,0,0,0,0
CLEC4M,0.0,0.1110808499976942,0.4032198161953157,0.0,0,0,0,0,0,0,0,0
PDK3,0.0,0.0002477713456169,0.0638800300620342,0.0,0,0,0,0,0,0,0,0
ANG,0.0,0.057414886766134,0.0760224627470231,0.0,0,0,0,0,0,0,0,0
CTDSP2,0.0,0.0208055684429815,0.0524005085281372,0.0,0,0,0,0,0,0,0,0
NEGR1,0.0227447109636637,0.133270476450328,0.1526738460316546,0.0,0,0,0,0,0,0,0,0
SRP68,0.0,0.0203736823584342,0.0132146249347481,0.0,0,0,0,0,0,0,0,0
KLHL1,0.0,0.4104834762701941,0.3124876558635192,0.598639455782313,0,0,0,0,0,0,0,0
ZXDB,0.0,0.0579080458085736,0.0079792279175938,0.0,0,0,0,0,0,0,0,0
RHPN2,0.0,0.0117766121651062,0.1028559021462524,0.0,0,0,0,0,0,0,0,0
NINJ1,0.0,0.0769340694955668,0.0647225592690749,0.0,0,0,0,0,0,0,0,0
B9D1,0.0,0.0118693579693636,0.0249001733183205,0.0748299319727891,0,0,0,0,0,0,0,0
TNNT2,0.0,0.0393413364113868,0.0863566432199318,0.0,0,0,0,0,0,0,0,0
PPARGC1B,0.0227191811061499,0.0123305904294995,0.1656551642531499,0.0952380952380952,0,0,0,0,0,0,0,0
PLA2G10,0.0,0.0,0.06540038278632,0.0,0,0,0,0,0,0,0,0
CENPV,0.0,0.1846307666399697,0.00705705073519,0.0,0,0,0,0,0,0,0,0
MYCBPAP,0.0227524378820168,0.0063326762615716,0.0153364979509132,0.0,0,0,0,0,0,0,0,0
NCLN,0.0,0.0097190434642543,0.0883196036116844,0.0,0,0,0,0,0,0,0,0
TM4SF20,0.0,0.0222964419297823,0.0,0.0,0,0,0,0,0,0,0,0
SCN1B,0.0,0.0853503859070173,0.0555645859979232,0.0,0,0,0,0,0,0,0,0
RWDD3,0.0227734770159633,0.0042620097730814,0.02571806707557,0.1972789115646258,0,0,0,0,0,0,0,0
MMS22L,0.0227303004912266,0.0058575217901564,0.0309834608048057,0.0,0,0,0,0,0,0,0,0
BAG5,0.0,0.0086639719539017,0.0332644463487863,0.0,0,0,0,0,0,0,0,0
ATL2,0.0227393426394181,0.0287624871006143,0.0650517473811514,0.1564625850340136,0,0,0,0,0,0,0,0
GSG1,0.0,0.0089650423367542,0.1500900951165788,0.0,0,0,0,0,0,0,0,0
PPM1F,0.0,0.0384921714738699,0.0690952885869085,0.0,0,0,0,0,0,0,0,0
SLC25A42,0.0,0.0048057616765015,0.0873118726763718,0.0,0,0,0,0,0,0,0,0
CDHR5,0.0,0.2286644288655124,0.1911679053172937,0.0,0,0,0,0,0,0,0,0
LPAR6,0.0,0.0,0.0551963796091707,0.0,0,0,0,0,0,1,0,0
B4GALNT2,0.0,0.042299364007901,0.3336347022443141,0.0,0,0,0,0,0,0,0,0
ADCK5,0.0455513688371349,0.0008788651223667,0.0565912554005531,0.0,0,0,0,0,0,0,0,0
GSAP,0.0,0.060014465114231,0.0558546370551798,0.0,0,0,0,0,0,0,0,0
PISD,0.0,0.0593163101247952,0.025841742205879,0.0,0,0,0,0,0,0,0,0
IFI35,0.0,0.0961506502368451,0.0169044438146411,0.0,0,0,0,0,0,0,0,0
HNF4G,0.0,0.0345890858516018,0.0029474930936755,0.5340136054421769,0,0,0,0,0,0,0,0
NR1I3,0.0454173141443581,0.0170827888158555,0.0518998408224108,0.0,0,0,0,0,0,0,0,0
PTMS,0.0,0.0593487088633375,0.0202784363102979,0.0,0,0,0,0,0,0,0,0
COQ3,0.0227778455416591,0.1111276877578859,0.0125184987344524,0.0,0,0,0,0,0,0,0,0
SPICE1,0.0,0.0306394516797239,0.0078575419315754,0.0,0,0,0,0,0,0,0,0
RHCG,0.0,0.680093937827877,0.3512505014095447,0.0,0,0,0,0,0,0,0,0
ELOVL2,0.0,0.0425061866632336,0.1525715040772073,0.0,0,0,0,0,0,0,0,0
ZNF84,0.0,0.0082051638922109,0.0436845233772177,0.1462585034013605,0,0,0,0,0,0,0,0
VNN2,0.0,0.1507118175998804,0.0258691112597129,0.0,0,0,0,0,0,0,0,0
CLDN14,0.0,0.0040538358768853,0.3076850827927962,0.0,0,0,0,0,0,0,0,0
CCDC90B,0.0,0.1968220489083554,0.0191144170229669,0.0,0,0,0,0,0,0,0,0
AKAP7,0.0,0.117962234284018,0.1534567781984436,0.0,0,0,0,0,0,0,0,0
MAP1A,0.0681373628255214,0.0055362812002994,0.1925121357579299,0.0,0,0,0,0,0,0,0,0
ZNF286A,0.0,0.017661498252756,0.0302245891370461,0.0,0,0,0,0,0,0,0,0
SERPINB10,0.0227671364767762,0.0,0.0,0.4897959183673469,0,0,0,0,0,0,0,0
MED20,0.0,0.0604121035694252,0.0471668214054166,0.0,0,0,0,0,0,0,0,0
PPP2R2B,0.0681285404739385,0.0791816233931207,0.1672536691586991,0.0952380952380952,0,0,0,0,0,1,0,0
HRNR,0.0455156511979518,0.0790142828122782,0.0474022630240561,0.0,0,0,0,0,0,0,0,0
PIF1,0.0,0.0004268664893515,0.0082979443120086,0.0,0,0,0,0,0,0,0,0
RPL26L1,0.0,0.0806305007719378,0.0186574718416437,0.0952380952380952,0,0,0,0,0,0,0,0
ATP1B4,0.0,0.0746162890184668,0.0,0.0,0,0,0,0,0,0,0,0
ONECUT3,0.0,0.0278179075078532,0.0,0.0,0,0,0,0,0,0,0,0
ATP6V1B1,0.0,0.0314607761020878,0.1235872059275386,0.0,0,0,0,0,0,0,0,0
GRHPR,0.0,0.0173464433984356,0.0216957048509765,0.0,0,0,0,0,0,0,0,0
SUSD3,0.0,0.1532234124210468,0.1036892158269133,0.0,0,0,0,0,0,0,0,0
PAK1IP1,0.0,0.0159629850344255,0.0735945700393293,0.0,0,0,0,0,0,0,0,0
TCEA1,0.0223141985669418,0.0007972358086021,0.0052248384778387,0.0,0,0,0,0,0,0,0,0
CHODL,0.0,0.0,0.0821069120240653,0.0,0,0,0,0,0,0,0,0
SLC44A2,0.0,0.0407499507455603,0.0421916225417589,0.0,0,0,0,0,0,0,0,0
WFIKKN2,0.0,0.2227126026188557,0.2265070186527046,0.0,0,0,0,0,0,0,0,0
CBLIF,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
PFAS,0.0,0.0072600001585112,0.0579949102724535,0.0,0,0,0,0,0,0,0,0
FBLN2,0.0227301373600956,0.1475090021145182,0.0825919424074052,0.0,0,0,0,0,0,0,0,0
MED30,0.0,0.0119423385919408,0.0406952270835021,0.0,0,0,0,0,0,0,0,0
FOXJ2,0.0455130643917982,0.0047142854492068,0.0663208229449521,0.0,0,0,0,0,0,0,0,0
MBD6,0.0227661937801593,0.1007118718445175,0.0483531128499138,0.0,0,0,0,0,0,0,0,0
EML5,0.022738213627017,0.0444382004684294,0.0186701578162044,0.0,0,0,0,0,0,0,0,0
CEP350,0.0226717781513741,0.0203256492315305,0.0529099727823619,0.0,0,0,0,0,0,0,0,0
ZNF479,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
ARL6IP5,0.0,0.0043846372936774,0.0414226956934414,0.0,0,0,0,0,0,0,0,0
FARP2,0.0227407002421165,0.0011430698700492,0.0110146274184508,0.0,0,0,0,0,0,0,0,0
TMEM38B,0.0,0.0212259671106098,0.0339145544188947,0.2108843537414965,0,0,0,0,0,0,0,0
NEUROD6,0.0455497052850619,0.443542531271118,0.0,0.3537414965986395,0,0,0,0,0,0,0,0
SCAP,0.0227677301214671,0.0244621787199636,0.0121199467440577,0.0,0,0,0,0,0,0,0,0
SOAT2,0.0,0.0119105548760909,0.1831813746162345,0.0,0,0,0,0,0,0,0,0
LUZP1,0.0226182594196738,0.002019057406189,0.0542838167655822,0.0,0,0,0,0,0,0,0,0
TAMM41,0.0,0.0254293219086537,0.0074636839666891,0.0,0,0,0,0,0,0,0,0
ABCB6,0.0227662160180504,0.0042445599751403,0.0484187553356447,0.0,0,0,0,0,0,0,0,0
DNAJC1,0.0,0.0088904438765978,0.019911056653703,0.0,0,0,0,0,0,0,0,0
USP47,0.0227244746943252,0.039762052758969,0.0213405569823039,0.0,0,0,0,0,0,0,0,0
PRPF4,0.0,0.0131682658629406,0.0041339124851703,0.2108843537414965,0,0,0,0,0,0,0,0
ATP5MF,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
FOXC2,0.0227712739288535,0.3926923566779395,0.0851667379930568,0.7244897959183674,0,0,0,0,0,0,0,0
THEM5,0.0,0.0523124943771847,0.0191690086791308,0.0,0,0,0,0,0,0,0,0
MRPL27,0.0,0.0120785501739434,0.0122320842967104,0.0,0,0,0,0,0,0,0,0
ZNF786,0.0,0.0043602644117086,0.0249904474251024,0.0,0,0,0,0,0,0,0,0
ZNF133,0.0,0.0099041932459217,0.0167386342613079,0.0,0,0,0,0,0,0,0,0
BCORL1,0.0676636487368775,0.0100781461582327,0.0367675535749876,0.0,0,0,0,0,0,0,0,0
ENTPD8,0.0,0.0152546823706496,0.0316082508074755,0.0,0,0,0,0,0,0,0,0
ZNF580,0.0,0.0013458347837126,0.0273418543670512,0.064625850340136,0,0,0,0,0,0,0,0
TMEM255B,0.0223683183423621,0.0,0.062236190681026,0.0,0,0,0,0,0,0,0,0
MRI1,0.0,0.0565971062213697,0.0306909708929124,0.0,0,0,0,0,0,0,0,0
SLC13A5,0.0,0.2795792862455621,0.200003156513382,0.0,0,0,0,0,0,0,0,0
SCAF1,0.0,0.0097067340903229,0.0062927577307835,0.0,0,0,0,0,0,0,0,0
TRIM11,0.0,0.0054186183368172,0.0720931350094922,0.1598639455782312,0,0,0,0,0,0,0,0
SLC29A3,0.0,0.0,0.0110260375143067,0.0,0,0,0,0,0,0,0,0
HSDL2,0.0,0.0096609728421474,0.0272722919108517,0.2108843537414965,0,0,0,0,0,0,0,0
SERGEF,0.0,0.0003743865526401,0.0586274993884424,0.0,0,0,0,0,0,0,0,0
CLEC1A,0.0910412960888356,0.1956111027270074,0.0823826288655103,0.0,0,0,0,0,0,0,0,0
DDX42,0.0227005913165791,0.0079033233502388,0.0085690137018373,0.0,0,0,0,0,0,0,0,0
ME2,0.0,0.0034524821141225,0.0330484441502158,0.0,0,0,0,0,0,0,0,0
CHST13,0.0,0.027065554144467,0.0088768902709747,0.0,0,0,0,0,0,0,0,0
SETD1B,0.0,0.0064522311779567,0.0028217093113304,0.1224489795918367,0,0,0,0,0,0,0,0
NDUFA10,0.0227475004792827,0.0132476737332275,0.0253144913974663,0.0,0,0,0,0,0,0,0,0
OSBP,0.0,0.012236097133615,0.0002994882417887,0.0,0,0,0,0,0,0,0,0
LCLAT1,0.0,0.0479428217720246,0.0877067963301251,0.0,0,0,0,0,0,0,0,0
ARID3B,0.0224137999341528,0.0116408543339151,0.0495232783981728,0.0,0,0,0,0,0,0,0,0
