Gene,MF: CESC,METH: CESC,GE: CESC,CNA: CESC,hsa04064,hsa04110_genes,hsa04115_genes,hsa04150,hsa04151,hsa04210,hsa04310,hsa04330,hsa04510,hsa04520,hsa04530,hsa04612,hsa04620,hsa04630
SLC39A7,0.0,0.0145152997724777,0.0238634620945772,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRH,0.0562936414727038,0.7248491026120709,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNIP4,0.0562507216752774,0.8027558580089768,0.2468731069504979,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNNC1,0.0281877960810135,0.1430755218155174,0.092582349659482,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNRPG,0.0280468987945119,0.0004485816355292,0.095146594969651,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNRPE,0.0,0.0203566148655956,0.0114979129967268,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGIF2LY,0.0,0.2803138321217512,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDYL2,0.0,0.1260068775381301,0.0578567652077438,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DARS,0.0,0.1110868089204868,0.0110925129309259,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STX17,0.0,0.0257204348003001,0.0207373388525267,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LDB1,0.0274264432473319,0.0369321417884592,0.0716722380651197,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISL2,0.0282775888602016,0.0660501463539367,0.3731611565054624,0.3348017621145374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTC8,0.0,0.0012568207980971,0.04450502420192,0.2202643171806167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGT7,0.0282034019170649,0.0159537383324123,0.0362342632791675,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMBL,0.0,0.0666653951570669,0.0628123208074351,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT79,0.0,0.0790549309004019,0.0958796361009254,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTPBP10,0.0,0.0132462741464021,0.0322975504066717,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16orf54,0.0,0.2796101783533022,0.0058501987572076,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDX4,0.0,0.0857134693471061,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMDN2,0.0279630020401536,0.0010609380910707,0.1007390890854538,0.3480176211453745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCTD13,0.0,0.0,0.0165471358831724,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMB2,0.0280581139691106,0.1198158190485385,0.0787513193044146,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMB3,0.0,0.0011295303931352,0.0764118248223823,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUSC2,0.1385544608938061,0.7248605306247543,0.2112346573277475,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LMBR1,0.0,0.0017336975183637,0.0277100108586901,0.2643171806167401,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF774,0.0,0.0001447560958912,0.0248257175869874,0.3348017621145374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEMIN6,0.0,0.0001560727397841,0.0123422433953067,0.3480176211453745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STON1,0.0,0.077382668211305,0.3719972098933923,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CABLES1,0.0,0.2789893926110216,0.1175621654334964,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR119,0.0,0.1575212170157922,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL10RA,0.0,0.106625480369067,0.0146822521879503,0.7136563876651983,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LPL,0.0,0.2394510731519391,0.1435192625585698,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL5,0.0,0.5397858357229426,0.0767691505955997,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEA1,0.0553297463568267,0.0040601004965376,0.0461756841393226,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STH,0.0,0.1218652774419737,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF71,0.0844731456789621,0.2024286020620696,0.1304835462383396,0.1674008810572687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAFG,0.0,0.0099051100929925,0.0673250151885805,0.2246696035242291,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM22,0.0,0.0066249442890701,0.0208914437347173,0.4493392070484582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAOB,0.0,0.2030297878201804,0.5146640546103701,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COX20,0.0,0.0003400436477519,0.0277048025743931,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UIMC1,0.1107880167351791,0.0096027216414164,0.0628641017603361,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBRG4,0.0552893532965015,0.0052897941597144,0.043673678645687,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPHK2,0.0554138463295397,0.0031982684498457,0.0383358389438312,0.1674008810572687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DENND4A,0.050154782152617,0.0003427785680055,0.0015865407658471,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS6KA6,0.0553705135917874,0.4152867030893996,0.4077809885200982,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
XRN1,0.0277449337295351,0.0065650420082647,0.0448199013062812,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METTL18,0.028193651367141,0.0013890116893307,0.0233317207576221,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B3GALT4,0.0565394008483805,0.1196180377717798,0.0085676104791669,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AHSG,0.0,0.1268816768584801,0.0479520959482092,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCEA3,0.0,0.0194496610227174,0.0783968907646243,0.1762114537444934,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC4A1,0.0556130334309602,0.3296407719059082,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOP16,0.0274525173125638,0.0561086889287416,0.1086669459834166,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TXNL4B,0.0,0.0059090205419094,0.0168921921809536,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYBRD1,0.0,0.0347670598256815,0.2870137467746089,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLAD1,0.0,0.0151620011756174,0.1014897172617804,0.6960352422907488,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLVS2,0.0539440452247315,0.7054557533992397,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYRIP,0.0526181876042931,0.2460440752621975,0.517958138333725,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP6-1,0.0,0.1036679801482681,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXOC6B,0.0281285728706559,0.0094076487421769,0.0258950823590048,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSFX1,0.0,0.0,0.1170891403331543,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSFX2,0.0,0.0,0.1842838035333089,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UPRT,0.0,0.1477126058024789,0.0784739834478914,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENPP,0.0,0.039375531659689,0.0978448053849439,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORAI1,0.0,0.0012617034432254,0.0350743779782529,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOAT1,0.0,0.0369208392913782,0.0238783013090616,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDC6,0.0280429012391786,0.0066953565568906,0.5267202470147014,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DRG1,0.0561242708715419,0.0011278614760693,0.0013996872853376,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOGA1,0.0,0.1433941271320831,0.0002415491369137,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODF3,0.0,0.183867344871621,0.0,0.4493392070484582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLHL7,0.0267119688520496,0.0126970172169277,0.0307556593404162,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEP85,0.0268179029824196,0.0426340591772629,0.1619669868003501,0.1762114537444934,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDC37L1,0.0,0.0139036868506345,0.0862554066004016,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUM,0.0,0.0,0.2923742174189729,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHL5,0.0274757580393042,0.3235038598155397,0.4886063643046062,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEZF1,0.0561825283150559,0.2715207120692366,0.2373324390211829,0.2643171806167401,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRAMD4,0.0280700583131591,0.0,0.1366380573961165,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTRAF,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KARS,0.0282298936774232,0.007431347138343,0.0367143109443792,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP6,0.0,0.0692341311744985,0.235862639229951,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP10-11,0.0282007853982504,0.1767297498205299,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYOM1,0.054547185765749,0.1615886325344804,0.2821975095314993,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUZP4,0.0282799742730526,0.1494970286334057,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICA,0.0,0.0003183477188764,0.0882983393426605,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRIPT,0.0,0.0067302556304769,0.0036364649804109,0.3480176211453745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC40A1,0.0,0.0821213509763191,0.2756732320158204,0.1806167400881057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT26,0.0,0.1937093491907461,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALB2,0.0,0.0029096790428796,0.0685022428844842,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC35A1,0.028099464649865,0.0057867664923271,0.1131350013030668,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F11R,0.0261442012194898,0.1050505451110871,0.3169442382408086,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
VTI1B,0.0,0.003896746228858,0.0025680433149775,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXL12,0.0278413015685935,0.0012895017854623,0.0711682194567533,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX20,0.0282155093705578,0.0199361599720618,0.0069650499333282,0.1497797356828194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COX5A,0.0282201792587365,0.0367286253315086,0.1208699983310689,0.3348017621145374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RARS,0.0,0.0233766439571505,0.0294159904565396,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCAPD2,0.0549598101261685,0.0005179809515634,0.1611428518739686,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGFBP4,0.0,0.1077247438247917,0.242333321960923,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSH1,0.0258250650503608,0.0330867786507029,0.0480121202132954,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNPEP,0.0,0.0,0.0078666701816519,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSMEM2,0.0,0.0944420338092852,0.3444653627385505,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLASP2,0.0548008267017981,0.0017043663092643,0.0770801403743365,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXL14,0.0278673914434798,0.0039130864163074,0.0015980168986486,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAF6L,0.0,0.0025997591150893,0.0050259667936095,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G2E3,0.0,0.0223944063132468,0.0502566888244789,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYNE2,0.1953745162473256,0.0097462952473685,0.0407944361993586,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAM1,0.0270297116016655,0.0011139265304116,0.0159255179182456,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CGN,0.0559716578832183,0.002819935507673,0.3766606304315403,0.6960352422907488,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LHFPL2,0.0281484662542676,0.1355246479622858,0.0952954273689247,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GJA5,0.0,0.2539388763043469,0.2973463420687225,0.1497797356828194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STX18,0.0,0.0093718273638184,0.0367040941837425,0.5594713656387666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCNY,0.0,0.1100850956314656,0.0824367178240285,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBM3,0.0281176865840453,0.0347956295037755,0.0476251431302989,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRPS6,0.0,0.0405947248679329,0.0159492956655218,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFC3,0.0,0.0211326667354839,0.109216780937479,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT5,0.0,0.7235937372038908,0.8850055715991169,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASS1,0.0282203036861026,0.0063948335278881,0.0514412399961908,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLPH,0.0,0.2089394993467429,0.0305091272804166,0.5682819383259912,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTR,0.0,0.0863585920872993,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RGS2,0.0,0.105124800355951,0.4419039875718047,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTPRN,0.0280450934002048,0.7448490030212499,0.0587600348184325,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADD,0.0713328028209372,0.0117710973375097,0.0231819068005956,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HYAL3,0.0274473928316384,0.0100895117367786,0.0504562828619404,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF185,0.0281966832977199,0.001569856276155,0.0638992963946282,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPGEF4,0.1030869622135977,0.0975381201724103,0.265324389632025,0.1806167400881057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KDM3B,0.1408059580025178,0.0161392808667442,0.0235494394621014,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2SURP,0.0562820667814242,0.00805858469542,0.0988835610811218,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLK6,0.0,0.4667701817146723,0.2510092527167987,0.1674008810572687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAX2,0.0,0.1261069010487577,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD49,0.0,0.0173494983238111,0.0255848542595638,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKBPL,0.0,0.0573788544157539,0.0545018718242696,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMCO1,0.0,0.0039578879204045,0.0267024592732422,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMGN1,0.0,0.0386370683571545,0.0925256470317403,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TM4SF1,0.0,0.4428715061461228,0.0036456549983042,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX11,0.0,0.0015489686976887,0.1391244356473269,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FRMD6,0.0280191849975131,0.5884516714485315,0.1417486555425882,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMYD1,0.0,0.051684365461898,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBE2K,0.0,0.0043948124934961,0.078884449189675,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RGS1,0.0,0.254322872010456,0.0853409838652818,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAP3K12,0.0,0.0782785827901083,0.2070661634909554,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTXN3,0.0,0.4652537049272779,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARHGAP17,0.0281573505936543,0.0099101293297684,0.0620021972855605,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LIN7C,0.0,0.0194944801258241,0.0080260440846204,0.4493392070484582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPIC,0.0,0.0100736285863749,0.023233451045816,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAI1,0.0554186274867704,0.0005092280924753,0.0532858869338251,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDYL,0.0,0.0953492087912057,0.0107171847405506,0.2026431718061674,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRGAP2,0.0,0.4246220386657106,0.0255907338265329,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNMBP,0.02782954805293,0.0746395577667903,0.037080170790513,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYT1L,0.07920358744507,0.0,0.0,0.3480176211453745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBXN2B,0.0,0.0427751012355576,0.0051739175066122,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAD54L2,0.0,0.0008555601342448,0.0262514870631631,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARCH2,0.027265984819923,0.0028490261188393,0.1146492957112934,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEXIM2,0.0,0.0016429911002707,0.0251267007490689,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAPTM4A,0.0,0.009455493267721,0.1184832509818666,0.3480176211453745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GMCL1,0.0282395526288023,0.0077016686978756,0.0364860101680558,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGB,0.0,0.2797103358203446,0.0741436322009898,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYOZ1,0.0,0.1959476340475718,0.2437548288681029,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STK24,0.0,0.0036352976216491,0.0796256277187966,0.3039647577092511,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLMAP,0.0,0.0031564194489698,0.2202749282734634,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZBTB18,0.028169792303289,0.0097408866892232,0.0174270162115943,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM45B,0.0,0.1074462030315328,0.5541664917407304,0.7136563876651983,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACNG1,0.0,0.1596430768132033,0.1786731070817148,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF397,0.0,0.0781288049729512,0.0791359632696398,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP32,0.0281104915042919,0.0068781076952211,0.0540303550462617,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBC3,0.0,0.3069951612824204,0.0326511586443023,0.1674008810572687,0,0,1,0,0,1,0,0,0,0,0,0,0,0
HSPA1L,0.0277585960139109,0.002974387723554,0.1786584461998138,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NOL4,0.0539115175403138,0.676772146277977,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNAPC5,0.0274900511932246,0.0264756189189365,0.063270519136839,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIMM44,0.0278583443105339,0.0010360776194389,0.0167747341372974,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC1R,0.0276560436168666,0.0,0.0189366965631506,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRAP,0.0,0.0,0.0,0.2555066079295154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRDL2,0.0,0.3863396369207548,0.7690688041772373,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUBGCP4,0.0281403506029635,0.0077756623876743,0.0041053186285839,0.3083700440528634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT4,0.027909810042091,0.131608532958603,0.4484533977570317,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF83,0.027655192632847,0.1482379699869673,0.0471433142440134,0.1674008810572687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTCFL,0.0487629110561843,0.284930983745203,0.1394132247005731,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXOSC4,0.0,0.0023764750280878,0.045962042216164,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APLP1,0.0,0.0014537519769768,0.0084746715111265,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNTN4,0.0529642239848856,0.5946992212189185,0.3790713888880515,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC14A2,0.02801495106167,0.0,0.2053748800054491,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZYX,0.0,0.0010252730150552,0.2188002381993687,0.2643171806167401,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SERPINH1,0.0,0.0167210316881794,0.0573378360474156,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HBM,0.0,0.406896218340037,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HBG2,0.0,0.351582067557242,0.2252823262162444,0.4493392070484582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIF1C,0.0,0.0031129913688081,0.0506016565197824,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF146,0.0551703932647694,0.0034238004563296,0.1380918106338527,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNNT1,0.0,0.1161387616871349,0.6690265614907561,0.1674008810572687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCLK1,0.0541446396440972,0.2313837196234768,0.4567264391502842,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC7A1,0.0282121617914624,0.0033541374218633,0.1557236018112617,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAMTOR1,0.0,0.0316969006355367,0.047145642085535,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GSTM4,0.0,0.0612974739459044,0.1190632212736169,0.1497797356828194,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PAK5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERO1A,0.0,0.0086606621697731,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMOX2,0.0,0.0240112928866586,0.0261779457166912,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPS25,0.0,0.0041617373943824,0.0398638756740572,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP1R7,0.0279924631021865,0.0245826480956582,0.0026784747154997,0.5682819383259912,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA7,0.0281561532017758,0.0025485208662006,0.0262310201644302,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOB1B,0.0282210492857667,0.0043995279497198,0.0470257937486218,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTMA,0.0273229376928658,0.007884849871008,0.0145604506622546,0.5682819383259912,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS4A13,0.0,0.191451927505468,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARHGAP19,0.0278519194725916,0.0189884285743679,0.0477609741922914,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTS12,0.0,0.0089291083192456,0.0299534659253109,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL13,0.0,0.1624453600565542,0.0501208553932089,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RAB5C,0.0281569456935899,0.0701979841047131,0.0316511489694351,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP8,0.0277939157714342,0.0046994254069448,6.874531188013196e-05,0.3083700440528634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSBP4,0.0281435446402285,0.0610180596325288,0.0873154959643351,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYCN,0.028238658152897,0.0350435988585204,0.0291568320284178,0.3480176211453745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM231,0.0,0.0255652832909233,0.212825702079022,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCTN1,0.0276542731520637,0.0169561175638044,0.101793447570641,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENPH,0.0,0.0006771364605275,0.1749181695633465,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF264,0.028199669957264,0.1611708782900353,0.0235372948290518,0.1674008810572687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IVNS1ABP,0.0272737784996931,0.0048254882095258,0.1451377483207458,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSD17B14,0.0281782840353078,0.5185608476220679,0.3342370211532278,0.1674008810572687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIA3,0.1309916715211395,0.0102053492140727,0.0091794795019478,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF23,0.0504108398000529,0.0,0.0617246128651714,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETFB,0.0837402615588578,0.0182132270356218,0.0375802324162335,0.1674008810572687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP2R5C,0.0274944249569047,0.0119859963102292,0.0005646757542135,0.2202643171806167,0,1,0,0,1,0,0,0,0,0,0,0,0,0
SHROOM2,0.0,0.4806635750622592,0.1533810537399903,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM222,0.0,0.0062269843694655,0.0366343896856704,0.1762114537444934,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPD52L2,0.0,0.0035713025954517,0.0263490990189247,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OBSL1,0.0513665551391143,0.0503575357105342,0.1867216642023695,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAUS4,0.0,0.0332462524618078,0.0260387965479246,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEX5,0.0281150150921668,0.279810172638691,0.407736484766007,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKA1,0.0271349619005341,0.008113197565173,0.4919338772841999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCKBR,0.0,0.3647031461549552,0.0,0.4493392070484582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
