Gene,MF: THCA,METH: THCA,GE: THCA,CNA: THCA,hsa03320,hsa04010,hsa04115,hsa04310,hsa04520
MIP,0,0.0165847461210989,0.1627599484616934,0,0,0,0,0,0
RAI14,0.0069732914010361,0.003458352798654,0.0095642168116444,0,0,0,0,0,0
SLC39A2,0.007206699271975,0.4910811124935441,0.1637439402175522,0,0,0,0,0,0
EDC3,0,0.0055267798072076,0.0007440745479053,0,0,0,0,0,0
ZNF785,0,0.0164133475389898,0.0167306143851066,0,0,0,0,0,0
ICA1,0,0.027838719889081,0.0037531863968504,0.0111111111111111,0,0,0,0,0
EIF1AD,0,0.003413782070495,0.0176187621619849,0,0,0,0,0,0
AQP4,0.0036025606655727,0.05327067759894,0.2079581555064615,0,0,0,0,0,0
ARL8A,0,0.0081314170529374,0.0178162752546542,0.3222222222222223,0,0,0,0,0
UQCRH,0,0.0039293298864146,0.0067671724241381,0,0,0,0,0,0
GJA8,0,0.0079453015462811,0,0,0,0,0,0,0
STMN4,0,0.0726224442045497,0,0,0,0,0,0,0
EXOC1,0,0.0033599838796788,0.0093323943024849,0,0,0,0,0,0
TMED1,0,0.0056161582382163,0.0099519458670338,0.0777777777777777,0,0,0,0,0
PTS,0.0072001548943075,0.0088023310167602,0.0222643878038351,0,0,0,0,0,0
YIF1A,0.003603089703571,0.0066008398358021,0.0189947200732769,0,0,0,0,0,0
FARS2,0,0.0063846048242738,0.0654761531453374,0,0,0,0,0,0
FKBP1B,0,0.0065986668162615,0.0233730546247685,0,0,0,0,0,0
RYR2,0.0071841650531239,0.0041941444792363,0.4995539404699274,0,0,0,0,0,0
CXCL11,0,0,0.1072363353887965,0,0,0,0,0,0
CCL26,0,0.0268773326657858,0.1941294106038932,0.0111111111111111,0,0,0,0,0
ABCG2,0,0,0.0309338240893497,0,0,0,0,0,0
TGM2,0,0.0344672252404686,0.1659476401351911,0,0,0,0,0,0
HLA-F,0,0.0861739502274736,0.0537795772807352,0,0,0,0,0,0
KIR3DS1,0,0,0,0,0,0,0,0,0
CYTH4,0,0.0254507189773377,0.0371004130658456,0.988888888888889,0,0,0,0,0
RREB1,0,0.0131976196175287,0.0511424666109151,0,0,0,0,0,0
SCYL3,0,0.0051140159746023,0.0323911136334119,0.3222222222222223,0,0,0,0,0
ZNF337,0.0072018799577691,0.0030314931912893,0.0330517429432344,0,0,0,0,0,0
GLIS3,0.0036028366542416,0.0156097376553144,0.1398704137712982,0.3111111111111111,0,0,0,0,0
OCRL,0.0107154307814285,0.0109445371154149,0.0509712600103747,0.0444444444444444,0,0,0,0,0
SLU7,0,0.0018474165050538,0.0226436246247112,0,0,0,0,0,0
FOXD4L3,0,0,0.2910594906867587,0.3111111111111111,0,0,0,0,0
CCL28,0,0.027479730039568,0.1217571299926533,0,0,0,0,0,0
NBEAL2,0,0.0013438238924758,0.0535647135745499,0,0,0,0,0,0
NCAPG,0,0.0060441368774498,0.1214974143060991,0,0,0,0,0,0
NCAPH,0,0.0083751904121817,0.1446425613890235,0,0,0,0,0,0
RAB14,0,0.006594971930918,0.009954293595137,0.3111111111111111,0,0,0,0,0
ABT1,0.0036034311544625,0.052300519523218,0.0006456194464382,0,0,0,0,0,0
RAD54B,0.0035855775562385,0.0019765781693777,0.0164299007354974,0.0777777777777777,0,0,0,0,0
SYTL5,0.0036020681567755,0,0.6036867163205168,0.0444444444444444,0,0,0,0,0
RAB27B,0,0.0233976425835882,0.1271791524268355,0,0,0,0,0,0
CPLX1,0,0.0205955781485137,0.0099294760037164,0,0,0,0,0,0
KLC3,0,0.0219334964813162,0.2094278218574541,0,0,0,0,0,0
KLF12,0,0.0131287315146873,0.0542872990858256,0,0,0,0,0,0
PNKP,0,0.0021047589973907,0.0481017968523018,0,0,0,0,0,0
BBS7,0.0036035339707221,0.0033657201674218,0.0415511775161556,0,0,0,0,0,0
TRAPPC5,0.0036029609902036,0.0061644998197405,0.0257303968680728,0.0777777777777777,0,0,0,0,0
SNAPC3,0,0.0037035529763867,0.0062573391401781,0.3111111111111111,0,0,0,0,0
SNAPC1,0.0035700204144823,0.0149232849086368,0.0214108959614469,0,0,0,0,0,0
RTN3,0.0034789671868519,0.005985524267445,0.0685034813651394,0,0,0,0,0,0
CDIPT,0,0.0677873121951717,0.0077828902855917,0,0,0,0,0,0
DOCK3,0,0,0.0634244185248963,0,0,0,0,0,0
RDM1,0,0.0324896953989152,0.1483164487989167,0.0888888888888888,0,0,0,0,0
CNTF,0.0036041686939751,0.0705870275557329,0.0835692558043154,0,0,0,0,0,0
UFL1,0.007132962740242,0.001418910317854,0.0251310102781765,0,0,0,0,0,0
CADM1,0.0035966982722604,0.0163320364103905,0.0101983196523709,0,0,0,0,0,0
CRTAM,0,0.0203884240958529,0.0411687818656219,0,0,0,0,0,0
CDCA8,0,0.0046416324651852,0.059150284940742,0,0,0,0,0,0
CHN2,0,0.1708766826945304,0.0016669953093787,0.0111111111111111,0,0,0,0,0
ZSCAN12,0,0.1008683389994001,0.0776941921723183,0,0,0,0,0,0
CRABP2,0,0.0094972237331352,0.1984799323353322,0,0,0,0,0,0
MED8,0,0.0173276836140344,0.002050457198516,0,0,0,0,0,0
GSTM5,0.0036032573516276,0.0900946333443142,0.3568058761810073,0,0,0,0,0,0
GSTM3,0,0.0005588820212336,0.1595837043998944,0,0,0,0,0,0
LCE1A,0,0.0788658653925039,0,0,0,0,0,0,0
LCE1B,0,0.1513412531554396,0,0,0,0,0,0,0
GADD45B,0.003602787395169,0.0059597235701149,0.1268580262274995,0.0777777777777777,0,1,1,0,0
EFHC1,0,0,0.0363688015844,0,0,0,0,0,0
UHRF2,0.0036037536531489,0.0030889201131568,0.0318067775502627,0.3111111111111111,0,0,0,0,0
STX5,0,0.0036951755283259,0.032690535982356,0,0,0,0,0,0
IFT74,0,0.0008293566639495,0.0521361559368494,0.3111111111111111,0,0,0,0,0
H2AFZ,0,0.0035238051619801,0.0100417005425558,0,0,0,0,0,0
ACTR6,0.0035064279603598,0.000474149980143,0.0149597077741391,0,0,0,0,0,0
MUC7,0,0,0,0,0,0,0,0,0
PRDX3,0,0.0063339254203997,0.0370752622559882,0,0,0,0,0,0
KRT37,0,0.0890373580700564,0,0.0888888888888888,0,0,0,0,0
HSPB2,0,0.0710456077649965,0.0044252659134701,0,0,0,0,0,0
SYTL4,0.0072048916911833,0.0158311150330453,0.111769143841625,0.0444444444444444,0,0,0,0,0
VAPB,0,0.0014886547751299,0.0765585713928007,0,0,0,0,0,0
PEMT,0,0.0044391563245269,0.0559932296629669,0.0888888888888888,0,0,0,0,0
FOXI1,0,0.022689289175187,0,0,0,0,0,0,0
GIMAP1,0,0.0046188152076572,0.0376278262213475,0.0111111111111111,0,0,0,0,0
HOXA5,0,0.0910291861268398,0.0990643906853341,0.0111111111111111,0,0,0,0,0
CDC5L,0,0.0042937991135185,0.0186858703659957,0,0,0,0,0,0
ATP5F1B,0,0,0,0,0,0,0,0,0
MACF1,0.0421374210079719,0.1155444157878728,0.0280021057476431,0,0,0,0,0,0
NEK9,0,0.0023388803751166,0.0405992203155175,0,0,0,0,0,0
TMEM14B,0,0,0.0651438672630869,0,0,0,0,0,0
KRT9,0.0036038298846055,0.0521695173209672,0,0.0888888888888888,0,0,0,0,0
ZNF792,0,0.0026891874018433,0.0227135301097671,0,0,0,0,0,0
UBQLN4,0,0.0140937579928485,0.0367413856731925,0,0,0,0,0,0
SYT2,0,0.0174419382179704,0.0678506251001533,0.3222222222222223,0,0,0,0,0
CLK1,0,0.0026342053769066,0.0382033305426413,0,0,0,0,0,0
NEB,0.0069244583651272,0.0251512790383987,0.3594512744030275,0,0,0,0,0,0
PRRT2,0,0.0236641817745427,0.024575107443224,0,0,0,0,0,0
TSSK2,0,0.0585968857830441,0,0.0777777777777777,0,0,0,0,0
TSEN15,0,0,0.0130971238836067,0.3222222222222223,0,0,0,0,0
TRAF3IP1,0,0.0145759011494967,0.0567294642558527,0.1444444444444444,0,0,0,0,0
NME8,0.0071422277757481,0.0169859558882237,0.0273033839860317,0.0111111111111111,0,0,0,0,0
ORC4,0,0.0204626127338451,0.0171129647941329,0,0,0,0,0,0
HMGB4,0,0,0,0,0,0,0,0,0
GTF3C5,0,0.0099692099089491,0.0009579032157899,0.3111111111111111,0,0,0,0,0
CBR3,0.0072071153870033,0.0126205275692066,0.100121992359329,0,0,0,0,0,0
RAB35,0,0.0009898654936519,0.0040945456294494,0,0,0,0,0,0
RHNO1,0,0.0058483124394254,0.025529919657769,0,0,0,0,0,0
PPIF,0.003604244852669,0.0215368341331017,0.0642291074678576,0.1333333333333333,0,0,0,0,0
ODF1,0,0.0037174972070524,0,0.0777777777777777,0,0,0,0,0
SECISBP2,0.0036012768482262,0.0035859123999703,0.0338531547880292,0.3111111111111111,0,0,0,0,0
ATXN7L3,0,0.0296180577935733,0.0076582022744235,0.0888888888888888,0,0,0,0,0
ZNF496,0,0.0075472202873484,0.0228986746312165,0,0,0,0,0,0
STC2,0.0036038623936703,0.0262804698488167,0.0547742710647813,0,0,0,0,0,0
SFMBT2,0,0.0020803372468279,0.0691626233762612,0,0,0,0,0,0
ABRA,0,0.01182990545514,0,0.0777777777777777,0,0,0,0,0
CUTA,0,0.0023839215176576,0.0145656988245516,0,0,0,0,0,0
SGF29,0,0.0008531926720906,0,0,0,0,0,0,0
FERD3L,0,0.0949407936224127,0,0.0111111111111111,0,0,0,0,0
ADCY2,0.0106369712117309,0.0226913242416672,0.0976091896574894,0,0,0,0,0,0
CMTM6,0,0.0254219867244639,0.0379987644243508,0,0,0,0,0,0
PTP4A3,0,0.0212757529735348,0.2254169788140564,0,0,0,0,0,0
MRAP2,0.0036039762883872,0.0038947620303561,0.2695476194564379,0,0,0,0,0,0
ISLR2,0,0.0023267537790276,0.0533165972021519,0,0,0,0,0,0
POLE3,0,0.021107148265842,0.0053894148929914,0.3111111111111111,0,0,0,0,0
POLE4,0,0.0176066888866131,0.0147022833658937,0,0,0,0,0,0
KRT3,0,0.1459687964138725,0.1747448785174577,0,0,0,0,0,0
XPNPEP3,0,0.00311232447502,0.0787354520849889,0.988888888888889,0,0,0,0,0
IFI44,0,0.2508283503668443,0.0003208765950424,0,0,0,0,0,0
JAKMIP2,0,0.0778813720721573,0.0640562694651148,0.2333333333333333,0,0,0,0,0
VAX2,0,0.001477906497983,0.1177685312483979,0,0,0,0,0,0
TMEM30B,0,0.0675140018681561,0.0383001091505451,0,0,0,0,0,0
SCD,0,0.049062969562895,0.1954598171513364,0.1333333333333333,1,0,0,0,0
ATP13A2,0,0.0235759986582092,0.0188168822117684,0,0,0,0,0,0
HEG1,0,0.0029637173953149,0.0223101391716897,0,0,0,0,0,1
KRIT1,0.0035411611795923,0.0020919057913825,0.0452378131122916,0.0111111111111111,0,0,0,0,1
TAAR9,0,0.0258356264472032,0,0,0,0,0,0,0
SCYL2,0,0,0.0085150910112171,0,0,0,0,0,0
RPIA,0,0.0045145352933524,0.0219374593359018,0,0,0,0,0,0
SPTSSA,0,0.002986506283919,0.0109304605590903,0,0,0,0,0,0
HERPUD2,0.0035952013096612,0.0047554905062653,0.0386768557524175,0.0111111111111111,0,0,0,0,0
UBE2G2,0,0.0070381474368029,0.0540375337070924,0,0,0,0,0,0
CPOX,0.0036034750682412,0.0419598672201917,0.0189292470889119,0,0,0,0,0,0
CRLF3,0,0.0012233969039271,0.0087326709437091,0.0888888888888888,0,0,0,0,0
BBS9,0,0.0056453351414841,0.014074496351986,0.0111111111111111,0,0,0,0,0
BEX1,0,0.0462049925208478,0.3446533295923125,0.0444444444444444,0,0,0,0,0
HR,0,0.006385669400899,0.1068678144094032,0,0,0,0,0,0
UPK1B,0,0.1165069912854082,0,0,0,0,0,0,0
FANCG,0.003604016657177,0.0032995902087887,0.0006008323052367,0.3111111111111111,0,0,0,0,0
MYL12A,0,0.0042288786780524,0.0381311557435599,0,0,0,0,0,1
TMEM50A,0,0.001008060246475,0.0425722439379431,0,0,0,0,0,0
LCE1D,0,0.0790683595747725,0,0,0,0,0,0,0
VRK1,0,0.0100481245949376,0.0189593227222671,0,0,0,0,0,0
SOX2,0.003604033726132,0.053441037391681,0.1466731235637583,0,0,0,0,0,0
TULP3,0,0.0064928284636429,0.0318932298260731,0,0,0,0,0,0
SRP72,0,0.0064701734934333,0.0248497102500907,0,0,0,0,0,0
MTERF3,0.0071755033766454,0.0060951023607806,0,0,0,0,0,0,0
POLR3B,0.0036020343810169,0.0176023138793745,0.04039984702408,0,0,0,0,0,0
P2RX7,0,0.0374226932130145,0.0303390248605962,0,0,0,0,0,0
HYAL2,0,0.0490750258313826,0.0975467047194326,0,0,0,0,0,0
TMEM243,0,0.0096895162871375,0.0436942350911298,0.0111111111111111,0,0,0,0,0
PATL1,0,0.0690439961713984,0.0127655786936979,0,0,0,0,0,0
CHMP2B,0,0.0023199430246275,0.0427936963219655,0,0,0,0,0,0
TSPAN4,0,0.0006823017213626,0.0223812639772429,0,0,0,0,0,0
RMI1,0.0036028377733714,0.0092492588925085,0.0366730608162689,0.3111111111111111,0,0,0,0,0
RMI2,0,0.0066427503897895,0.1910305693257003,0,0,0,0,0,0
PTPN14,0.0142943575743813,0.0120833690706992,0.0200030275841017,0.3222222222222223,0,0,0,0,0
ABCB1,0,0,0.0220883645451451,0.0111111111111111,0,0,0,0,0
LAPTM4B,0,0.0067474263241461,0.0024612617025841,0.0777777777777777,0,0,0,0,0
SLC39A9,0,0.0030495619385257,0.0339646792193424,0,0,0,0,0,0
TM6SF2,0,0.0125697609803148,0.0224460584264559,0.0888888888888888,0,0,0,0,0
DPPA4,0.0036039852832339,0.045188266356256,0,0,0,0,0,0,0
FOXR1,0,0.0189695088916312,0,0,0,0,0,0,0
ZSCAN9,0,0.0009163854008909,0.0196830949502496,0,0,0,0,0,0
TSPAN2,0,0.0076145208886578,0.1860529804976655,0,0,0,0,0,0
TMEM130,0,0.0476708734117126,0.2280082330309266,0.0111111111111111,0,0,0,0,0
DENND1A,0,0.0564250238844127,0.0186047389065964,0.3111111111111111,0,0,0,0,0
BSND,0,0.0252695753437252,0,0,0,0,0,0,0
LDLRAP1,0,0.0246389944307162,0.0008197762855946,0,0,0,0,0,0
MAPRE1,0,0.0038444608247705,0.0304109113555163,0,0,0,0,0,0
KNSTRN,0.0035662324461952,4.2808743583414725e-05,0.0327931025491817,0,0,0,0,0,0
KRTAP12-2,0,0.1539516394934682,0,0,0,0,0,0,0
TAPBPL,0,0.0207661529458666,0.0899661780787037,0,0,0,0,0,0
HIPK3,0,0.0034897525572897,0.0406864713242664,0,0,0,0,0,0
HYLS1,0,0.0275853072521084,0.0155059452078757,0,0,0,0,0,0
TMEM203,0,0.0049835762911093,0.007671022779821,0.3111111111111111,0,0,0,0,0
FUT3,0.0071991218960344,0.2652292042171816,0.3394903594994203,0.0777777777777777,0,0,0,0,0
SYT17,0,0.0114153858530522,0.0356866305750134,0,0,0,0,0,0
NCF4,0,0.243775893009949,0.0763336460226193,0.988888888888889,0,0,0,0,0
KCNA2,0,0,0.3619481352444779,0,0,0,0,0,0
ARHGEF5,0.0035383621559513,0,0.0575846648023525,0.0111111111111111,0,0,0,0,0
PSMF1,0,0.0213317091082368,0.0044270131452744,0,0,0,0,0,0
SPAG8,0,0.0202001916121683,0.0191682597924343,0.3111111111111111,0,0,0,0,0
ZNF148,0.0069662939701402,0.0134630225871556,0.0893692279562598,0,0,0,0,0,0
VIP,0,0.0070615595840236,0.0303590204744017,0,0,0,0,0,0
KCTD3,0.0036035233349079,0.0080234328982586,0.0385025786924383,0,0,0,0,0,0
COX6B2,0,0.0175585868157971,0.0031677360352918,0,0,0,0,0,0
PROP1,0,0.0237262349894625,0,0,0,0,0,0,0
REEP6,0,0.0056683621298856,0.0048152426702237,0.0777777777777777,0,0,0,0,0
FLRT3,0,0.0084951948422875,0.0990394535177139,0,0,0,0,0,0
RAPGEF2,0,0,0.0923627402403775,0,0,1,0,0,0
INIP,0,0.0101836260896603,0.0399619807845183,0.3111111111111111,0,0,0,0,0
DGCR6,0,0.0137168113363755,0.0369462406917409,0.0777777777777777,0,0,0,0,0
GPR137B,0,0.0217375335076218,0.0299217496781028,0,0,0,0,0,0
GUCY2C,0,0.0007281319021356,0,0,0,0,0,0,0
PDZD3,0.0035453286827578,0,0.1408155170320998,0,0,0,0,0,0
PBX4,0,0.0131111715637793,0.309568522382703,0,0,0,0,0,0
GCNT1,0,0,0.0093787721097575,0.3111111111111111,0,0,0,0,0
CAVIN1,0,0,0,0,0,0,0,0,0
MS4A3,0,0.2089586486452989,0,0,0,0,0,0,0
RPP14,0,0.004713869498293,0.064529438269891,0,0,0,0,0,0
MRPL57,0,0.0033808796292273,0,0,0,0,0,0,0
LEUTX,0,0.0045346317540006,0,0,0,0,0,0,0
C11orf49,0,0.0180778326980914,0.0671785574086029,0,0,0,0,0,0
ISG20L2,0.0036023164785668,0.0365815891685473,0.0622457538907293,0,0,0,0,0,0
ZNF251,0,0.0096577877175638,0.0227848398247098,0,0,0,0,0,0
ZNF124,0,0.0230566510797862,0.0313573544453741,0,0,0,0,0,0
NUTM1,0,0.0156565541367728,0,0,0,0,0,0,0
CALCA,0,0.0520418348886502,0.0679317484280471,0,0,0,0,0,0
EXOC6,0.0071095649006596,0.0076908854795402,0.0361968439774329,0.1333333333333333,0,0,0,0,0
TOMM40L,0,0.0439027440033222,0.0059510164571925,0.3222222222222223,0,0,0,0,0
SEMA4C,0,0.003909111267022,0.1074837558187876,0,0,0,0,0,0
TMEM97,0,0.0021870827474906,0.0088074963620954,0.0888888888888888,0,0,0,0,0
C6orf203,0.0035925040999013,0.0113751866618571,0.0193891200564146,0,0,0,0,0,0
MNX1,0,0.0141889304464343,0,0.0111111111111111,0,0,0,0,0
HRH1,0.0036026443547462,0.5257116934058956,0.2317227567262164,0,0,0,0,0,0
MTIF3,0.003600727374163,0.0041204535589831,0.0270585905219862,0.1777777777777777,0,0,0,0,0
DLC1,0.0069226472179549,0.1190042374954566,0.0681305706096285,0,0,0,0,0,0
CCL25,0,0.0948879217411387,0.0372429041799131,0.0777777777777777,0,0,0,0,0
SARNP,0,0.0099853739933935,0.0234784781977156,0,0,0,0,0,0
IER3IP1,0,0.0015813143009317,0.0357562780112119,0,0,0,0,0,0
GTF2H2C,0,0.0286820056641683,0.0766856715293312,0,0,0,0,0,0
SUV39H1,0,0.0134306548868416,0.0314475401072817,0.0444444444444444,0,0,0,0,0
GTF2H2C_2,0,0,0,0,0,0,0,0,0
KIR2DL3,0,0.2896658520462152,0.1587630504427856,0,0,0,0,0,0
SLC25A17,0.0035615845746076,0.0036706835067513,0.0396883012497896,0.988888888888889,0,0,0,0,0
FAM50B,0.0036037996155814,0.0076619963528085,0.0477206200765582,0,0,0,0,0,0
VGLL3,0.0036030478932836,0.0043216180617703,0.13597447208943,0,0,0,0,0,0
YIPF6,0,0.0248359139928369,0.0375062489359226,0.0444444444444444,0,0,0,0,0
MMD,0,0.0263747387131617,0.0550107439542126,0.0888888888888888,0,0,0,0,0
INPP5K,0.0036036272399315,0.0032996329245287,0.0402748444820595,0.0888888888888888,0,0,0,0,0
RORC,0.0036001183196935,0.0775513148777431,0.09446962674442,0,0,0,0,0,0
CLDN4,0,0.1206646849723223,0.0628066138218779,0.0111111111111111,0,0,0,0,0
CLEC14A,0,0.14705094156438,0.1052720759507031,0,0,0,0,0,0
STAR,0.0036040949228254,0.0562181513567862,0.1159762100999588,0,0,0,0,0,0
UBE2A,0,0.1036106434746129,0.0593466857769848,0.0444444444444444,0,0,0,0,0
GGN,0,0.0039682718968718,0.0593208592702422,0,0,0,0,0,0
NOL12,0,0.0040150441163854,0.0081004695791284,0.988888888888889,0,0,0,0,0
AGO3,0,0.0065478121083392,0.046803424507111,0,0,0,0,0,0
ZNF768,0,0.0021317431413019,0.0132434871516729,0,0,0,0,0,0
TLX3,0,0.1297600174941638,0,0,0,0,0,0,0
FCGR1A,0,0,0.174023086025831,0,0,0,0,0,0
TNMD,0,0.1488942649269039,0.1863718685359086,0.0444444444444444,0,0,0,0,0
C19orf18,0,0.0033038332638496,0.0251111718762509,0,0,0,0,0,0
ZRSR2,0,0.001130416273671,0.0041679580158879,0.0444444444444444,0,0,0,0,0
AGR2,0.0036032930099945,0.5340501910493117,0.4093925622933095,0.0111111111111111,0,0,0,0,0
STARD3,0.0036030555114934,0.0048025902574796,0.0447702942189394,0.0888888888888888,0,0,0,0,0
SMC5,0.0035509177904757,0.0102258105874535,0.0342127927910107,0.3111111111111111,0,0,0,0,0
HIST1H1A,0,0.0193276074388032,0,0,0,0,0,0,0
CLEC17A,0,0.0885650961069175,0.1084758375866651,0.0888888888888888,0,0,0,0,0
CCNF,0,0.0117453566816681,0.0018543035952659,0,0,0,0,0,0
ANP32B,0,0.0024010162861046,0.0033145448719332,0.3111111111111111,0,0,0,0,0
TLE4,0,0.0066677644777751,0.2137914602059176,0.3111111111111111,0,0,0,1,0
GNPTAB,0,0.042919972886483,0.0636393804754893,0,0,0,0,0,0
VANGL1,0.0035989784940281,0.0678257798164808,0.1371818691707724,0,0,0,0,1,0
CD82,0,0.0062234193558788,0.0042448692868199,0,0,0,1,0,0
DZIP3,0,0.0016652969544926,0.106588903068626,0,0,0,0,0,0
LYPLA1,0,0.0221066300397875,0.0329148311960235,0,0,0,0,0,0
EIF3J,0,0.0039058463052816,0.034988830588741,0,0,0,0,0,0
SHISAL2A,0,0,0,0,0,0,0,0,0
KIF6,0.0071076219802769,0.0096872300391074,0.1933602991561427,0,0,0,0,0,0
ZIC1,0,0.2745445611995287,0,0,0,0,0,0,0
ZNF69,0,0.0111929934090796,0.0281705391259087,0.0777777777777777,0,0,0,0,0
EML1,0,0,0.1086689832687128,0,0,0,0,0,0
USH1G,0.0035950254781424,0.0094969560905141,0,0.0888888888888888,0,0,0,0,0
ZNF317,0,0.0177272523513533,0.0052643463708637,0.0777777777777777,0,0,0,0,0
FTL,0,0.007202379809276,0.0179538893326761,0,0,0,0,0,0
PDLIM2,0,0.0760832672086257,0.0074934407526895,0,0,0,0,0,0
ZNF366,0,0.5318828618049352,0.0073169322977224,0,0,0,0,0,0
SLC4A4,0.0070445073905075,0.0100777159319627,0.3984177509457597,0,0,0,0,0,0
CA4,0,0.0206919337179167,0.315138341536212,0.0888888888888888,0,0,0,0,0
APEX2,0,0.021753850509602,0.0195193494290854,0.0444444444444444,0,0,0,0,0
CBX5,0.0035900934861085,0.0084190511263232,0.0364107747926635,0,0,0,0,0,0
MME,0,0,0.066563609341816,0,0,0,0,0,0
NDUFA3,0,0.006940891148444,0.0235359794512857,0,0,0,0,0,0
INO80E,0,0.0082668029805902,0.0001181901606036,0,0,0,0,0,0
THRSP,0,0.3339627308534492,0.3630578600735253,0,0,0,0,0,0
SRRM4,0,0.0341260400395883,0.255583196578016,0,0,0,0,0,0
TRIM55,0,0.0245154260733367,0.0248036151066929,0.0777777777777777,0,0,0,0,0
RHOT1,0.0034920341136003,0.0024595022005542,0.0104021593760672,0.0888888888888888,0,0,0,0,0
NAPB,0,0.0007858925054806,0.0459082579506399,0,0,0,0,0,0
ETHE1,0,0.0164340821303644,0.1727094299033393,0,0,0,0,0,0
ELOVL7,0.0034539391195767,0.0170810080409058,0.0050464650202868,0,0,0,0,0,0
ADGRE2,0,0.1097589680791139,0,0,0,0,0,0,0
POLE2,0.0036029284251936,0.0119165787976872,0.0925729605071037,0,0,0,0,0,0
TOE1,0,0.0026259697753381,0.0129819486740117,0,0,0,0,0,0
SGCG,0,0.1141124667614887,0.1105254521242991,0.1777777777777777,0,0,0,0,0
MC4R,0,0.0264827978943504,0,0.0555555555555555,0,0,0,0,0
YIPF3,0,0.0043789290493231,0.0212672234060172,0,0,0,0,0,0
RGS17,0,0.0052384627139265,0.2749374375500323,0,0,0,0,0,0
ELOA2,0,0.0176634262586918,0,0,0,0,0,0,0
TAF9,0,0.0078124378105005,0.0135764720677724,0,0,0,0,0,0
MILR1,0,0,0.2008762267915134,0.0888888888888888,0,0,0,0,0
BTNL8,0,0.055986726956233,0.2392490016983385,0,0,0,0,0,0
PRDM4,0.0036028501199462,0.0035797274534943,0.0275232277882326,0,0,0,0,0,0
TMBIM4,0.0071329672683799,0.005758456232747,0.0033187718722247,0,0,0,0,0,0
GNL2,0.0036034791852129,0.0033065620989153,0.0099040430512599,0,0,0,0,0,0
TAF1B,0.0107412955449115,0.0037770484485753,0.0075864466305361,0,0,0,0,0,0
DNASE1L3,0,0.34916549145666,0.1177252765393842,0,0,0,0,0,0
CLPP,0,0.018811162542566,0.0200770686410413,0.0777777777777777,0,0,0,0,0
QDPR,0,0.0110797218950332,0.0889703726670613,0,0,0,0,0,0
RHBDL1,0,0.01304360591351,0.0632201545896297,0,0,0,0,0,0
ALS2,0.0035999195883186,0.0037134838421952,0.0392734871069846,0,0,0,0,0,0
ANK2,0.0071635669210511,0.0153637376511648,0.3639561445068082,0,0,0,0,0,0
APBB2,0,0.0089314435646045,0.095715842647733,0,0,0,0,0,0
KCNA1,0.0036024210719483,0.0286230327491179,0.9417739140460306,0,0,0,0,0,0
HDLBP,0.0036001629458064,0.0034498657092704,0.0111933261278497,0.1444444444444444,0,0,0,0,0
UBXN4,0.0143456464609891,0.0134146594556252,0.016942074421349,0,0,0,0,0,0
SNX12,0,0,0.0043083621274265,0.0444444444444444,0,0,0,0,0
PLCL2,0,0.0214966638179646,0.0751115076192257,0,0,0,0,0,0
PCDHA2,0,0.0749807863617511,0.0366136346696074,0.2333333333333333,0,0,0,0,0
CLDN11,0,0.0166564755610732,0.0372504866646631,0,0,0,0,0,0
CLDN18,0.0036038149667533,0.0199427500036526,0.1710014438645898,0,0,0,0,0,0
TFAP4,0,0.0050434329912992,0.0216903192933596,0,0,0,0,0,0
TSPAN33,0,0.0047860843072899,0.1225088316471335,0.0111111111111111,0,0,0,0,0
ASH2L,0,0.0041376581389864,0.0030389898401078,0,0,0,0,0,0
P4HA1,0,0.0024972865933193,0.0265589904281068,0.1333333333333333,0,0,0,0,0
P4HA3,0,0.1674429288734265,0.0906696040296701,0,0,0,0,0,0
CAPN3,0.0035540125867743,0.1162005931752022,0.1049845734228148,0,0,0,0,0,0
NT5E,0,0.0222265071160655,0.1299892755471333,0,0,0,0,0,0
SFSWAP,0,0.000623762244245,0.0019774728579137,0,0,0,0,0,0
NFRKB,0.0035234983529027,0.0073322549862183,0.0666745467353304,0,0,0,0,0,0
ZRANB2,0.0071597907600272,0.0065101328784555,0.0259316568557655,0,0,0,0,0,0
SYNPR,0,0.0169850721121279,0.1189652100447243,0,0,0,0,0,0
DOLK,0,0.015618156780397,0.0578758929538882,0.3111111111111111,0,0,0,0,0
KIFC1,0,0.0021251144626251,0.10535501247631,0,0,0,0,0,0
UTRN,0.0141429464796452,0.0025692915325278,0.0383561779303245,0,0,0,0,0,0
ZKSCAN4,0,0.0033041889369594,0.0370468845192816,0,0,0,0,0,0
ZKSCAN7,0,0.0594814221576974,0.1034173617379891,0,0,0,0,0,0
KRTAP19-1,0,0.0419755648171127,0,0,0,0,0,0,0
SF3B4,0,0.0008591546068313,0.0032396453484714,0,0,0,0,0,0
C9orf78,0,0.0008950880195393,0.0225426991312732,0.3111111111111111,0,0,0,0,0
CBFA2T2,0.0071277258962449,0.0276437485491383,0.0535582945370012,0,0,0,0,0,0
GRN,0,0.014687033098429,0.029144524930593,0.0888888888888888,0,0,0,0,0
SPACA1,0,0.1515144125863808,0,0,0,0,0,0,0
TMEM47,0.0036015900686507,0.0616620880349427,0.1276846310808864,0.0444444444444444,0,0,0,0,0
TMEM182,0,0,0.0277512932520276,0,0,0,0,0,0
CKAP4,0,0,0.0076068002733677,0,0,0,0,0,0
ADORA2A,0,0.0036988109547323,0.0214957529359623,0,0,0,0,0,0
