gene,MF: STAD,METH: STAD,GE: STAD,CNA: STAD,hsa04010,hsa04110,hsa04115,hsa04151,hsa04310,hsa04350,hsa04520,hsa05120
MIS18BP1,0.0257169685225198,0.0650394576913876,0.0837080328562944,0.0,0,0,0,0,0,0,0,0
HSPA4L,0.0500394219649758,0.0271508847174727,0.0234643551981576,0.0,0,0,0,0,0,0,0,0
MYADML2,0.0,0.07739102209478,0.0225577379943307,0.0,0,0,0,0,0,0,0,0
MBIP,0.0,0.0023017057432817,0.0092023691428157,0.0,0,0,0,0,0,0,0,0
DDX47,0.0258594021164196,0.0163425850819258,0.0354445537732753,0.2491909385113268,0,0,0,0,0,0,0,0
RABGAP1L,0.0255880656856413,0.0,0.0114986462624322,0.0,0,0,0,0,0,0,0,0
PSIP1,0.0516154226445327,0.0224173623516981,0.0265307728077669,0.0,0,0,0,0,0,0,0,0
BLOC1S4,0.0,0.0164260010113129,0.0108846522441886,0.0,0,0,0,0,0,0,0,0
RGS22,0.0251737544103703,0.140849455312649,0.1082691558343294,0.0,0,0,0,0,0,0,0,0
SAMD11,0.0,0.1061340682776634,0.0650623349209412,0.0,0,0,0,0,0,0,0,0
BBS12,0.0255943401802179,0.043779274078057,0.0117790370027449,0.0,0,0,0,0,0,0,0,0
SYCE3,0.0,0.0174523519910265,0.1225619305309629,0.5210355987055016,0,0,0,0,0,0,0,0
LCE1C,0.0260773111492617,0.2345474677319949,0.0,0.0,0,0,0,0,0,0,0,0
ORMDL2,0.0,0.0154743638652525,0.0203121901494697,0.0,0,0,0,0,0,0,0,0
BIN3,0.0,0.0108474011083388,0.0066870130238668,0.0,0,0,0,0,0,0,0,0
MPHOSPH10,0.0,0.0030992446244603,0.0426086359439714,0.0,0,0,0,0,0,0,0,0
IDH2,0.0,0.0033369494520515,0.0315578992938171,0.0,0,0,0,0,0,0,0,0
CELF4,0.0515662795504555,0.1965550784050174,0.1050039058159636,0.0,0,0,0,0,0,0,0,0
PIWIL4,0.0256581851293626,0.0201208199301352,0.0707360081375658,0.0,0,0,0,0,0,0,0,0
DNAJB6,0.0130008291901501,0.0820113777842234,0.0008879089366034,0.0,0,0,0,0,0,0,0,0
FAM174A,0.0390480146586085,0.0999773362092393,0.0570462965167564,0.5113268608414239,0,0,0,0,0,0,0,0
CALCOCO1,0.0121571651947766,0.0003762092532692,0.0594872352013666,0.1909385113268608,0,0,0,0,0,0,0,0
TAOK3,0.0628672411542269,0.0065262150826533,0.0014382550059891,0.0,1,0,0,0,0,0,0,0
ODF4,0.0259251751008243,0.1908449696542442,0.0,0.0,0,0,0,0,0,0,0,0
LMAN2,0.0,0.0215185439538674,0.0404564574900206,0.0,0,0,0,0,0,0,0,0
LCE3B,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
TMEM190,0.0130620498132696,0.0620685807678292,0.086084377450436,0.0,0,0,0,0,0,0,0,0
MOB4,0.0,0.0028210332365458,0.0119221645854533,0.0,0,0,0,0,0,0,0,0
ADRA1A,0.0510885911015038,0.1957833996147148,0.1775501036467188,0.0,0,0,0,0,0,0,0,0
TBC1D20,0.0,0.0320025173277886,0.0163887730095702,0.0,0,0,0,0,0,0,0,0
MAST1,0.0126725856153372,0.0517416037922104,0.0001937626824313,0.0,0,0,0,0,0,0,0,0
AK2,0.0,0.0331480204733807,0.0073192414128502,0.0,0,0,0,0,0,0,0,0
USP26,0.0383286486028231,0.0,0.0,0.0,0,0,0,0,0,0,0,0
NOL8,0.0231711398593781,0.0220306268544671,0.0701082081553586,0.0,0,0,0,0,0,0,0,0
GJB6,0.0,0.1224746472470471,0.0099996639609369,0.203883495145631,0,0,0,0,0,0,0,0
LNPEP,0.0853903604410714,0.0018592214556636,0.0027559452179473,0.5113268608414239,0,0,0,0,0,0,0,0
ARHGEF3,0.0127140361812137,0.2023994219154991,0.0051974833128127,0.0,0,0,0,0,0,0,0,0
VKORC1L1,0.0,0.0046698754690688,0.0361082531308347,0.0,0,0,0,0,0,0,0,0
AGMAT,0.0130460335352842,0.064855700305033,0.1156119086207018,0.0,0,0,0,0,0,0,0,0
LRRK1,0.0257176422215474,0.0169089833179742,0.0476231506063516,0.0,0,0,0,0,0,0,0,0
NEDD1,0.0376725766105599,0.0792779867144698,0.0573023255146434,0.0,0,0,0,0,0,0,0,0
DPPA3,0.0261046317667211,0.1872170757113979,0.0,0.2491909385113268,0,0,0,0,0,0,0,0
C9orf24,0.025688854326153,0.0468199673575912,0.1045805970175729,0.2944983818770226,0,0,0,0,0,0,0,0
DYRK4,0.0252660907025923,0.0101867539442044,0.027231604579125,0.0,0,0,0,0,0,0,0,0
LCE1F,0.0130573718441402,0.1187462612433215,0.0,0.0,0,0,0,0,0,0,0,0
LCE2D,0.0261203103410728,0.3313427835794186,0.0,0.0,0,0,0,0,0,0,0,0
EXOSC1,0.0260568917655455,0.0004967264171993,0.0091616176535924,0.0,0,0,0,0,0,0,0,0
KIR3DL3,0.026075144088979,0.0499821222763203,0.0,0.0,0,0,0,0,0,0,0,0
IER2,0.0,0.0132305895159457,0.0295495575912811,0.0,0,0,0,0,0,0,0,0
CXXC1,0.0516752190684622,0.0048620030203417,0.0014950059446368,0.0,0,0,0,0,0,0,0,0
MLIP,0.0122596643135528,0.0763232255727197,0.2220396779031871,0.0,0,0,0,0,0,0,0,0
CTTNBP2,0.064141404294868,0.0337444150345576,0.0985661958865248,0.0,0,0,0,0,0,0,0,0
PRKG2,0.0,0.2472716005966287,0.051863407356788,0.0,0,0,0,0,0,0,0,0
LAIR2,0.0,0.2234881741840787,0.1065211094500308,0.0,0,0,0,0,0,0,0,0
EMILIN1,0.0255798949219469,0.0554257758821899,0.0235358231981767,0.0,0,0,0,0,0,0,0,0
UNC50,0.0254934282400238,0.0109238807332487,0.0119986127214779,0.0,0,0,0,0,0,0,0,0
GRPEL1,0.0258420935464477,0.0167686168865302,0.0127613121671484,0.0,0,0,0,0,0,0,0,0
RPGRIP1,0.02504655809748,0.0281515212272039,0.0323761321598481,0.0,0,0,0,0,0,0,0,0
FGF8,0.0,0.0615816171217203,0.0437224198444594,0.0,1,0,0,1,0,0,0,0
DYNC2LI1,0.0,0.0046661574264363,0.0199011382266513,0.0,0,0,0,0,0,0,0,0
ZNF20,0.0129561989537547,0.0316091970172525,0.0134028340669057,0.0,0,0,0,0,0,0,0,0
ZNF596,0.0250288213966904,0.0,0.0001991621161735,0.3948220064724919,0,0,0,0,0,0,0,0
SERTAD2,0.0127062606078055,0.0432155693107991,0.0369373528020055,0.0,0,0,0,0,0,0,0,0
NISCH,0.0608769036406455,0.0103548387137675,0.010243020913845,0.0,0,0,0,0,0,0,0,0
RAB9A,0.0,0.0433061690539273,0.0082949014206572,0.0,0,0,0,0,0,0,0,0
ALG13,0.0,0.3802664457103246,0.0130673289900759,0.0,0,0,0,0,0,0,0,0
LHX4,0.0260799970194164,0.1172598663526837,0.0690312497352644,0.0,0,0,0,0,0,0,0,0
SNRNP25,0.0,0.0093621350764976,0.0123256756629012,0.0,0,0,0,0,0,0,0,0
INCENP,0.0125559426703902,0.0067966491089694,0.0829968265876476,0.0,0,0,0,0,0,0,0,0
PRDM9,0.1040748223399607,0.1446086492125748,0.0,0.0,0,0,0,0,0,0,0,0
SLC16A4,0.0383040090478574,0.1784368655118611,0.01366519087183,0.3009708737864078,0,0,0,0,0,0,0,0
VSTM4,0.0125586945451534,0.1130333800180234,0.0196599387267564,0.0,0,0,0,0,0,0,0,0
ZNF281,0.0129973974763744,0.0287270042039882,0.0660547345958748,0.0,0,0,0,0,0,0,0,0
ADGRD1,0.0387331595009438,0.0957918924807971,0.0,0.0,0,0,0,0,0,0,0,0
PRAF2,0.0,0.4290866340219257,0.0030056748861803,0.0,0,0,0,0,0,0,0,0
KRTAP5-7,0.0,0.0024813704938886,0.0040109065475583,0.0,0,0,0,0,0,0,0,0
POMK,0.025752016382024,0.0091301978682225,0.0790092781912199,0.0,0,0,0,0,0,0,0,0
FGFR1OP,0.0242932084240935,0.0044406163182673,0.0403327964517535,0.0,0,0,0,0,0,0,0,0
CCDC167,0.0,0.0217720863064596,0.0006109600968583,0.0,0,0,0,0,0,0,0,0
APOC4,0.0,0.1405632826433745,0.0488179759930388,0.0,0,0,0,0,0,0,0,0
PSMA2,0.0130560864608742,0.0058479818382135,0.042800077610861,0.0,0,0,0,0,0,0,0,0
PLEKHM1,0.0127799026385123,0.0075328229612904,0.011972823318707,0.0,0,0,0,0,0,0,0,0
ATP6V0A1,0.0248687879825755,0.0241203009121244,0.021135859403888,0.0,0,0,0,0,0,0,0,1
SEH1L,0.0127501998843497,0.0174998066757518,0.0579899364254171,0.0,0,0,0,0,0,0,0,0
GPT2,0.0390753518571048,0.0419328569779749,0.0487584455538494,0.0,0,0,0,0,0,0,0,0
COX17,0.0,0.0274825644766308,0.0178533187807018,0.0,0,0,0,0,0,0,0,0
INPP5E,0.0128593185123165,0.0130567195749632,0.0228194444846859,0.0,0,0,0,0,0,0,0,0
RNF19B,0.0258969482557331,0.0021362187102772,0.0058346853813477,0.0,0,0,0,0,0,0,0,0
TTC5,0.0,0.1148547302174732,0.0340264097396515,0.0,0,0,0,0,0,0,0,0
FIGNL1,0.0252098192878374,0.0,0.0850413083105929,0.0,0,0,0,0,0,0,0,0
ELMO3,0.0130174008278372,0.0963424999380484,0.017575082980693,0.0,0,0,0,0,0,0,0,0
EPGN,0.0128534233651723,0.0,0.1739139588926015,0.0,0,0,0,0,0,0,0,0
KRTAP9-8,0.013003623005122,0.0,0.0,0.0,0,0,0,0,0,0,0,0
RPS29,0.0,0.0025327176313697,0.0096996822589167,0.0,0,0,0,0,0,0,0,0
MSL1,0.0129417161638448,0.0062576101649554,0.0229412117919025,0.0,0,0,0,0,0,0,0,0
SSTR2,0.0,0.4943463999696701,0.0672459257089063,0.0,0,0,0,0,0,0,0,0
SMIM1,0.0,0.0532381993713443,0.0979105652661638,0.0,0,0,0,0,0,0,0,0
LSMEM1,0.0,0.1318726350248834,0.0297241131558008,0.0,0,0,0,0,0,0,0,0
CYB561,0.0,0.0756380027458179,0.0101986709701263,0.0,0,0,0,0,0,0,0,0
POLR3K,0.0,0.0420969869698343,0.0650934848285578,0.0,0,0,0,0,0,0,0,0
SEC24C,0.0,0.0137045302027655,0.0049648247187543,0.0,0,0,0,0,0,0,0,0
NKX2-1,0.025091387491751,0.2044579215250479,0.0,0.0,0,0,0,0,0,0,0,0
IMPA1,0.0,0.0236723908580968,0.0352859540158647,0.0,0,0,0,0,0,0,0,0
IMPA2,0.0129144716142954,0.0094332732785947,0.0595031891647024,0.0,0,0,0,0,0,0,0,0
AKR1A1,0.0,0.0139952657808897,0.0497375907966686,0.0,0,0,0,0,0,0,0,0
DIDO1,0.0688993018424654,0.0076372521876903,0.0151941942757865,0.0,0,0,0,0,0,0,0,0
ZCCHC17,0.0122979007997991,0.0040352447005152,0.009494262182217,0.0,0,0,0,0,0,0,0,0
PDRG1,0.0,0.0751014957691937,0.0526789401355568,0.0,0,0,0,0,0,0,0,0
MYH7,0.0772054318840305,0.0248235686536363,0.0561066590884897,0.0,0,0,0,0,0,0,0,0
KRT71,0.0,0.0779504593808243,0.0,0.1909385113268608,0,0,0,0,0,0,0,0
A1CF,0.0114484654140042,0.0,0.1015471235900764,0.0,0,0,0,0,0,0,0,0
ESYT2,0.0258029569161801,0.0116855148405399,0.0305765531784329,0.0,0,0,0,0,0,0,0,0
ESYT1,0.051029759386531,0.0017700915164352,0.018508770021164,0.0,0,0,0,0,0,0,0,0
ZDHHC22,0.0130438703699519,0.0726491669517828,0.0,0.0,0,0,0,0,0,0,0,0
ANKRD34A,0.0128365668328856,0.0849133668473253,0.0439935285777682,0.3009708737864078,0,0,0,0,0,0,0,0
LYPLA2,0.0126783155186976,0.0060024994121459,0.0210873534840233,0.0,0,0,0,0,0,0,0,0
PTK7,0.0129957721405142,0.0650017513121469,0.1069473086149044,0.0,0,0,0,0,0,0,0,0
FOXB1,0.0,0.2749272154505624,0.1022587205367919,0.0,0,0,0,0,0,0,0,0
F3,0.012883817568675,0.2488906027064232,0.0082204683358938,0.3009708737864078,0,0,0,0,0,0,0,0
FHIT,0.0,0.040950020218794,0.0620680697510587,0.0,0,0,0,0,0,0,0,0
POMP,0.0130391915816767,0.0066289626317508,0.0391500997104795,0.0,0,0,0,0,0,0,0,0
SLC35G1,0.0,0.0185043520266605,0.0033690571208822,0.0,0,0,0,0,0,0,0,0
TOB2,0.0255815937878164,0.0075866622485771,0.0397782549335617,0.0,0,0,0,0,0,0,0,0
FAM136A,0.0130470712369602,0.0075727247106395,0.0524255520215776,0.0,0,0,0,0,0,0,0,0
LSM1,0.0,0.0080676674805284,0.0014794844025268,0.0,0,0,0,0,0,0,0,0
ESYT3,0.0,0.1523972683035041,6.660456337765402e-05,0.0,0,0,0,0,0,0,0,0
KMT2C,0.2043610007851499,0.1597023143962357,0.0002768206937478,0.0,0,0,0,0,0,0,0,0
TSEN54,0.0,0.0013359260097185,0.0471665592914311,0.0,0,0,0,0,0,0,0,0
BCAS1,0.0387685807704107,0.1487669183466158,0.102955682917818,0.0,0,0,0,0,0,0,0,0
INO80,0.0365284043134322,0.0101419068968026,0.0174062073269856,0.0,0,0,0,0,0,0,0,0
ACTR5,0.0130225859237165,0.0001544091604411,0.058406454902061,0.0,0,0,0,0,0,0,0,0
KLF10,0.025808277706829,0.0010422712765164,0.0320676970783661,0.0,0,0,0,0,0,0,0,0
FOXC1,0.0,0.0280564068112869,0.0998606444343384,0.3721682847896439,0,0,0,0,0,0,0,0
CHAF1B,0.0256543503798909,0.093103226217489,0.0852580916234831,0.0,0,0,0,0,0,0,0,0
DMD,0.2027127598735551,0.0282801075009599,0.0819665251757682,0.0,0,0,0,0,0,0,0,0
GABRG2,0.0336404219264818,0.0,0.2714638714773985,0.0,0,0,0,0,0,0,0,0
CCNB1IP1,0.0,0.0,0.0269256465852717,0.0,0,0,0,0,0,0,0,0
LSS,0.0116972018352772,0.0109497754191243,0.0588463841827097,0.0,0,0,0,0,0,0,0,0
DSTYK,0.0249055516406637,0.0112803380129396,0.0008200496551468,0.0,0,0,0,0,0,0,0,0
RFT1,0.0,0.0030752771296538,0.0377065707341809,0.0,0,0,0,0,0,0,0,0
DNHD1,0.046939678214309,0.037226663302309,0.0149448421610883,0.0,0,0,0,0,0,0,0,0
COL4A3BP,0.0,0.0,0.0302643746052574,0.0,0,0,0,0,0,0,0,0
CSNK1G2,0.0,0.0100302929881301,0.0273798180650233,0.0,0,0,0,0,0,0,0,0
DUSP6,0.0126302134310792,0.0013166830995339,0.0079457268037059,0.0,1,0,0,0,0,0,0,0
CROCC,0.0388346842503274,0.0321431455108373,0.0189868125837641,0.0,0,0,0,0,0,0,0,0
CD160,0.0,0.0131881001206222,0.1160327945694636,0.3009708737864078,0,0,0,0,0,0,0,0
CLK4,0.0,0.0061108615059773,0.004490385280153,0.0,0,0,0,0,0,0,0,0
LEPROT,0.0,0.0367891888950803,0.0155052105130747,0.0,0,0,0,0,0,0,0,0
NDUFAF4,0.0,0.0168536329803566,0.0245266713342697,0.2880258899676375,0,0,0,0,0,0,0,0
SP4,0.0256370721000454,0.0017731231618549,0.0323605009607089,0.0,0,0,0,0,0,0,0,0
MRPS18B,0.0,0.0015784071191886,0.0172911556961445,0.0,0,0,0,0,0,0,0,0
CNOT3,0.0130054870376196,0.0174845682785967,0.0184548993618033,0.0,0,0,0,0,0,0,0,0
LCE2A,0.0130608841955036,0.206175158112265,0.0,0.0,0,0,0,0,0,0,0,0
AADAC,0.0,0.1617492875683683,0.253454065660985,0.0,0,0,0,0,0,0,0,0
TPP2,0.0628856824236362,0.0010477844311817,0.0596245028299272,0.0,0,0,0,0,0,0,0,0
TRIM9,0.0998714126224755,0.3713539465367464,0.0553357367875057,0.0,0,0,0,0,0,0,0,0
SOX18,0.0128742844153926,0.2952036837824454,0.0067544977120793,0.0,0,0,0,0,0,0,0,0
BBIP1,0.0,0.0036212849639308,0.0053915532619781,0.0,0,0,0,0,0,0,0,0
KRT24,0.0,0.3268948740779224,0.0,0.0,0,0,0,0,0,0,0,0
MTRR,0.0256818389893824,0.0050057674597831,0.0215835518891069,0.0,0,0,0,0,0,0,0,0
MTR,0.0502752316379374,0.0023538757195512,0.0426715656772735,0.0,0,0,0,0,0,0,0,0
DGAT2,0.0,0.0283590025127213,0.0028218680678955,0.0,0,0,0,0,0,0,0,0
TNFRSF6B,0.0,0.0764447152777888,0.1973900521097635,0.0,0,0,0,0,0,0,0,0
DMPK,0.0,0.1978456117579895,0.1174193941670673,0.0,0,0,0,0,0,0,0,0
SEC11C,0.0259320937117601,0.0004868388885193,0.0340119473048164,0.0,0,0,0,0,0,0,0,0
LRP12,0.1137930081861162,0.0400439443899516,0.036835270801049,0.0,0,0,0,0,0,0,0,0
SLC9A9,0.0,0.1120300784086827,0.1197196329042868,0.0,0,0,0,0,0,0,0,0
RNH1,0.0492662833831173,0.0076564165205115,0.0202572582440159,0.0,0,0,0,0,0,0,0,0
TAF11,0.0129383178300441,0.0031918785895953,0.0215893432052541,0.0,0,0,0,0,0,0,0,0
SURF6,0.0130469899258653,0.010282242066247,0.0442439174716801,0.0,0,0,0,0,0,0,0,0
MNS1,0.0390483660342371,0.057014425330744,0.0485329503003078,0.0,0,0,0,0,0,0,0,0
ADORA1,0.0501752871617253,0.0124986216139152,0.0648682406974804,0.0,0,0,0,0,0,0,0,0
OR7D4,0.0505478647823368,0.0,0.0,0.0,0,0,0,0,0,0,0,0
DAO,0.0648282204111691,0.0571118920952306,0.0231376499596018,0.0,0,0,0,0,0,0,0,0
COPE,0.0,0.0019281766539626,0.049325612167521,0.0,0,0,0,0,0,0,0,0
BMPR1B,0.0624567089574866,0.1192201223052558,0.0921211702791093,0.0,0,0,0,0,0,1,0,0
MED31,0.0130495628519891,0.0276328384945925,0.0044463915889139,0.0,0,0,0,0,0,0,0,0
VPS26A,0.0,0.0130749456867691,0.019264465795254,0.0,0,0,0,0,0,0,0,0
SPARCL1,0.0,0.2734817964222008,0.084922138601156,0.0,0,0,0,0,0,0,0,0
AP3D1,0.0,0.0310701221930934,0.0148783894190109,0.0,0,0,0,0,0,0,0,0
WASHC2A,0.0,0.0081140257044241,0.0,0.0,0,0,0,0,0,0,0,0
CHMP4C,0.0,0.1094481695784046,0.0067358221980643,0.0,0,0,0,0,0,0,0,0
PRUNE1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
PTOV1,0.0634978363255261,0.0010963264301379,0.0016614281825607,0.0,0,0,0,0,0,0,0,0
CCR4,0.0,0.0068955900983386,0.0795188945716405,0.0,0,0,0,0,0,0,0,0
RPAP1,0.0,0.0219718428388789,0.0166388566547394,0.0,0,0,0,0,0,0,0,0
ANAPC10,0.0,0.0090455757650763,0.0052837747628559,0.0,0,1,0,0,0,0,0,0
LAMC1,0.0387461130335219,0.0147471483734343,0.073830625901851,0.0,0,0,0,1,0,0,0,0
LRSAM1,0.0,0.0055013703858068,0.0092273440341884,0.0,0,0,0,0,0,0,0,0
ZBTB49,0.0260260342936584,0.002335686967756,0.004170289434219,0.0,0,0,0,0,0,0,0,0
DCP2,0.0,0.0032140366051558,0.0365741242291116,0.5113268608414239,0,0,0,0,0,0,0,0
ZNF578,0.0783040071029688,0.1784698724201604,0.0059046178876411,0.0,0,0,0,0,0,0,0,0
MRPS35,0.0128685700214372,0.0001497556560357,0.0520432474418006,0.0,0,0,0,0,0,0,0,0
CDC42BPB,0.063849255092251,0.2616087408225101,0.0031362008568845,0.4304207119741101,0,0,0,0,0,0,0,0
KRTAP5-8,0.0,0.1682073173902494,0.0078825793498858,0.0,0,0,0,0,0,0,0,0
WNT11,0.0129509217857937,0.0287920255522006,0.0012628679348282,0.0,0,0,0,0,1,0,0,0
NKRF,0.0130499090084944,0.5974595809366097,0.0700116688306133,0.0,0,0,0,0,0,0,0,0
GPRC5B,0.0129794031792801,0.1064782125433141,0.0195409787192717,0.0,0,0,0,0,0,0,0,0
GREM1,0.0,0.4983774671723909,0.1094325214044385,0.0,0,0,0,0,0,1,0,0
NR2F1,0.0257290472254718,0.0,0.0683749428599081,0.5113268608414239,0,0,0,0,0,0,0,0
SDHD,0.0,0.0336257517376047,0.1435469633190599,0.3203883495145631,0,0,0,0,0,0,0,0
TSEN2,0.0119859124935904,0.0081205515817683,0.0546020142943053,0.0,0,0,0,0,0,0,0,0
SPX,0.0260105562286798,0.1047463507022788,0.0,0.0,0,0,0,0,0,0,0,0
TPRX1,0.0130364560137355,0.0,0.0,0.0,0,0,0,0,0,0,0,0
MARCH6,0.0122928347642728,0.00783649242988,0.0120398787546123,0.0,0,0,0,0,0,0,0,0
RAP2B,0.0,0.008057653656436,0.0354639305480531,0.0,0,0,0,0,0,0,0,0
SCRN1,0.0129631848764638,0.1900425820866506,0.0393753968448977,0.0,0,0,0,0,0,0,0,0
ZNF25,0.012839376630932,0.0605047267779608,0.0212474233445079,0.0,0,0,0,0,0,0,0,0
APLP2,0.0121781168414557,0.0143675226556966,0.0048227976742489,0.3203883495145631,0,0,0,0,0,0,0,0
BAALC,0.0,0.147004425515975,0.1655158324778237,0.0,0,0,0,0,0,0,0,0
PRMT8,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
CYB561A3,0.0,0.0263605196920243,0.0127833008028558,0.0,0,0,0,0,0,0,0,0
IFNA2,0.0130528514921077,0.0,0.0,0.0,0,0,0,1,0,0,0,0
STK26,0.0123200401274377,0.5469968003952257,0.0,0.0,0,0,0,0,0,0,0,0
NRG4,0.013043624862203,0.0,0.1280615401187094,0.0,0,0,0,0,0,0,0,0
SLC19A3,0.0,0.0,0.0814660518883486,0.0,0,0,0,0,0,0,0,0
SLC39A13,0.0246909547923103,0.0,0.0200730829571252,0.0,0,0,0,0,0,0,0,0
UPK2,0.0260334635815574,0.0840778006542621,0.0485368878613146,0.3203883495145631,0,0,0,0,0,0,0,0
AKIP1,0.0,0.0169022455446209,0.0005359527620713,0.0,0,0,0,0,0,0,0,0
SLC12A7,0.0511447716568078,0.2452269086020541,0.1025507405262714,0.4207119741100323,0,0,0,0,0,0,0,0
MRAS,0.0130178802573669,0.2191790525041292,0.0070573966205205,0.0,1,0,0,0,0,0,0,0
GDI1,0.0128429820682367,0.4878224521724563,0.0173188029653386,0.2686084142394822,0,0,0,0,0,0,0,0
NOS2,0.0259979273140732,0.4619178639022265,0.0943978646403885,0.0,0,0,0,0,0,0,0,0
ADI1,0.0,0.0172749290376392,0.0348504582609899,0.0,0,0,0,0,0,0,0,0
SPTBN4,0.0568447467760412,0.0165256527776046,0.0499643524494047,0.0,0,0,0,0,0,0,0,0
DPM3,0.0,0.0027174306957027,0.0279304014164632,0.0,0,0,0,0,0,0,0,0
DNAJC2,0.025880616170894,0.0083727154617402,0.0879296928638172,0.0,0,0,0,0,0,0,0,0
UQCRC1,0.0,0.0991849039622409,0.0473027285276675,0.0,0,0,0,0,0,0,0,0
FAM84B,0.0,0.3390899964548973,0.0834985023396641,0.0,0,0,0,0,0,0,0,0
TBX5,0.0638803622993903,0.3172583635501024,0.0738383998206254,0.0,0,0,0,0,0,0,0,0
BRD1,0.0496021673164377,0.034506279589215,0.0039060014586757,0.5210355987055016,0,0,0,0,0,0,0,0
DPP3,0.0120253181351796,0.0051821914036195,0.0402938281632563,0.0,0,0,0,0,0,0,0,0
LSM7,0.0,0.0085849844551565,0.0347073294247182,0.0,0,0,0,0,0,0,0,0
MID1IP1,0.0,0.412063737574546,0.0247835207530609,0.0,0,0,0,0,0,0,0,0
KLK9,0.0130336933718205,0.0,0.0,0.0,0,0,0,0,0,0,0,0
LCA5,0.0252849203699439,0.1414898487285883,0.0335121292333753,0.2880258899676375,0,0,0,0,0,0,0,0
CIAPIN1,0.0,0.0052360591159894,0.0066813088633794,0.0,0,0,0,0,0,0,0,0
MMD2,0.0,0.1693781769150959,0.0,0.7411003236245954,0,0,0,0,0,0,0,0
GTF2H5,0.0,0.0012070784547052,0.0031546191165517,0.0,0,0,0,0,0,0,0,0
EPM2A,0.0,0.0,0.0672650932909332,0.0,0,0,0,0,0,0,0,0
NHLRC1,0.0258269079050232,0.1658431541581718,0.0226736425821038,0.0,0,0,0,0,0,0,0,0
RIPPLY3,0.0,0.1177892593561501,0.0050249902348625,0.0,0,0,0,0,0,0,0,0
RBP1,0.0,0.1110158170105523,0.0748006276840676,0.0,0,0,0,0,0,0,0,0
TBC1D10A,0.0,0.0100870898230593,0.0609645080104264,0.0,0,0,0,0,0,0,0,0
FBXL3,0.0,0.01745107736887,0.0082858620719527,0.0,0,0,0,0,0,0,0,0
F7,0.02543380413696,0.0369855513964572,0.0154537849439547,0.0,0,0,0,0,0,0,0,0
UGT1A3,0.0778291232876823,0.1157581591476408,0.0,0.0,0,0,0,0,0,0,0,0
SNX30,0.0,0.0046575761015923,0.0329755756797063,0.0,0,0,0,0,0,0,0,0
PDCD10,0.0129270051517024,0.0049544329511218,0.0168698546036941,0.0,0,0,0,0,0,0,1,0
IFT81,0.0253688269512065,0.01795711615482,0.0711682743137385,0.0,0,0,0,0,0,0,0,0
SRR,0.0,0.0078151763563372,0.0551948942370455,0.0,0,0,0,0,0,0,0,0
TEX29,0.0130526763724992,0.1660810527989951,0.0422516339446433,0.0,0,0,0,0,0,0,0,0
HOOK3,0.0125201252709827,0.0018720603311969,0.0430674828022631,0.0,0,0,0,0,0,0,0,0
PAF1,0.0128969268414202,0.0257471910022795,0.0276232578267067,0.0,0,0,0,0,0,0,0,0
SLC35F1,0.0124990453733638,0.3555822248519464,0.061612211656432,0.0,0,0,0,0,0,0,0,0
NUDT14,0.0,0.0517029570541357,0.0074913129852597,0.4304207119741101,0,0,0,0,0,0,0,0
MTSS1,0.0377038677542498,0.0965230452925409,0.0508506673993295,0.0,0,0,0,0,0,0,0,0
CLDND1,0.0,0.0159733692252065,0.0586941595912782,0.0,0,0,0,0,0,0,0,0
HOXB6,0.0,0.1740883888240435,0.1208075282184537,0.0,0,0,0,0,0,0,0,0
FTO,0.0130373686768969,0.0,0.0163203583681044,0.0,0,0,0,0,0,0,0,0
THAP12,0.0,0.0060530101299132,0.0,0.0,0,0,0,0,0,0,0,0
PGAP2,0.0,0.0097002002523781,0.0042267559086375,0.0,0,0,0,0,0,0,0,0
SPATS2L,0.0245321395507759,0.1607557639541361,0.029846202852319,0.0,0,0,0,0,0,0,0,0
EDC4,0.0,0.0036756075639721,0.0135990490457619,0.0,0,0,0,0,0,0,0,0
BTBD6,0.0,0.0092193461484223,0.0179186553614543,0.4304207119741101,0,0,0,0,0,0,0,0
ACTBL2,0.0649430500485386,0.1619309368633281,0.1072969487724556,0.0,0,0,0,0,0,0,0,0
ZNF185,0.0,0.0132599039539074,0.0101868600572115,0.2686084142394822,0,0,0,0,0,0,0,0
KRT78,0.0258774615331189,0.0726055038984853,0.0676017834409675,0.1909385113268608,0,0,0,0,0,0,0,0
PSMB4,0.0130538595507634,0.0023031281238439,0.0242247714873521,0.0,0,0,0,0,0,0,0,0
DTNA,0.0,0.244947931825251,0.1064683751387789,0.0,0,0,0,0,0,0,0,0
HILPDA,0.0,0.0,0.0443999967501847,0.0,0,0,0,0,0,0,0,0
APOH,0.0,0.0912434101241253,0.0495941358613654,0.0,0,0,0,0,0,0,0,0
NAT14,0.0,0.0860831109218585,0.0261757556163718,0.0,0,0,0,0,0,0,0,0
APCDD1L,0.0130433226412124,0.3114166107074809,0.0859909384375883,0.0,0,0,0,0,1,0,0,0
TSPYL2,0.0128863859134323,0.5427888399932893,0.0455714191628687,0.0,0,0,0,0,0,0,0,0
HBD,0.0260770911692004,0.0,0.1198193536933543,0.0,0,0,0,0,0,0,0,0
